gene_id,SRR24630895,SRR24630900,SRR24630901,SRR24630902,SRR24630906,SRR24630917,SRR24630918,SRR24630919,SRR24630920,SRR24630954,SRR24630955,SRR24630956,SRR25031741,SRR25031747,SRR25031748
CaT2T01g03782,34,23,6,18,32,29,41,41,25,12,28,29,11,11,14
CaT2T07g02667,241,85,87,108,263,167,170,146,138,118,125,103,28,30,23
CaT2T07g02666,5,0,0,4,15,4,0,8,3,7,0,0,0,0,0
CaT2T07g02665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g03786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g03789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g03788,2577,409,404,569,2751,1992,936,841,736,1824,1751,1674,98,73,71
CaT2T07g02669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g02668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g00388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g00389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g00788,5,7,8,4,0,0,8,0,6,3,6,4,0,3,0
CaT2T01g00789,17,12,16,21,7,0,33,18,10,9,20,5,0,0,0
CaT2T03g05149,87,28,20,38,77,53,41,46,80,49,43,55,13,10,0
CaT2T03g05148,24,9,13,20,24,10,20,18,12,9,0,8,4,7,4
CaT2T10g00382,27,7,41,20,42,28,23,33,22,27,20,20,9,9,7
CaT2T03g05146,114,83,79,80,102,98,67,96,120,73,78,46,16,18,10
CaT2T01g00786,89,63,55,72,80,109,125,74,140,52,28,36,33,62,33
CaT2T10g00381,418,207,189,305,386,302,674,570,474,207,233,237,17,19,20
CaT2T03g05143,12,4,8,11,22,13,0,3,0,4,7,0,0,8,0
CaT2T01g00781,0,6,3,4,0,0,3,2,2,0,0,0,0,1,0
CaT2T01g00782,170,75,75,80,197,101,177,140,103,98,87,68,19,15,9
CaT2T03g05140,5,0,0,0,21,0,3,0,5,6,6,0,0,0,0
CaT2T01g04209,14,4,16,17,7,8,5,5,19,5,12,9,3,3,3
CaT2T01g04208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g04238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g04239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g04236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g03256,197,92,75,126,235,189,141,141,137,151,130,135,23,34,18
CaT2T01g03255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g04206,842,395,447,393,914,668,596,655,1046,672,604,619,47,57,28
CaT2T01g04201,0,166,168,213,0,0,239,262,198,0,0,2,0,0,0
CaT2T01g04200,0,140,134,181,0,0,211,238,201,0,0,0,0,0,0
CaT2T01g04203,0,148,163,240,0,0,257,273,201,0,0,0,0,0,0
CaT2T01g04202,0,119,166,164,0,0,249,222,184,0,0,0,0,0,0
CaT2T08g00668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g00669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g00662,1653,542,854,1075,1952,1361,1596,1425,1213,1055,1049,940,50,113,72
CaT2T08g00663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g00660,226,167,183,196,263,184,158,171,155,222,167,159,78,78,59
CaT2T08g00661,225,176,117,184,279,225,278,256,208,173,156,163,28,32,23
CaT2T08g00666,83,111,161,182,120,75,176,189,173,66,56,57,29,45,23
CaT2T08g00667,433,210,206,254,470,339,346,305,276,313,312,278,38,49,44
CaT2T08g00664,210,94,139,150,256,179,184,146,126,191,195,180,62,72,48
CaT2T08g00665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g02788,43,25,27,19,61,43,26,42,30,9,26,48,4,4,0
CaT2T01g02789,47,18,11,26,46,12,22,10,21,11,30,23,0,7,0
CaT2T08g01654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g02782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g02783,33,3,7,5,44,26,0,3,8,27,2,18,3,3,0
CaT2T01g02780,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CaT2T01g02781,42,22,25,37,80,28,45,56,47,12,46,31,7,7,3
CaT2T01g02786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g02787,0,6,8,15,0,0,3,0,6,0,0,0,0,0,0
CaT2T01g02784,24,14,11,16,18,17,27,16,31,11,4,4,0,0,0
CaT2T01g02785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00620,93,37,30,74,106,97,124,87,64,58,35,38,30,49,34
CaT2T10g00528,69,85,119,65,68,39,85,81,96,43,49,57,22,21,10
CaT2T10g00529,0,12,11,0,0,0,0,9,0,0,0,0,0,0,0
CaT2T10g00526,15,0,0,0,19,0,11,7,0,5,6,7,0,0,0
CaT2T10g00527,0,4,0,8,0,0,0,12,10,7,0,6,0,0,0
CaT2T10g00524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g00525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g00522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g00523,948,3,15,3,954,589,30,40,53,261,260,253,0,0,0
CaT2T10g00520,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0
CaT2T10g00521,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CaT2T05g01682,5,9,14,17,10,20,17,22,20,10,9,17,6,0,0
CaT2T12g00009,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
CaT2T12g00008,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0
CaT2T12g00007,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g00006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g00005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g00004,24,14,33,13,27,20,22,28,18,10,15,12,0,0,2
CaT2T12g00003,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g00002,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0
CaT2T12g00001,2099,375,456,349,2371,1674,831,725,926,1510,1444,1310,56,52,40
CaT2T01g02128,323,309,376,353,293,283,717,719,661,252,279,239,40,36,23
CaT2T01g02129,22,7,12,12,23,21,15,12,14,20,15,15,6,4,2
CaT2T01g02126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g02127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g02124,135,29,46,73,104,108,101,62,90,59,67,53,13,10,9
CaT2T01g02125,31,0,0,0,35,26,8,3,0,13,19,22,9,5,9
CaT2T01g02122,25,16,7,12,63,39,22,28,11,34,38,33,0,5,0
CaT2T01g02123,13,13,21,14,11,24,25,23,41,12,15,13,0,0,0
CaT2T01g02120,12,0,0,4,8,5,6,3,10,3,6,15,0,0,0
CaT2T01g02121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g01535,4680,1884,2380,2763,5191,3553,3070,3307,2468,3421,3051,3147,280,339,288
CaT2T08g01534,30,6,0,0,0,0,6,0,4,0,0,0,0,0,0
CaT2T08g01537,81,69,66,94,90,49,83,79,131,40,43,68,11,8,3
CaT2T08g01536,8,0,4,0,0,0,3,0,0,5,3,0,0,0,0
CaT2T08g01531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g01530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g03638,24,15,20,24,53,41,43,35,41,32,64,20,0,0,0
CaT2T02g03639,16,7,0,3,6,5,2,11,8,4,6,2,0,5,6
CaT2T02g03636,205,116,107,120,270,116,172,165,148,120,129,147,13,10,8
CaT2T02g03637,54,67,124,91,59,36,121,189,180,33,42,43,3,3,5
CaT2T02g03634,67,59,39,62,93,62,58,54,57,49,33,49,7,7,6
CaT2T02g03635,633,242,250,287,714,451,431,527,452,405,453,372,35,38,44
CaT2T02g03632,1497,0,0,0,1569,1108,168,160,141,1049,885,825,13,23,11
CaT2T08g01538,249,147,114,162,239,191,236,245,219,185,146,176,30,32,30
CaT2T02g03630,150,36,74,73,208,138,135,141,111,85,92,103,0,5,5
CaT2T02g03631,8,21,11,0,20,15,35,31,27,18,13,11,0,0,0
CaT2T03g01096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g01771,865,610,657,739,864,576,617,665,605,455,473,437,201,212,173
CaT2T02g01773,178,106,79,118,192,114,223,178,139,95,74,73,24,20,20
CaT2T02g01772,1467,2146,2097,2211,1601,1227,1570,2267,1823,1120,1155,1160,484,505,449
CaT2T02g01775,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
CaT2T02g01774,169,0,3,1,124,101,25,18,22,13,24,20,3,3,2
CaT2T02g01777,20,17,11,19,45,15,21,24,23,17,25,14,0,0,0
CaT2T02g01776,127,62,56,69,192,108,115,134,100,78,88,100,16,0,15
CaT2T02g01779,1567,100,111,96,1647,1182,298,228,255,871,837,874,15,28,19
CaT2T02g01778,291,134,151,188,283,251,208,216,195,153,147,143,28,34,26
CaT2T06g01928,9,7,2,21,9,10,10,17,13,7,12,4,0,0,0
CaT2T06g01929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01924,474,197,336,315,537,317,397,431,506,396,274,380,78,100,94
CaT2T06g01925,0,12,12,11,11,8,4,12,9,0,0,0,0,0,0
CaT2T06g01926,27,20,44,22,34,28,21,36,34,28,10,17,0,4,0
CaT2T06g01927,189,42,59,19,221,181,24,60,44,114,229,153,17,21,9
CaT2T06g01920,1611,750,706,722,1721,1221,1274,1274,1132,776,913,889,126,158,120
CaT2T06g01921,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2
CaT2T06g01922,29,7,9,10,20,3,14,25,7,10,13,11,3,4,5
CaT2T06g01923,63,19,16,28,46,47,36,60,35,18,26,32,0,7,0
CaT2T09g00595,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0
CaT2T03g02508,118,149,178,191,133,108,170,160,157,115,84,91,21,17,14
CaT2T09g00594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g02506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g02507,39,18,37,29,27,25,32,35,25,26,0,17,7,12,8
CaT2T03g02504,1490,1025,1034,1109,1535,1220,1126,1493,1322,1034,963,895,203,252,184
CaT2T03g02505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g02502,18,10,0,26,38,16,15,10,13,23,24,10,3,0,7
CaT2T03g02503,63,22,22,14,71,56,46,35,37,47,17,55,9,7,0
CaT2T03g02500,28,11,16,25,42,28,27,25,24,31,19,22,3,0,3
CaT2T03g02501,30,32,24,45,10,16,100,150,94,18,19,12,0,0,8
CaT2T12g02525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g00558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g00559,202,61,88,65,216,175,112,101,97,140,117,114,26,11,21
CaT2T02g00556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g00557,14,10,0,0,12,4,14,17,8,12,16,9,0,0,0
CaT2T02g00554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g00555,18,15,13,10,26,18,32,45,39,16,12,9,0,0,0
CaT2T02g00552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g00553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g00550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g00551,12,0,6,0,10,18,0,0,5,0,10,0,0,0,0
CaT2T09g00593,66,16,18,26,82,62,23,4,10,63,45,53,29,25,44
CaT2T12g02521,5,3,0,2,0,4,3,4,2,5,0,1,0,2,0
CaT2T09g02928,112,33,39,49,108,64,83,78,46,70,48,51,15,11,12
CaT2T09g02929,6,0,6,5,3,9,0,6,12,0,9,12,0,0,0
CaT2T09g02926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g02927,644,737,744,776,713,500,482,700,672,394,378,378,182,199,158
CaT2T09g02924,6325,419,385,486,6895,5092,1375,1295,842,1277,1142,1163,44,54,51
CaT2T09g02925,4995,1518,1277,1846,5239,3819,3739,3515,2044,1561,1497,1501,63,92,110
CaT2T09g02923,5975,463,469,521,6864,5045,1450,1414,896,1300,1177,1133,48,54,54
CaT2T10g00127,254,178,162,297,240,208,222,252,260,121,134,137,84,80,60
CaT2T09g00270,38,4,0,0,23,0,24,17,24,7,22,16,0,0,3
CaT2T03g01099,304,86,124,100,360,236,143,149,158,228,197,169,38,37,20
CaT2T11g01700,15,0,0,11,9,6,4,0,4,10,9,18,7,0,0
CaT2T11g01701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g01702,5,0,0,0,9,0,0,0,0,0,5,0,0,0,0
CaT2T11g01703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g01704,105,13,9,22,92,66,45,32,47,29,30,31,6,5,5
CaT2T11g01705,23,36,23,39,13,0,11,31,12,8,12,0,0,0,0
CaT2T11g01706,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
CaT2T11g01707,295,100,126,104,332,214,235,217,293,215,236,202,22,19,14
CaT2T11g01708,730,259,312,363,783,520,463,435,386,508,582,514,56,63,72
CaT2T11g01709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g03279,466,209,296,263,404,293,347,343,346,281,264,257,61,87,50
CaT2T07g03278,127,0,0,0,0,0,99,100,145,0,0,0,0,0,0
CaT2T07g03273,12,17,15,13,29,12,0,30,30,27,12,15,0,3,3
CaT2T07g03272,52,31,22,31,31,26,16,25,19,29,36,18,7,14,10
CaT2T07g03271,12,35,22,40,3,3,40,44,38,0,8,7,3,0,5
CaT2T07g03270,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0
CaT2T07g03277,3780,793,863,1548,4122,3328,2416,1941,1546,2333,2197,2058,188,316,195
CaT2T07g03276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g03275,230,65,99,92,242,193,200,116,116,171,162,117,15,26,14
CaT2T07g03274,52,13,20,24,57,20,45,31,39,32,22,31,0,0,0
CaT2T06g03788,298,187,207,210,360,239,301,239,192,213,177,177,16,12,36
CaT2T06g03789,90,42,14,34,79,126,43,36,43,39,22,51,25,44,0
CaT2T06g03786,273,16,27,10,263,139,62,41,69,42,51,57,7,6,6
CaT2T06g03787,237,74,105,126,261,261,156,195,172,148,173,147,19,28,22
CaT2T06g03784,0,0,0,5,0,0,5,8,8,0,0,0,0,0,0
CaT2T06g03785,576,604,578,556,622,434,436,612,558,345,411,330,109,96,118
CaT2T06g03782,0,7,10,5,11,4,9,11,13,7,3,7,0,0,0
CaT2T06g03783,5,6,3,7,12,0,9,9,7,2,0,6,5,3,3
CaT2T06g03780,815,259,310,469,943,645,544,497,437,557,454,461,108,143,112
CaT2T06g03781,1658,1177,1421,1543,1819,1287,2059,2446,2299,1123,1179,1147,365,405,376
CaT2T06g03434,7,10,13,18,0,13,9,29,16,4,0,0,0,0,0
CaT2T06g03435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03436,155,0,0,0,179,156,0,0,0,166,173,161,5,7,5
CaT2T06g03437,111,52,42,39,136,104,97,109,103,193,269,254,15,17,17
CaT2T06g03430,178,68,67,101,200,123,150,98,101,91,91,102,9,15,0
CaT2T06g03431,0,0,0,0,4,0,0,0,3,3,0,0,0,0,0
CaT2T06g03432,44,25,15,32,39,22,37,26,25,30,27,26,0,0,0
CaT2T06g03433,0,1,2,1,0,0,0,0,2,4,0,3,0,0,0
CaT2T06g03438,18,27,23,11,34,22,35,22,25,17,13,21,5,0,6
CaT2T06g03439,125,59,69,73,142,116,145,113,122,93,110,134,13,14,13
CaT2T01g04601,230,92,112,130,309,179,188,165,146,133,102,189,35,25,30
CaT2T05g00482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g00481,316,60,66,65,384,284,167,162,135,188,147,185,22,24,14
CaT2T01g04602,484,225,248,354,593,357,359,311,299,320,297,302,40,48,37
CaT2T01g04605,1372,601,663,782,1641,1111,1058,1221,893,991,871,956,57,66,56
CaT2T05g00486,0,133,128,150,0,0,281,278,271,0,0,0,0,0,0
CaT2T05g00485,0,10,10,0,0,0,7,7,6,0,0,0,0,0,0
CaT2T01g04606,538,401,615,513,700,423,717,788,596,391,371,389,129,115,117
CaT2T08g01510,39,86,92,114,23,35,130,136,120,37,34,23,5,8,7
CaT2T06g00200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g00201,2029,321,340,264,2249,1501,538,611,428,803,821,778,109,125,93
CaT2T03g03045,195,95,132,147,250,165,212,205,176,100,84,117,22,22,18
CaT2T12g00942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g00943,23,0,11,11,14,15,5,6,8,0,11,5,4,4,4
CaT2T12g00940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g00941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g00946,80,19,40,25,92,69,23,36,34,60,37,50,0,15,9
CaT2T12g00947,10,0,0,0,9,3,5,0,5,6,0,1,0,0,0
CaT2T12g00944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g00945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g00948,10,0,5,10,8,0,8,7,0,0,4,13,0,0,3
CaT2T12g00949,623,262,281,301,602,536,499,451,479,375,338,348,5,12,9
CaT2T07g03358,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
CaT2T10g00875,64,37,67,80,66,48,73,40,57,60,38,37,8,11,0
CaT2T10g00871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g03428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g00872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g03424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g03425,73,0,6,4,84,57,22,13,13,25,21,34,3,8,5
CaT2T05g03426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g00873,235,152,192,220,250,204,164,210,205,155,154,163,17,31,18
CaT2T05g03420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g03421,9,4,0,7,11,8,11,10,3,6,17,7,2,4,0
CaT2T05g03422,2370,99,142,140,2531,1687,221,158,158,1627,1463,1497,174,204,155
CaT2T05g03423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g03350,0,2,0,0,3,0,7,1,4,3,0,0,0,0,0
CaT2T06g01557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01550,166,129,198,243,209,142,136,162,166,74,84,78,109,139,93
CaT2T06g01553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01559,57,14,17,28,79,51,26,26,33,41,28,53,5,0,4
CaT2T07g03352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g01378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g01379,208,137,99,140,263,138,177,135,123,130,112,148,37,35,30
CaT2T05g01372,139,58,80,36,108,88,128,157,167,66,73,61,13,19,10
CaT2T01g00032,6267,5740,6948,7127,7069,4829,10262,12244,10986,5259,5095,4509,147,189,153
CaT2T05g01370,18,0,4,2,15,11,4,7,10,12,5,4,2,0,0
CaT2T05g01371,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
CaT2T05g01376,167,46,45,87,145,101,133,111,110,84,80,80,7,4,16
CaT2T05g01377,89,40,27,51,113,85,79,62,47,48,45,49,0,7,0
CaT2T05g01374,54,0,6,11,63,29,17,9,12,16,16,17,0,0,0
CaT2T05g01375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g03356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g03357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g00911,487,257,262,216,501,377,375,375,365,282,327,378,27,40,29
CaT2T06g03608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03604,75,42,38,31,87,54,60,59,89,41,51,66,10,4,10
CaT2T06g03601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00444,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CaT2T05g00426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00442,126,34,25,39,170,80,73,70,116,107,55,67,6,10,5
CaT2T07g00747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00440,1464,131,131,139,1469,998,298,276,218,760,807,683,10,24,19
CaT2T07g00745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g00748,464,129,110,143,429,269,246,154,157,298,248,221,18,19,32
CaT2T07g00749,98,67,55,54,123,84,52,61,50,81,71,53,14,14,19
CaT2T05g00429,2781,308,369,564,2732,1973,1027,678,797,1706,1594,1525,63,105,59
CaT2T05g00428,805,257,263,331,807,573,358,425,396,544,466,450,80,78,84
CaT2T04g00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00449,179,4,0,6,170,114,65,41,45,190,213,209,4,3,0
CaT2T11g00486,3,0,10,6,4,4,8,4,4,0,3,0,0,0,0
CaT2T10g02627,1161,570,547,517,1323,967,876,865,692,969,887,825,56,48,31
CaT2T10g02626,1245,4,4,0,1330,1058,27,24,34,342,351,353,7,5,7
CaT2T04g01795,181,62,60,73,147,100,156,116,116,65,67,82,10,0,0
CaT2T04g01794,5174,2756,2608,3150,5826,4155,5229,4812,4139,3309,3064,2841,408,499,416
CaT2T04g01796,98,48,51,65,119,72,96,67,92,79,78,63,19,23,11
CaT2T04g01429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g01428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g01427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g01426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g01425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g01424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g01423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g01422,15,5,15,9,32,19,20,12,8,15,0,17,6,0,0
CaT2T04g01421,10,11,6,4,22,5,6,6,0,8,5,9,0,0,0
CaT2T04g01420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g00634,33,12,29,18,43,31,30,33,29,25,36,22,0,0,0
CaT2T03g03071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g03070,190,96,109,105,0,0,162,144,160,0,0,0,0,0,0
CaT2T03g03073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g03072,26,0,6,0,11,9,16,5,6,9,13,0,0,4,0
CaT2T03g03075,46,6,8,16,45,16,23,23,20,16,22,18,0,0,0
CaT2T03g03074,109,21,58,48,101,80,65,62,47,44,70,62,8,0,11
CaT2T03g03077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g03076,24,2,6,5,25,16,15,6,6,23,11,14,0,0,0
CaT2T03g03079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g03078,22,9,18,11,9,16,8,11,13,12,12,12,0,10,0
CaT2T08g00789,87,44,51,48,126,71,59,72,86,71,63,54,5,9,0
CaT2T06g00575,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
CaT2T02g03539,94,59,50,67,82,55,114,86,94,60,56,55,7,10,10
CaT2T02g03538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g00784,1392,384,394,669,1472,1088,1089,920,745,824,845,805,68,113,93
CaT2T02g03531,366,494,452,396,314,223,308,412,394,273,244,236,78,84,84
CaT2T02g03530,145,31,11,19,205,111,52,69,74,89,97,100,2,15,4
CaT2T02g03533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g03532,1346,843,790,892,1359,996,1517,1538,1602,1181,1127,990,59,85,51
CaT2T02g03535,300,105,79,162,371,189,181,188,103,151,133,175,14,14,22
CaT2T02g03534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g03537,52,49,47,81,49,38,160,104,82,45,27,39,0,0,0
CaT2T02g03536,412,452,492,513,360,266,299,442,375,265,232,221,98,105,97
CaT2T02g03287,1,0,0,0,0,2,0,0,3,3,0,0,0,0,0
CaT2T02g03286,37,47,56,46,34,44,60,59,40,20,42,24,9,22,0
CaT2T02g03285,904,333,355,490,941,624,710,656,528,520,549,558,61,102,72
CaT2T02g03284,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
CaT2T02g03283,153,205,208,169,155,95,125,168,148,52,70,47,6,0,0
CaT2T02g03282,5,0,0,0,9,8,0,0,0,0,0,0,0,0,0
CaT2T02g03281,566,228,191,260,674,477,477,374,286,398,322,356,32,45,39
CaT2T02g03280,7,2,5,5,9,3,10,7,3,5,10,3,0,0,0
CaT2T02g03289,659,138,104,87,665,519,465,381,462,398,448,380,52,58,69
CaT2T02g03288,657,379,394,435,806,624,389,488,463,462,412,441,98,104,93
CaT2T11g02208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g02209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g02200,450,277,293,333,554,336,434,454,431,347,342,309,37,54,51
CaT2T11g02201,27,10,2,5,7,11,14,8,17,37,41,18,0,2,0
CaT2T11g02202,108,68,54,68,139,97,45,83,79,104,109,107,21,23,13
CaT2T11g02203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g02204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g02205,271,204,203,240,302,219,303,360,366,169,158,173,6,4,4
CaT2T11g02206,118,117,104,97,101,84,42,112,78,58,43,68,8,12,7
CaT2T11g02207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g00008,329,205,148,137,409,319,227,232,177,256,246,267,11,21,14
CaT2T08g00009,646,213,174,214,657,466,279,385,355,430,488,373,35,32,39
CaT2T08g00002,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g00003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g00006,1995,1340,1525,1529,1979,1556,1472,1904,1730,1359,1345,1212,258,339,233
CaT2T08g00007,60,28,41,59,72,43,49,60,35,56,40,27,0,11,0
CaT2T08g00004,142,57,84,76,171,91,120,135,121,62,119,93,0,6,0
CaT2T08g00005,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
