gene_id,SRR24630895,SRR24630900,SRR24630901,SRR24630902,SRR24630906,SRR24630917,SRR24630918,SRR24630919,SRR24630920,SRR24630954,SRR24630955,SRR24630956,SRR25031741,SRR25031747,SRR25031748
CaT2T02g00517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g02435,177,53,78,79,192,171,170,126,111,74,148,121,8,19,7
CaT2T06g02434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g02439,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
CaT2T09g00189,9,8,8,10,8,4,12,21,5,8,2,8,0,0,0
CaT2T09g02962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g02963,144,105,68,98,165,92,58,103,151,41,65,59,12,0,0
CaT2T09g02960,22,8,9,5,28,26,18,19,7,25,19,18,2,2,5
CaT2T09g02961,831,633,719,654,910,643,828,958,822,648,640,508,73,117,96
CaT2T09g02966,82,6,8,7,69,52,14,13,45,40,35,41,0,2,2
CaT2T09g02967,57,10,15,9,69,45,30,15,11,25,33,54,0,5,0
CaT2T09g02964,906,179,244,338,1015,663,652,395,395,547,556,526,62,76,57
CaT2T09g02965,80,37,21,22,94,52,74,50,44,54,42,35,14,17,9
CaT2T09g02968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g02969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g02665,319,122,165,207,342,246,303,272,285,155,161,119,25,46,26
CaT2T12g02664,0,0,4,0,0,0,0,4,5,0,0,0,0,0,0
CaT2T12g02667,67,59,46,30,82,36,49,48,31,30,18,23,10,8,11
CaT2T12g02666,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g02661,147,15,27,20,135,68,31,51,35,79,58,72,0,0,11
CaT2T12g02660,3,0,8,12,6,0,0,0,0,6,7,5,0,0,0
CaT2T12g02663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g02662,10,5,6,18,24,20,17,23,32,7,17,10,0,2,2
CaT2T09g00230,20,7,11,3,9,8,14,10,7,23,6,8,3,0,0
CaT2T09g00231,505,114,119,113,499,335,197,203,172,187,192,159,14,22,15
CaT2T09g00232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g00233,326,162,182,204,331,280,329,259,248,243,208,211,25,38,17
CaT2T09g00234,1131,412,437,483,1158,812,764,781,682,682,674,735,95,112,108
CaT2T09g00235,166,89,86,90,196,136,125,152,144,115,111,144,20,34,20
CaT2T09g00236,120,25,52,63,89,66,11,24,26,62,70,62,3,0,0
CaT2T09g00237,114,48,47,44,128,69,66,80,49,66,58,89,13,13,0
CaT2T01g04733,14,0,0,0,23,0,0,0,0,0,0,0,0,0,0
CaT2T10g00959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g00958,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0
CaT2T03g01019,2,0,0,5,1,0,6,5,4,21,1,3,0,2,2
CaT2T01g00158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g03239,1010,355,443,441,1007,738,799,703,547,543,541,559,72,72,67
CaT2T07g03238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g00155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g00952,2051,78,86,77,2076,1588,448,385,370,1051,957,967,44,46,31
CaT2T03g01017,17,32,20,18,11,7,22,57,31,10,11,13,0,0,0
CaT2T03g01016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g00151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g01010,12,7,7,7,20,0,0,10,5,0,5,0,0,3,2
CaT2T03g01013,34,17,11,21,47,35,18,22,25,26,21,18,8,6,5
CaT2T03g01012,8,0,0,0,5,0,0,0,0,0,7,0,0,0,0
CaT2T06g03478,30,0,4,25,25,5,7,14,14,0,10,4,2,15,3
CaT2T06g03479,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CaT2T06g03470,1054,669,960,1278,1134,613,1081,1145,1180,789,655,648,449,483,429
CaT2T06g03471,217,59,96,78,281,147,149,126,141,176,165,171,11,18,0
CaT2T06g03472,864,492,411,509,923,679,830,873,572,575,536,491,48,61,45
CaT2T06g03473,0,0,0,0,3,0,0,2,0,3,0,0,0,0,0
CaT2T06g03474,309,116,87,118,309,197,189,188,222,302,341,307,50,62,49
CaT2T06g03475,203,96,109,109,218,174,193,130,168,148,160,168,39,44,33
CaT2T06g03476,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0
CaT2T06g03477,273,135,217,175,275,159,212,269,151,160,161,157,9,14,19
CaT2T04g00660,63,67,29,77,105,95,64,75,74,47,61,47,10,15,14
CaT2T07g03228,259,169,172,152,291,220,222,213,300,158,145,232,51,72,49
CaT2T07g03229,0,0,3,0,10,12,0,0,0,13,8,11,0,0,0
CaT2T03g01322,546,179,189,226,513,364,474,400,352,321,356,329,44,55,32
CaT2T07g02544,0,5,5,11,0,0,6,1,0,2,0,0,0,2,2
CaT2T07g02545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g02542,1470,539,783,725,1506,961,1025,983,1041,970,963,932,191,213,180
CaT2T07g02543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g02540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g02541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g00148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g00149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g00146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g01007,383,90,133,174,395,255,258,234,228,204,207,202,39,42,37
CaT2T07g03222,59,30,42,58,39,24,30,46,28,23,31,27,10,18,14
CaT2T03g01005,461,39,58,61,507,304,137,161,194,234,241,207,11,15,9
CaT2T10g00948,776,360,399,396,898,686,1121,928,889,611,518,575,74,94,72
CaT2T03g01320,12,7,7,0,10,14,8,0,8,7,0,2,0,4,4
CaT2T03g01003,20,98,83,79,21,6,98,125,72,0,7,7,0,3,0
CaT2T01g00140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g01001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g01486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g00467,191,92,99,88,348,235,169,146,125,127,130,141,17,16,16
CaT2T10g02730,92,63,98,83,137,61,136,115,138,87,59,64,13,0,10
CaT2T10g02733,926,261,205,215,932,625,428,416,363,551,570,506,76,94,84
CaT2T10g02732,490,151,195,211,468,307,334,273,282,289,214,298,70,70,62
CaT2T10g02735,1214,471,512,595,1264,879,1002,989,914,758,772,721,87,94,73
CaT2T10g02734,0,5,0,8,0,0,8,6,5,0,0,0,0,0,0
CaT2T06g01519,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0
CaT2T05g03461,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CaT2T05g03462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g03463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g03464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g00461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g03466,0,5,0,3,7,4,20,0,20,0,6,0,0,0,2
CaT2T05g03467,99,30,0,0,28,99,61,31,17,36,36,11,19,0,0
CaT2T05g03468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01510,105,66,50,85,91,53,173,113,118,46,47,67,12,25,12
CaT2T06g01513,287,86,78,70,300,222,128,125,165,244,226,197,24,23,16
CaT2T06g01512,168,96,134,103,184,111,147,200,177,75,79,75,19,18,9
CaT2T06g01515,301,154,180,187,351,238,274,248,276,168,168,201,61,83,47
CaT2T06g01514,100,155,242,255,69,71,402,309,525,103,97,60,20,21,9
CaT2T06g01517,2487,2182,2274,2104,2784,2088,2356,2795,2838,1848,1763,1819,456,481,421
CaT2T06g01516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00622,237,97,129,103,232,209,171,180,179,164,92,135,29,22,24
CaT2T03g01324,185,85,131,108,205,138,181,130,197,106,116,139,37,31,0
CaT2T04g00623,77,14,28,22,94,50,64,16,36,67,59,62,14,5,13
CaT2T05g00603,133,135,144,127,147,104,149,164,129,72,82,71,31,40,40
CaT2T10g00563,0,0,1,5,0,0,2,0,0,0,0,0,0,2,0
CaT2T01g04084,203,70,89,70,268,188,178,125,148,119,114,98,13,14,18
CaT2T01g04083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00627,260,413,439,541,195,191,231,170,201,129,93,126,16,30,17
CaT2T05g00607,973,512,705,718,1033,811,765,875,1217,716,623,629,227,246,196
CaT2T01g04080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g03196,760,354,416,505,833,628,649,632,542,518,516,497,110,120,107
CaT2T07g00786,784,456,340,596,979,654,564,631,481,452,407,471,88,111,87
CaT2T05g00468,55,45,30,53,53,52,75,46,52,35,52,42,9,9,11
CaT2T07g00784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g00782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g00783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g00780,1451,1090,934,1055,1597,1128,1566,1779,1989,1165,1049,1057,85,95,58
CaT2T07g00781,516,196,207,239,472,417,373,315,316,259,282,272,28,41,39
CaT2T04g00402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00403,42,6,7,0,36,23,13,8,3,12,0,16,0,5,0
CaT2T05g00463,270,109,132,137,367,276,239,229,245,219,221,204,29,29,17
CaT2T05g00462,158,27,64,56,126,88,127,125,92,104,89,78,0,0,9
CaT2T05g00465,176,74,87,89,176,135,218,163,152,91,112,65,21,25,16
CaT2T04g00407,200,12,18,11,173,135,41,34,42,92,104,49,8,13,12
CaT2T07g00788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g00789,403,257,209,252,384,379,409,405,366,211,186,163,27,27,22
CaT2T07g01789,700,239,370,487,808,512,611,510,454,479,422,475,133,148,138
CaT2T07g01788,43,14,32,12,39,22,38,30,39,22,25,23,5,5,3
CaT2T07g01785,55,16,12,35,74,46,45,50,46,57,40,39,11,9,2
CaT2T07g01784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g01787,283,98,105,122,386,264,241,195,154,227,193,163,29,33,26
CaT2T07g01786,13,8,12,10,30,10,27,24,26,10,9,21,3,0,2
CaT2T07g01781,616,386,316,450,600,397,395,442,433,320,305,334,77,112,86
CaT2T07g01780,182,79,98,131,237,169,124,126,122,140,95,102,21,31,11
CaT2T07g01783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g01782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03805,26,10,19,14,31,27,27,21,28,18,17,29,0,1,0
CaT2T06g03804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03807,31,0,16,12,24,20,26,41,20,21,14,34,0,0,0
CaT2T06g03806,3,0,2,1,3,6,6,2,4,1,1,3,2,1,2
CaT2T06g03809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03808,14,10,16,6,23,11,15,9,13,2,15,19,3,6,3
CaT2T01g02842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g02129,7,5,12,8,21,5,8,17,17,10,0,0,0,0,0
CaT2T04g02128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g02123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g02122,26,13,16,13,24,21,18,14,27,26,28,12,0,7,0
CaT2T04g02121,337,172,195,209,363,255,289,229,269,239,226,184,44,65,44
CaT2T04g02120,59,67,34,93,60,44,39,69,37,20,18,17,6,7,9
CaT2T04g02127,227,101,130,124,248,197,163,135,157,186,126,180,39,27,29
CaT2T04g02126,0,0,0,1,1,0,3,0,0,8,1,0,0,0,0
CaT2T04g02125,3,0,0,1,3,0,6,0,2,0,0,0,0,0,0
CaT2T04g02124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g01413,142,57,56,74,160,159,103,69,69,156,81,153,12,15,9
CaT2T05g01412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g01411,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g01410,538,183,192,304,626,438,506,428,375,392,372,365,29,51,21
CaT2T05g01417,139,31,62,77,164,108,143,105,97,76,90,71,13,9,15
CaT2T05g01416,456,220,280,298,567,403,349,327,263,373,280,326,44,50,48
CaT2T05g01415,613,222,245,253,745,529,431,398,392,389,393,318,50,55,55
CaT2T05g01414,139,33,30,35,147,100,63,39,48,74,64,89,12,13,21
CaT2T05g01419,15,12,10,0,22,14,0,14,21,17,0,29,0,0,0
CaT2T05g01418,657,448,423,597,811,581,517,644,574,422,472,384,156,214,150
CaT2T06g00442,774,135,237,202,1012,733,547,453,618,584,502,564,14,19,9
CaT2T03g04078,0,3,0,0,4,17,0,0,3,0,3,3,0,0,3
CaT2T03g04079,80,25,9,16,83,71,31,27,28,63,58,30,7,0,0
CaT2T03g04074,84,85,99,114,59,68,170,256,204,39,45,43,0,0,3
CaT2T03g04075,127,106,162,113,135,115,148,132,162,79,101,109,38,34,28
CaT2T03g04076,0,73,112,101,284,0,182,205,208,0,147,0,0,57,0
CaT2T03g04077,403,421,501,554,467,342,402,567,460,299,273,254,124,146,81
CaT2T03g04070,25,13,31,28,46,24,44,40,33,26,16,15,0,13,0
CaT2T03g04071,0,0,3,0,4,0,0,0,3,0,0,0,2,0,3
CaT2T03g04072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g04073,249,164,205,218,297,259,295,294,253,176,157,158,38,17,29
CaT2T08g00418,244,81,90,92,297,221,146,188,174,151,166,91,13,11,8
CaT2T04g00189,22,33,40,19,16,23,24,34,64,17,8,9,6,5,3
CaT2T04g00188,8435,11096,10500,9190,8977,6675,7583,12439,10678,5789,5722,5405,1314,1273,1175
CaT2T04g00187,833,288,334,484,877,624,735,666,526,601,548,511,79,90,70
CaT2T04g00186,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
CaT2T04g00185,84,67,33,52,140,55,56,37,44,34,50,63,0,0,3
CaT2T04g00184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00183,1200,126,125,127,1297,954,321,313,244,702,664,620,0,9,0
CaT2T04g00182,495,385,349,443,594,436,289,400,316,324,388,389,54,49,56
CaT2T04g00181,81,26,21,18,74,51,50,29,57,33,39,34,8,16,0
CaT2T04g00180,688,851,840,861,696,480,533,901,710,457,457,480,155,167,139
CaT2T10g02923,0,8,8,9,0,0,0,11,3,0,0,0,0,0,0
CaT2T03g01107,258,211,269,239,222,134,391,391,325,189,141,141,49,54,38
CaT2T03g01106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g01105,445,164,269,211,567,353,276,255,404,306,223,228,22,32,12
CaT2T01g05076,31,5,7,4,21,39,11,5,16,24,29,14,7,4,5
CaT2T03g01103,329,124,167,175,388,166,194,280,259,341,270,260,24,9,19
CaT2T03g01102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g00358,454,143,190,216,355,339,285,252,244,282,224,210,27,31,34
CaT2T02g00359,51,24,40,29,69,62,29,40,60,26,37,25,0,0,0
CaT2T02g00354,78,19,13,29,69,44,32,14,9,26,40,54,6,0,8
CaT2T02g00355,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CaT2T02g00356,110,40,87,98,115,73,99,125,92,64,70,104,0,0,15
CaT2T02g00357,252,101,193,158,266,186,280,243,303,196,219,191,24,28,34
CaT2T02g00350,46,2,8,7,44,35,14,18,18,26,48,42,0,0,0
CaT2T02g00351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g00352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g00353,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0
CaT2T09g01141,0,5,3,0,0,4,0,0,5,0,0,0,2,0,0
CaT2T09g01140,165,26,36,64,151,121,97,107,71,82,101,63,12,15,10
CaT2T09g01143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g01142,154,92,91,136,150,130,132,127,103,78,117,89,13,13,19
CaT2T09g01145,197,106,89,100,194,153,146,149,95,156,125,94,8,16,16
CaT2T09g01144,170,55,59,77,233,124,120,105,97,118,100,140,0,0,0
CaT2T09g01147,373,134,149,187,377,268,231,194,173,304,216,209,21,22,24
CaT2T09g01146,96,49,42,60,123,110,66,87,49,80,52,57,11,5,11
CaT2T09g01149,245,124,115,140,292,178,136,137,87,112,136,130,22,39,31
CaT2T09g01148,233,98,107,124,256,151,172,152,100,142,151,155,13,10,17
CaT2T05g03109,230,58,55,66,270,121,135,99,110,107,129,128,19,29,13
CaT2T05g03108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g03103,27,28,24,25,34,27,30,19,18,24,13,32,5,8,6
CaT2T05g03102,920,566,549,643,1062,674,776,856,657,651,591,617,72,93,77
CaT2T05g03101,54,25,37,29,64,34,63,46,45,30,28,16,12,25,5
CaT2T05g03100,426,126,123,198,430,331,221,203,209,241,245,196,27,35,26
CaT2T05g03107,546,190,157,181,561,422,385,326,319,321,324,373,56,58,58
CaT2T05g03106,363,63,48,84,415,298,152,113,114,189,200,200,16,24,25
CaT2T05g03105,7,17,13,17,11,17,27,17,45,10,15,12,0,0,0
CaT2T05g03104,0,0,0,0,5,0,0,0,3,2,7,0,0,0,0
CaT2T09g00438,1659,766,287,808,1804,1561,1505,1256,886,2406,2055,1907,43,98,63
CaT2T09g00439,7,12,17,19,8,18,43,22,37,0,8,0,0,0,0
CaT2T09g00432,2129,1118,1268,1085,2222,1706,1116,1527,1252,1291,1251,1203,67,74,68
CaT2T09g00433,1701,673,755,800,1921,1390,1095,1181,1246,1235,1119,1080,134,142,118
CaT2T09g00430,11,0,9,0,13,17,0,0,15,11,7,0,3,0,0
CaT2T09g00431,7,23,14,33,31,7,12,21,24,20,15,18,5,7,11
CaT2T09g00436,1123,346,327,553,1225,963,812,668,586,788,805,688,65,60,58
CaT2T09g00437,2506,1009,380,1054,2941,2168,2067,1721,1091,3688,3412,3002,58,99,64
CaT2T09g00434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g00435,105,26,46,31,98,63,42,60,37,64,36,48,7,11,7
CaT2T03g02708,149,79,65,81,132,82,84,86,65,98,75,51,17,13,14
CaT2T03g02709,14,0,19,6,21,0,5,0,10,16,0,6,0,3,3
CaT2T03g02704,113,18,37,58,111,55,109,90,58,62,55,41,5,7,5
CaT2T03g02705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g02706,21,0,0,11,26,0,0,0,0,5,5,0,0,0,0
CaT2T03g02707,28,0,0,5,18,11,6,0,0,15,16,15,0,0,0
CaT2T03g02700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g02701,54,28,29,46,53,41,54,57,39,28,29,16,6,0,7
CaT2T03g02702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g02703,21,11,17,24,33,14,25,25,26,17,24,11,0,0,0
CaT2T07g03039,103,24,25,27,72,49,63,57,34,38,35,34,13,15,23
CaT2T07g03038,15,16,9,9,35,33,19,23,22,25,20,22,4,2,2
CaT2T01g00399,55,32,46,108,69,50,23,41,16,11,14,18,27,19,39
CaT2T01g00398,71,41,57,114,76,64,38,70,24,13,6,14,31,23,39
CaT2T01g00397,236,78,105,127,257,152,135,134,201,161,148,146,25,34,25
CaT2T08g01310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g01313,0,325,267,237,0,0,115,332,336,0,0,0,0,0,0
CaT2T08g01312,0,2,3,2,3,3,2,0,6,0,0,0,0,0,0
CaT2T08g01315,1448,514,607,584,1560,1182,1388,1463,1212,1221,1207,976,83,100,91
CaT2T01g00392,29,16,22,33,7,15,30,24,20,26,18,18,12,18,10
CaT2T07g03037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g00390,30,11,0,10,24,25,18,15,15,14,6,10,0,0,0
CaT2T10g02736,0,8,8,9,5,0,10,10,9,0,3,0,0,0,0
CaT2T03g00708,494,205,246,277,549,311,267,258,247,277,241,256,69,79,57
CaT2T03g00709,290,116,127,166,386,277,328,288,204,225,235,265,32,37,33
CaT2T08g02569,911,112,150,137,1138,784,1705,1353,1345,2447,2390,2234,56,78,67
CaT2T08g02568,1303,225,403,370,1461,945,754,718,483,962,857,926,124,146,104
CaT2T03g00702,0,0,0,0,3,0,0,0,2,3,0,0,0,0,0
CaT2T03g00703,1423,338,447,513,1705,1152,973,1001,1100,976,938,938,75,106,84
CaT2T08g02565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g02564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g02563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g00707,498,154,178,143,524,346,222,234,292,263,237,285,73,95,85
CaT2T08g02561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g02560,42,59,80,91,30,41,37,79,46,0,0,9,0,0,0
CaT2T03g05064,976,172,239,257,1032,767,391,401,432,522,500,541,97,90,94
CaT2T03g05065,6,0,0,0,11,7,0,0,0,0,0,0,0,0,0
CaT2T03g05066,0,0,0,5,0,0,0,0,0,0,0,9,3,5,11
CaT2T03g05067,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g05060,364,101,115,96,436,319,184,179,253,332,313,304,2,0,3
CaT2T03g05061,932708,557407,234257,511185,1021252,794410,767545,723210,566681,1088349,1020476,892157,17013,21894,15095
CaT2T03g05062,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g05063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g05413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g05412,4,0,0,0,2,3,3,0,0,0,0,4,0,0,0
CaT2T01g05411,12781,59,86,121,13570,9170,4283,2522,2570,11168,10504,10115,75,101,88
CaT2T01g05410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g05417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g05069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g05415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g05414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g03165,63,22,19,26,81,31,50,38,45,23,27,34,3,2,3
CaT2T09g03164,0,0,2,8,0,0,6,0,0,0,0,0,0,0,0
CaT2T09g03167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g03166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g03161,121,34,29,39,124,64,80,84,71,82,64,65,7,0,7
CaT2T09g03160,141,66,70,109,145,101,93,105,90,111,129,90,0,5,9
CaT2T09g03163,51,21,25,27,76,49,45,49,31,34,49,36,0,10,0
CaT2T09g03162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g03169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g03168,2,0,0,0,0,2,6,0,0,0,0,0,0,0,1
CaT2T07g02788,135,94,95,100,170,106,122,147,173,133,84,102,0,11,6
CaT2T07g02789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g02780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g02781,81,32,43,49,72,65,40,37,38,57,40,43,10,18,8
CaT2T07g02782,50,17,8,16,48,22,11,27,15,17,24,15,0,0,0
CaT2T07g02783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g02784,649,185,251,210,768,541,438,483,529,494,419,529,75,97,56
CaT2T07g02785,4510,3036,3776,3621,5069,3393,4497,5046,4928,3135,3115,3069,656,794,642
CaT2T07g02786,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0
CaT2T07g02787,90,26,38,47,161,101,91,104,72,107,70,91,6,8,6
CaT2T08g02162,8,11,7,17,17,11,6,14,4,11,28,18,0,0,2
CaT2T05g01145,162,82,105,106,173,149,92,111,85,105,118,89,27,42,33
CaT2T08g03218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g01144,18,7,11,7,10,20,11,24,20,9,12,19,0,0,0
CaT2T08g03216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g03217,309,50,101,122,397,316,313,193,189,233,220,224,21,46,33
CaT2T08g03214,138,52,43,61,136,73,76,76,65,43,63,55,26,12,17
CaT2T08g03215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g03212,26,27,16,31,16,13,13,18,12,12,24,15,0,6,0
CaT2T08g03213,159,81,117,162,163,113,73,74,66,76,83,53,76,62,65
CaT2T08g03210,4,0,19,6,15,0,11,11,17,16,0,0,0,4,0
CaT2T08g03211,306,94,69,112,351,185,136,138,139,151,159,139,23,26,16
CaT2T12g01615,2227,746,809,1370,2540,1720,1381,1150,974,1270,1202,1070,164,249,156
CaT2T12g01614,138,107,107,131,137,114,141,166,127,96,81,123,15,11,15
CaT2T12g01617,140,84,120,115,180,136,159,142,121,80,96,91,35,46,39
CaT2T12g01616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g01611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g01610,64,41,36,64,131,67,89,87,113,67,76,48,8,8,11
CaT2T12g01613,147,112,70,91,186,109,119,172,138,168,174,110,3,0,8
CaT2T12g01612,239,169,198,153,371,215,204,246,233,197,174,225,29,56,32
CaT2T11g00923,167,56,59,62,181,115,118,85,71,102,124,149,17,19,8
CaT2T12g01619,57,20,42,36,80,43,59,55,53,29,57,55,13,16,10
CaT2T12g01618,75,18,27,59,54,51,51,55,39,32,33,51,12,23,13
CaT2T11g00922,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
CaT2T11g00921,623,207,268,212,680,420,342,295,283,422,439,323,22,32,10
CaT2T11g00920,829,272,338,371,939,727,520,547,405,542,478,458,35,57,50
CaT2T08g00543,9,3,0,0,21,8,0,4,8,19,12,3,0,0,0
CaT2T08g00542,151,35,36,31,142,97,96,61,61,110,103,119,0,7,0
CaT2T08g00541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g02467,19,24,17,19,7,11,11,4,13,4,8,21,0,0,0
CaT2T02g02460,16663,9686,11728,9860,19148,12160,23297,22148,18137,13374,12617,12153,347,368,355
CaT2T02g02461,7947,9402,9545,9685,8492,6050,7909,11117,9121,5597,5468,4894,1888,2067,1670
CaT2T02g02462,13,4,0,0,11,12,4,6,8,0,0,6,4,6,5
