Unnamed: 0	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CaT2T03g00182	105.005906977945	-1.68691574451171	0.366110807900254	-4.60766442320193	4.07217165816228e-06	5.2433662181556e-05
CaT2T12g01630	48.5604977273127	-1.07081620791125	0.397289285439238	-2.69530603305188	0.0070324008590698	0.0316843645948299
CaT2T08g00527	1361.5432293	-1.42307451419867	0.291848744891825	-4.87606864551064	1.08220961735312e-06	1.62709064682214e-05
CaT2T03g05090	44.4187364915702	-1.24985523864901	0.37082608433117	-3.37046203452293	0.0007504224564708	0.0049951810755314
CaT2T01g06029	8972.96509931728	-1.43513059890351	0.34437689103241	-4.16732549794827	3.08194274323426e-05	0.0003127260224122
CaT2T06g02391	697.910807458922	-1.57898575167812	0.330298998753602	-4.78047392706756	1.74882439234837e-06	2.49957376336782e-05
CaT2T01g00027	718.562718434699	-1.16454306123072	0.224162542773298	-5.19508320535274	2.04628297920343e-07	3.681225571345e-06
CaT2T01g00022	719.951253806732	-1.15796925833778	0.22455264752362	-5.15678292421815	2.51228767496064e-07	4.40735591517921e-06
CaT2T01g04446	295.790863743495	-1.20481455036968	0.246869189953696	-4.88037632640858	1.05883597003891e-06	1.59961140158686e-05
CaT2T04g01525	30.3994251147875	-1.05905575783821	0.389880296720158	-2.71636132101941	0.0066003840549005	0.0301922280460573
CaT2T03g02483	48.0092506300067	-1.31079403923633	0.384072584594442	-3.41288103294447	0.0006427999652337	0.004369259017245
CaT2T08g00290	205.467243600732	-1.42861484293588	0.244118044088999	-5.85214767006346	4.8526546550478205e-09	1.28526232587818e-07
CaT2T03g01685	27.7819341149749	-2.5902705294498	0.497872407547639	-5.20267942183952	1.964355560887e-07	3.54466857391519e-06
CaT2T10g00252	1412.47851922565	-2.49897851608104	0.370763210989513	-6.7400929812093	1.58285305361532e-11	7.33928662602839e-10
CaT2T01g03309	97.8956257684567	-1.25990080466967	0.408401728222156	-3.08495463560899	0.0020358320207269	0.0114867481565515
CaT2T01g03302	75.035394107596	-2.14659663719141	0.497954535210591	-4.31082857049105	1.62643962112199e-05	0.0001796915718995
CaT2T06g00877	80.9125267346424	-1.08673214248426	0.369851385424569	-2.93829409679446	0.0033002379493089	0.0171073954262004
CaT2T06g00879	64.6045816309526	-1.0002748259438	0.334567053848222	-2.98975889717337	0.0027919773003671	0.0149089953678458
CaT2T02g00939	34.8527545182669	-1.07480988820007	0.362610411528168	-2.96408998205663	0.003035795027399	0.0159947375347542
CaT2T04g02409	510.884101036933	-1.05394517102941	0.275146920292107	-3.83048143846388	0.0001278927811268	0.001089895741142
CaT2T06g01831	1599.13269032273	-1.16248656040229	0.243204601848265	-4.77987074079942	1.75407932158294e-06	2.50464464317503e-05
CaT2T12g03686	29.5364428159686	-1.09147856938888	0.396126934702366	-2.75537579944916	0.0058624757424571	0.0274203061864567
CaT2T11g00129	38.1606610019989	-1.31409168350299	0.420601518283162	-3.12431512103649	0.001782194793012	0.0103193225871358
CaT2T11g00128	204.379758812183	-1.23536395596819	0.245933595432759	-5.0231606373028	5.08279974049656e-07	8.2606016757693e-06
CaT2T05g01829	29.7834290573184	-1.48650648448794	0.393805876806286	-3.7747188958766	0.0001601881953475	0.0013211412973905
CaT2T04g00822	139.947172467682	-1.04642895465679	0.300115084019361	-3.48675894807501	0.0004889118141222	0.0034785002449791
CaT2T04g00823	506.800850469916	-1.62929575110582	0.263786584073033	-6.17656791315331	6.55100375263828e-10	2.11572271104402e-08
CaT2T06g01486	134.291161265395	-1.15580588785574	0.246972151594444	-4.67990370733662	2.87009684451879e-06	3.87638615101445e-05
CaT2T06g01484	53.7015042461034	-1.30974868661083	0.34344419174624	-3.81357064142334	0.0001369733499485	0.0011572315639363
CaT2T04g01888	43.6313670406764	-1.70122925810485	0.365521000355918	-4.65425859649191	3.25148525439594e-06	4.33515007578557e-05
CaT2T11g01999	204.400341662679	-1.37557945612662	0.370004868043054	-3.71773340010909	0.0002010182406684	0.0016230293599853
CaT2T04g01310	117.54302947915	-1.42142074639765	0.359602636951956	-3.95275395766234	7.72568649830252e-05	0.0007031528989129
CaT2T07g00174	1078.09806782966	-2.28037506150775	0.406115867258529	-5.61508486950126	1.96465790970182e-08	4.53694727226043e-07
CaT2T07g00176	152.492873935606	-1.91412011261916	0.507390669209884	-3.77247795194944	0.0001616342534977	0.001330582815606
CaT2T08g02247	3750.10983647628	-1.40528752465517	0.341095616386445	-4.11992255879081	3.78999760270241e-05	0.0003761466160075
CaT2T03g02692	160.991845365274	-1.34681316757952	0.26204049485239	-5.13971387643042	2.75157136780693e-07	4.76094611005654e-06
CaT2T03g00690	134.104959360944	-1.29365457261474	0.239763950809932	-5.39553410028791	6.83200150789067e-08	1.38536022787345e-06
CaT2T01g00371	147.191133245915	-1.23279557983504	0.259662135060536	-4.74769099294218	2.0575206376303e-06	2.88020281968122e-05
CaT2T03g00345	201.933224187658	-1.21574145959898	0.240300008734388	-5.0592651494357	4.20875287126176e-07	6.94876899287012e-06
CaT2T01g03408	31.9107518184856	-1.31182847054747	0.385933536818004	-3.39910462657226	0.0006760684858017	0.004570771477296
CaT2T09g02436	127.700844210412	-1.12480468518026	0.382648902272707	-2.93952152612902	0.0032871943589344	0.0170447829600635
CaT2T06g00443	254.283629423032	-1.19201792605476	0.275275096209903	-4.33027884638651	1.48920642212708e-05	0.0001672786473668
CaT2T06g00449	447.997462444589	-1.11431362017159	0.272813654503197	-4.08452290337446	4.4167470127607e-05	0.0004296599819792
CaT2T08g01773	113.56987804096	-1.02185235585757	0.330540956730803	-3.09145458391646	0.001991784488752	0.0113068331549784
CaT2T12g02122	140.553082496862	-1.29717897860069	0.234254021495106	-5.53748862163201	3.06839621999592e-08	6.75888873097855e-07
CaT2T04g01255	32.3171024719453	-2.46952303213147	0.462932295984899	-5.33452311180299	9.57959864856695e-08	1.86791600138614e-06
CaT2T06g00166	75.1465089395598	-1.29654448359366	0.3706209414321	-3.49830335701954	0.0004682282283685	0.0033529468513816
CaT2T06g00164	61.9821283147069	-2.56000534807613	0.460672498969178	-5.55710478442824	2.74286115436822e-08	6.11810418599356e-07
CaT2T03g00813	14172.026318991	-1.78916566093221	0.300485012580586	-5.95425923431832	2.6125241822105103e-09	7.45603428157203e-08
CaT2T03g00810	486.315543644077	-1.47298654370918	0.198798409740101	-7.40944832322794	1.26825882752057e-13	8.96202417879138e-12
CaT2T04g02795	15.4339345375922	-2.29651941492009	0.605965609127144	-3.78985107459825	0.000150737630299	0.0012549156347138
CaT2T10g02454	13.5293814648464	-1.5042662575874	0.546439426675136	-2.75285088182646	0.005907879913161	0.0275815556410949
CaT2T02g03270	48.6870472510676	-1.38681379003701	0.358125342566013	-3.8724257269824	0.0001077575185857	0.0009386806328086
CaT2T12g01375	23.4494388956856	-1.29319549454373	0.467125769111129	-2.76840966621149	0.0056330599113593	0.0265723995711813
CaT2T09g02579	18.657542623926	-2.61302273358742	0.54306139753015	-4.81165250461823	1.49687449588968e-06	2.17128077479119e-05
CaT2T09g02578	32.893410972879	-2.38387350395764	0.453067832371668	-5.26162603837666	1.42786956359774e-07	2.66928504873203e-06
CaT2T09g02575	23.5698643415011	-1.1921879920563	0.444824447195871	-2.68013145314232	0.0073593253638172	0.0328307681508068
CaT2T03g00043	537.98529573279	-1.35727743939823	0.310257826120832	-4.37467591508758	1.21613017995214e-05	0.0001395981530801
CaT2T09g02573	380.529463822149	-1.44082010919742	0.271495133404517	-5.30698319019463	1.11454451807402e-07	2.14016776698865e-06
CaT2T09g02572	165.643487774385	-1.1881289756417	0.239310826460487	-4.96479408480864	6.87739997608799e-07	1.08285336878405e-05
CaT2T05g02019	45.009324843733	-1.00241131869333	0.367329698112116	-2.7289144434692	0.0063543187550017	0.0292636587919343
CaT2T07g00841	3523.21775014148	-1.54153507322022	0.331469180087325	-4.65061358891376	3.3094890401676e-06	4.39611371368465e-05
CaT2T03g02409	261.689275884981	-1.20827748429299	0.365347962352489	-3.3071964505094	0.0009423478069158	0.0060536423116276
CaT2T01g04060	429.152035812776	-1.24407211009407	0.355759652627492	-3.49694548245106	0.0004706179984439	0.0033686943113901
CaT2T10g00431	46.8523995094265	-3.29645556603739	0.555655431710861	-5.93255348172808	2.9825918743779402e-09	8.41700767615984e-08
CaT2T01g01602	33.7221051263049	-1.0338703531519	0.389743024346147	-2.65269751751523	0.0079851393488213	0.0350560317436076
CaT2T02g04041	909.158431697172	-1.49541654086773	0.282159133054559	-5.29990479017589	1.15863084758428e-07	2.21519183478614e-06
