""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"significant"	"up"	"down"
"CaT2T07g02675"	57.8248646811542	2.27550949158521	0.336520611648453	6.76187256536406	1.36219497723241e-11	4.54188715841978e-11	"Yes"	"Yes"	"No"
"CaT2T02g03299"	14920.5203846007	-0.220805804052459	0.032658023441409	-6.76115027134456	1.36900437932825e-11	4.56376232883583e-11	"Yes"	"No"	"No"
"CaT2T12g02558"	159.475151449456	-1.29545244839417	0.191610206073848	-6.76087393745032	1.37161831522521e-11	4.57164593716337e-11	"Yes"	"No"	"Yes"
"CaT2T10g00245"	316.934763257885	-1.07203350928035	0.158579631919148	-6.76022195477744	1.37780502807435e-11	4.59143269613374e-11	"Yes"	"No"	"Yes"
"CaT2T07g03047"	217.235621994271	-1.02428592596349	0.151523168532242	-6.75992942785866	1.38058971253381e-11	4.59987732320895e-11	"Yes"	"No"	"Yes"
"CaT2T12g00672"	443.147349595804	-0.82373700960771	0.121857085148935	-6.75986142784337	1.38123782193512e-11	4.60120149212687e-11	"Yes"	"No"	"No"
"CaT2T10g03299"	183.996608939183	-1.12318038502828	0.166162553005744	-6.75952773179554	1.38442260678165e-11	4.6109738609104e-11	"Yes"	"No"	"Yes"
"CaT2T08g00570"	201.73919199432	-1.18680296304605	0.175581599270378	-6.7592673035088	1.38691312211258e-11	4.61843076131646e-11	"Yes"	"No"	"Yes"
"CaT2T05g01741"	53.6058812171932	-2.5719541548151	0.380708588974083	-6.75570299515933	1.42144336565975e-11	4.73255813108739e-11	"Yes"	"No"	"Yes"
"CaT2T01g00595"	125.022237170493	-1.41619672953561	0.209714748269637	-6.7529667856967	1.4485211124429e-11	4.8218362384638e-11	"Yes"	"No"	"Yes"
"CaT2T04g03082"	96.6777119658239	-1.63260549758581	0.241763073201753	-6.75291505838607	1.44903784478191e-11	4.82268171187161e-11	"Yes"	"No"	"Yes"
"CaT2T09g01550"	1409.40863240026	-0.442867331471834	0.0655864588808165	-6.75242022559277	1.45399013241998e-11	4.83828659908789e-11	"Yes"	"No"	"No"
"CaT2T07g02430"	168.828329079873	-1.15368541642992	0.170888001847354	-6.7511200549963	1.46708137211529e-11	4.88096403573976e-11	"Yes"	"No"	"Yes"
"CaT2T01g00711"	317.701179974152	-0.881878878583705	0.130671105635971	-6.74884378066318	1.490279379524e-11	4.95724501833329e-11	"Yes"	"No"	"No"
"CaT2T10g02758"	501.904172700791	-0.708274728276509	0.104958659859263	-6.74813044703717	1.49762276815492e-11	4.98076932587127e-11	"Yes"	"No"	"No"
"CaT2T10g00188"	295.070337053604	-0.921884414232319	0.136636175532686	-6.74700100934682	1.50932225871131e-11	5.01876993816052e-11	"Yes"	"No"	"No"
"CaT2T09g02346"	2610.27571341613	0.341617776663988	0.0506376608927309	6.74631826670784	1.5164379337261e-11	5.04151752826346e-11	"Yes"	"No"	"No"
"CaT2T08g00810"	2040.09643233706	0.420752245331388	0.0624176394361548	6.74091889940444	1.57388044705908e-11	5.23154212346421e-11	"Yes"	"No"	"No"
"CaT2T02g02815"	191.284103862984	-1.11017549839089	0.164703538690625	-6.74044715260316	1.57899928975987e-11	5.24760672886881e-11	"Yes"	"No"	"Yes"
"CaT2T01g03745"	844.267785213344	0.603556387591499	0.0895517546009574	6.73974943630023	1.58659998985177e-11	5.27191216758312e-11	"Yes"	"No"	"No"
"CaT2T03g01920"	801.216681091755	0.568098645992216	0.084338971985022	6.73589720886219	1.62921438436561e-11	5.41253032127254e-11	"Yes"	"No"	"No"
"CaT2T01g04926"	87.6013451275734	-1.78107659043104	0.264453675394134	-6.7349284814309	1.64010586959607e-11	5.44772769388994e-11	"Yes"	"No"	"Yes"
"CaT2T07g02811"	363.4930406017	-0.834757699149216	0.123949803462922	-6.73464318480283	1.64332705320376e-11	5.4574394900588e-11	"Yes"	"No"	"No"
"CaT2T01g00022"	555.522955935333	-0.651632883859165	0.0967643328641496	-6.73422597532928	1.64804877531304e-11	5.47213011412279e-11	"Yes"	"No"	"No"
"CaT2T08g02536"	82.8500680039765	1.74955271499566	0.259808704335396	6.73400346409142	1.65057245129401e-11	5.4795184198773e-11	"Yes"	"Yes"	"No"
"CaT2T04g01073"	140.2205347557	1.37427444465533	0.204098111495224	6.73340108140832	1.65742355553462e-11	5.50126751570307e-11	"Yes"	"Yes"	"No"
"CaT2T03g02771"	211.718453077828	-1.0909439686397	0.162041049400059	-6.73251606724847	1.66753966248364e-11	5.53384388083297e-11	"Yes"	"No"	"Yes"
"CaT2T05g00365"	153.066999021927	-1.38867164276355	0.206271407165369	-6.73225466314993	1.67053917759188e-11	5.54279584322108e-11	"Yes"	"No"	"Yes"
"CaT2T08g00777"	164.472000169052	-1.22901158498382	0.182577762827632	-6.73144180293253	1.67990024623745e-11	5.57284818718388e-11	"Yes"	"No"	"Yes"
"CaT2T07g03279"	720.982567925484	0.618052551635206	0.091817673979042	6.73130264415412	1.68150796939957e-11	5.57717361372048e-11	"Yes"	"No"	"No"
"CaT2T09g02404"	478.114669204523	-0.709035170953202	0.10535279921421	-6.73010281873527	1.69543238420288e-11	5.62234171852646e-11	"Yes"	"No"	"No"
"CaT2T09g00973"	446.039744765924	-0.729357672586672	0.108376411900286	-6.72985624637337	1.69830790198748e-11	5.63086010494586e-11	"Yes"	"No"	"No"
"CaT2T02g00026"	58.9392785126957	2.17015258233388	0.322479094165737	6.72959153506721	1.70140027115925e-11	5.64009427074734e-11	"Yes"	"Yes"	"No"
"CaT2T08g01410"	95.8536465286619	1.73741135437801	0.258184618205753	6.72933719464815	1.70437668091418e-11	5.64894076890209e-11	"Yes"	"Yes"	"No"
"CaT2T05g00145"	29.0339771191276	-3.20880100981093	0.47686312813678	-6.72897697573828	1.70860085610953e-11	5.66191888678288e-11	"Yes"	"No"	"Yes"
"CaT2T08g01735"	406.461475658067	0.740326493320197	0.110026184358492	6.72863916563747	1.71257156436811e-11	5.67405253862393e-11	"Yes"	"No"	"No"
"CaT2T03g00024"	82.9577822138589	1.75402352895432	0.260691070272314	6.72836061136308	1.71585256052002e-11	5.68346601419658e-11	"Yes"	"Yes"	"No"
"CaT2T07g01506"	895.642715448244	-0.559050078541866	0.0830887902532202	-6.72834538615995	1.71603207031748e-11	5.68346601419658e-11	"Yes"	"No"	"No"
"CaT2T12g00933"	117.751128766852	1.70055973203266	0.252754810607061	6.72810035919113	1.71892354392549e-11	5.69201545169626e-11	"Yes"	"Yes"	"No"
"CaT2T12g01271"	436.99652385507	-0.836368507344108	0.124331569912884	-6.7269198637975	1.73292113523631e-11	5.73733178882801e-11	"Yes"	"No"	"No"
"CaT2T08g03063"	2332.78832306458	0.370649916676809	0.0551075106237614	6.72594193570761	1.7446012869839e-11	5.77496061723887e-11	"Yes"	"No"	"No"
"CaT2T07g00411"	93.5429982214682	-1.56518310397418	0.232717162656372	-6.72568832529691	1.74764291893801e-11	5.78398589561975e-11	"Yes"	"No"	"Yes"
"CaT2T02g02346"	80.1054611112801	1.80260194505755	0.268023091852799	6.72554716310622	1.74933817182465e-11	5.78855275713745e-11	"Yes"	"Yes"	"No"
"CaT2T11g01785"	372.149186390865	0.871802790552233	0.129675495405171	6.7229570847467	1.78073044691031e-11	5.89136758346048e-11	"Yes"	"No"	"No"
"CaT2T09g00378"	46.5487289209381	-2.33367261306081	0.347234565001103	-6.72073822216805	1.80806169068716e-11	5.9807122603285e-11	"Yes"	"No"	"Yes"
"CaT2T03g01942"	211.449829671119	-1.07742407091086	0.160317911440963	-6.72054707566237	1.8104352979048e-11	5.98748466541309e-11	"Yes"	"No"	"Yes"
"CaT2T04g01363"	128.699697639965	-1.35608209680833	0.201931963925364	-6.71553958297337	1.87371553181493e-11	6.19564917788921e-11	"Yes"	"No"	"Yes"
"CaT2T09g01097"	197.464260031132	1.11621717372849	0.16624879808819	6.71413680318078	1.89182759407875e-11	6.2544120117643e-11	"Yes"	"Yes"	"No"
"CaT2T01g02894"	198.844908067159	1.13693487507589	0.169338101641976	6.71399327175439	1.8936904463195e-11	6.25944320947136e-11	"Yes"	"Yes"	"No"
"CaT2T01g05344"	90.5502427137678	-3.76987707338566	0.561868934662244	-6.70953106822295	1.95250846274106e-11	6.45269946590064e-11	"Yes"	"No"	"Yes"
"CaT2T06g00166"	64.8328461312711	-2.13196282434722	0.317765065639136	-6.70924231415782	1.95637565990808e-11	6.46431597436776e-11	"Yes"	"No"	"Yes"
"CaT2T09g02927"	527.202875247882	-0.664260272280014	0.0990158740794968	-6.70862403079631	1.96468138296439e-11	6.49059157385014e-11	"Yes"	"No"	"No"
"CaT2T03g00396"	314.18261595326	-0.861032088833815	0.128349107246632	-6.70851638398449	1.96613098332642e-11	6.49421166078036e-11	"Yes"	"No"	"No"
"CaT2T02g02152"	129.568291016449	-1.58288553599116	0.235997141158707	-6.70722335117897	1.98362535352239e-11	6.55081744582645e-11	"Yes"	"No"	"Yes"
"CaT2T03g00037"	861.667732145034	-0.579890313670662	0.0864605469321264	-6.70699335415828	1.98675307449743e-11	6.55996630372374e-11	"Yes"	"No"	"No"
"CaT2T01g03712"	127.814698385941	-1.34326254656929	0.20031759264542	-6.70566438439075	2.0049204691743e-11	6.618761728722e-11	"Yes"	"No"	"Yes"
"CaT2T12g00074"	360.059718689326	0.831667898638223	0.12403653925052	6.70502340409932	2.01374089795727e-11	6.64650679791587e-11	"Yes"	"No"	"No"
"CaT2T06g01824"	881.333079568604	0.52583737429151	0.0784246519436114	6.70500105846304	2.01404907709115e-11	6.64650679791587e-11	"Yes"	"No"	"No"
"CaT2T05g00078"	58.4671545672521	-2.45988780239621	0.367156365245218	-6.69983700474127	2.0865214127805e-11	6.88443295552509e-11	"Yes"	"No"	"Yes"
"CaT2T06g00729"	1026.53469742639	-0.498987250044607	0.0744986507424467	-6.69793674209863	2.11382725581333e-11	6.97327449325191e-11	"Yes"	"No"	"No"
"CaT2T01g00282"	198.030216793989	1.1032649824445	0.164731434555199	6.69735551944588	2.12224879041944e-11	6.99979812185962e-11	"Yes"	"Yes"	"No"
"CaT2T01g04745"	24.2922655731076	-3.79296237193902	0.56643070522405	-6.69625134541166	2.13833812117863e-11	7.05159831373227e-11	"Yes"	"No"	"Yes"
"CaT2T01g00593"	181.675758901231	-1.18825718111124	0.177458745804249	-6.69596291648531	2.14256056003216e-11	7.06425347213764e-11	"Yes"	"No"	"Yes"
"CaT2T05g02925"	215.105148452084	-1.0385933579314	0.155118268067268	-6.6954935151868	2.14944979244795e-11	7.08569521199393e-11	"Yes"	"No"	"Yes"
"CaT2T11g00061"	1049.17678795463	0.581484831331471	0.0868633858490327	6.69424551723189	2.1678718591957e-11	7.14514059535593e-11	"Yes"	"No"	"No"
"CaT2T12g01895"	1747.53629582653	0.449419102535626	0.0671689304465541	6.69087775475636	2.2183592343805e-11	7.31023047523411e-11	"Yes"	"No"	"No"
"CaT2T03g04526"	7627.30061676162	-0.256391574952865	0.0383200778890495	-6.69078950453106	2.21969758546793e-11	7.31332780133976e-11	"Yes"	"No"	"No"
"CaT2T04g00620"	452.758860604115	0.777882841219498	0.116267512157122	6.69045743550682	2.22474063636302e-11	7.32862785004364e-11	"Yes"	"No"	"No"
"CaT2T01g04993"	1779.52281817631	0.418820293565749	0.06260670739409	6.68970324424511	2.23623605929166e-11	7.36517367096689e-11	"Yes"	"No"	"No"
"CaT2T06g00785"	460.233120061732	-0.716746774581415	0.107154015430594	-6.6889399496715	2.24792943811639e-11	7.40235824123184e-11	"Yes"	"No"	"No"
"CaT2T07g01787"	158.54327892086	-1.16427452439518	0.174124577829422	-6.68644564086608	2.28656025034232e-11	7.52821764933333e-11	"Yes"	"No"	"Yes"
"CaT2T09g02183"	64.345375282233	2.27459190628025	0.340598209263076	6.67822626314328	2.41851448615682e-11	7.96123267457109e-11	"Yes"	"Yes"	"No"
"CaT2T02g04046"	183.215082722896	-1.14881986425585	0.172060342998095	-6.67684281129539	2.44144563306994e-11	8.03527606150237e-11	"Yes"	"No"	"Yes"
"CaT2T08g02488"	176.920141993109	-1.13367887185447	0.169798924305182	-6.67659631233526	2.44555371083905e-11	8.04735359671044e-11	"Yes"	"No"	"Yes"
"CaT2T07g00414"	61.7814898070355	-2.267529866742	0.339696554364137	-6.67516298770379	2.46957548106313e-11	8.12494317169992e-11	"Yes"	"No"	"Yes"
"CaT2T05g01315"	58.7590610815141	2.10711301247817	0.315677668112455	6.67488779005916	2.47421400920419e-11	8.13874518619047e-11	"Yes"	"Yes"	"No"
"CaT2T01g03649"	27.7267671375028	-3.29337236102574	0.493507765459731	-6.67339521589447	2.49952069364501e-11	8.22051645437273e-11	"Yes"	"No"	"Yes"
"CaT2T02g03480"	635.549435378535	0.63149531228605	0.0946334199159614	6.6730686986357	2.50509049847716e-11	8.23735867064642e-11	"Yes"	"No"	"No"
"CaT2T09g02594"	83.536928210021	1.66744930575232	0.249966555127295	6.67068962447065	2.54604167599232e-11	8.37051674061241e-11	"Yes"	"Yes"	"No"
"CaT2T08g03193"	460.128025309834	0.847847412685382	0.127102341795113	6.6705884463726	2.5477977122632e-11	8.3747899370686e-11	"Yes"	"No"	"No"
"CaT2T12g02484"	86.1083652257227	-1.60284371025232	0.240307693538274	-6.66996418904514	2.5586585091214e-11	8.40898423185736e-11	"Yes"	"No"	"Yes"
"CaT2T07g02821"	71.6487383983148	1.89229011729412	0.283853515599795	6.6664318505819	2.62097305983278e-11	8.61223782907818e-11	"Yes"	"Yes"	"No"
"CaT2T04g02917"	36.9999520522774	-2.82995675625461	0.42451485458018	-6.66633152108014	2.62276451244479e-11	8.61658181956758e-11	"Yes"	"No"	"Yes"
"CaT2T07g03378"	476.059183931258	0.723734971592136	0.10858633180305	6.66506511063309	2.64548045589403e-11	8.68965529132693e-11	"Yes"	"No"	"No"
"CaT2T03g00890"	632.584834976458	0.603849723484411	0.0906284685383123	6.66291434935966	2.68450127536538e-11	8.81624993904662e-11	"Yes"	"No"	"No"
"CaT2T08g02105"	1515.66776104745	0.410412319495712	0.0616076724392976	6.6617079212024	2.70663531166176e-11	8.8873508310468e-11	"Yes"	"No"	"No"
"CaT2T04g02748"	149.395791266348	1.30027817217965	0.195247168496839	6.65965187710622	2.74476936776574e-11	9.01095363000182e-11	"Yes"	"Yes"	"No"
"CaT2T02g03889"	711.103618547967	0.562914142563468	0.0845725169116729	6.65599373318134	2.81392243894827e-11	9.23632803413726e-11	"Yes"	"No"	"No"
"CaT2T04g02768"	101.346319453789	1.55223250909971	0.233270655637716	6.65421248487605	2.84820943337626e-11	9.34719902549996e-11	"Yes"	"Yes"	"No"
"CaT2T09g01392"	71.3866077096008	2.01652058666876	0.303088420937025	6.65324191677962	2.86706352258855e-11	9.40739201950534e-11	"Yes"	"Yes"	"No"
"CaT2T05g00674"	62.3684898981457	-1.99994640410444	0.300665294495991	-6.65173680074042	2.89654350340797e-11	9.50242287847244e-11	"Yes"	"No"	"Yes"
"CaT2T03g00442"	425.304317034058	0.746924372373752	0.112298326277231	6.65125115515807	2.90611876495534e-11	9.53213186754027e-11	"Yes"	"No"	"No"
"CaT2T08g01637"	67.8289494142145	2.03536431330962	0.30605632753967	6.65029319822116	2.92509729983227e-11	9.59266766811173e-11	"Yes"	"Yes"	"No"
"CaT2T02g00159"	185.118170637852	-1.24027103543699	0.186519948244295	-6.64953559719278	2.94019234530841e-11	9.64044846340405e-11	"Yes"	"No"	"Yes"
"CaT2T08g01392"	250.719894339431	1.03948747164417	0.15634294754717	6.64876470574755	2.95563045579292e-11	9.68933684873709e-11	"Yes"	"Yes"	"No"
"CaT2T02g02134"	476.656410660888	0.700017077480261	0.105337579446845	6.64546386157941	3.02263620128124e-11	9.90722990616379e-11	"Yes"	"No"	"No"
"CaT2T04g02465"	259.577437674943	0.919207642196137	0.138330140862704	6.64502787652383	3.03159692834887e-11	9.93482621314828e-11	"Yes"	"No"	"No"
"CaT2T01g04050"	1735.44821840142	0.410589689448026	0.0617924995305857	6.64465254791635	3.03933181515941e-11	9.95839619194055e-11	"Yes"	"No"	"No"
"CaT2T01g00886"	542.048431703111	0.664603402191074	0.100029367966472	6.64408278990464	3.05111049194721e-11	9.99520490446031e-11	"Yes"	"No"	"No"
"CaT2T03g01943"	116.603869937458	-1.42108937314225	0.213924542987488	-6.64294686947334	3.07472699189964e-11	1.00707733647962e-10	"Yes"	"No"	"Yes"
"CaT2T03g01754"	37.7526785524557	2.98030201533986	0.448716644473891	6.64183522506546	3.09801195625822e-11	1.01452291627332e-10	"Yes"	"Yes"	"No"
"CaT2T02g03028"	625.947731598108	0.619729061064345	0.093336734881498	6.63971224032172	3.14296137709774e-11	1.02905915227665e-10	"Yes"	"No"	"No"
"CaT2T05g01329"	281.142594939259	-0.945694371732916	0.142467778952111	-6.63795265630416	3.18069982889185e-11	1.04122963009292e-10	"Yes"	"No"	"No"
"CaT2T07g02452"	438.088405924338	0.721565812885755	0.108713318781322	6.63732669533522	3.19423170209188e-11	1.04547294743039e-10	"Yes"	"No"	"No"
"CaT2T07g01935"	144.006362518532	1.30720295889125	0.196986704179115	6.6359958878374	3.22318827426566e-11	1.05476236003113e-10	"Yes"	"Yes"	"No"
"CaT2T09g01607"	44.2250953090745	2.54314022304195	0.383307514169579	6.63472572029161	3.25106493707199e-11	1.06369513226304e-10	"Yes"	"Yes"	"No"
"CaT2T02g02763"	95.8160623997684	1.53136667949598	0.23083562356346	6.63401365809982	3.26679580621216e-11	1.06865152420289e-10	"Yes"	"Yes"	"No"
"CaT2T03g04740"	996.082957428573	-0.504942586416308	0.0761145586203145	-6.63398166617683	3.26750431725559e-11	1.06869283220289e-10	"Yes"	"No"	"No"
"CaT2T10g02174"	97.6197850228895	-1.61382771283508	0.243293876786056	-6.63324426473018	3.28387696833269e-11	1.073856436019e-10	"Yes"	"No"	"Yes"
"CaT2T09g01197"	315.494228671989	0.844685596638549	0.127350520010204	6.63276126843352	3.29464450716906e-11	1.07699376543345e-10	"Yes"	"No"	"No"
"CaT2T10g02046"	23.1028261168982	-4.17201931807199	0.628999992843069	-6.63278118528195	3.29419981440522e-11	1.07699376543345e-10	"Yes"	"No"	"Yes"
"CaT2T01g04601"	309.248135731813	0.90160922788498	0.135942792302915	6.63226944666521	3.30564429772073e-11	1.0803970990859e-10	"Yes"	"No"	"No"
"CaT2T01g00250"	702.73505223046	0.588788201497269	0.0888179995874241	6.6291540479666	3.37616103185005e-11	1.10324792130332e-10	"Yes"	"No"	"No"
"CaT2T03g01605"	262.816325727634	-0.951820892977046	0.143598518797582	-6.62834756895188	3.39465417072594e-11	1.10909357963109e-10	"Yes"	"No"	"No"
"CaT2T03g02540"	47.3451124294993	2.45535583917069	0.370446623304528	6.62809615395588	3.40043953846539e-11	1.11078604250814e-10	"Yes"	"Yes"	"No"
"CaT2T07g00200"	27.7052086322098	-3.28054075097676	0.495074367404257	-6.62635952690721	3.44066581363775e-11	1.12372635247902e-10	"Yes"	"No"	"Yes"
"CaT2T02g03560"	135.834208198934	1.40015312518378	0.211302224167493	6.62630566573646	3.44192084100887e-11	1.12393625754702e-10	"Yes"	"Yes"	"No"
"CaT2T03g00583"	473.568891348952	-0.687897190473242	0.103816346342244	-6.62609709077511	3.44678510598394e-11	1.12532445073524e-10	"Yes"	"No"	"No"
"CaT2T07g00791"	109.161746643285	-1.41026060597508	0.212841070216561	-6.62588571153195	3.45172163436968e-11	1.12673573890904e-10	"Yes"	"No"	"Yes"
"CaT2T02g03320"	90.7029895865206	-1.7119671164468	0.25840179516292	-6.6252137117214	3.46746145372994e-11	1.1316723859035e-10	"Yes"	"No"	"Yes"
"CaT2T01g03466"	288.254732757685	0.948996706295248	0.143267201205731	6.62396346343428	3.49693233344059e-11	1.14108787520537e-10	"Yes"	"No"	"No"
"CaT2T01g03954"	291.727976559714	-0.914220418025314	0.138046115685719	-6.62257256195941	3.53000676825262e-11	1.15167568843365e-10	"Yes"	"No"	"No"
"CaT2T02g03591"	108.349184582999	1.61188970106476	0.243406190618617	6.62222146843574	3.53840374000481e-11	1.15421007015796e-10	"Yes"	"Yes"	"No"
"CaT2T08g00683"	1050.13391966632	0.482263784875443	0.0728519137341663	6.61978196805103	3.59729052334631e-11	1.17321015557963e-10	"Yes"	"No"	"No"
"CaT2T11g00151"	557.224716423546	-0.679048613536169	0.102612125727311	-6.6176254387393	3.65014454145072e-11	1.19023633075729e-10	"Yes"	"No"	"No"
"CaT2T06g01462"	208.844449261212	-0.996326381401644	0.150577537738332	-6.61669991664378	3.67306037224512e-11	1.19749597038294e-10	"Yes"	"No"	"No"
"CaT2T02g02822"	290.789221775894	0.91098542855971	0.137712467821318	6.61512674176831	3.71233545464193e-11	1.21008554910234e-10	"Yes"	"No"	"No"
"CaT2T06g03754"	119.42517151468	-1.45267739031488	0.219606600157754	-6.61490769982028	3.7178364349604e-11	1.21166349012248e-10	"Yes"	"No"	"Yes"
"CaT2T04g00541"	65.5909363504883	2.34005645114472	0.353781457933971	6.61441236861391	3.73030552502223e-11	1.21551141331055e-10	"Yes"	"Yes"	"No"
"CaT2T02g03624"	590.642043759001	-0.650826317079677	0.0984113462833806	-6.6133260204122	3.75779589357507e-11	1.22425175056035e-10	"Yes"	"No"	"No"
"CaT2T11g02071"	51.9148813099053	-2.14846171746002	0.324899531065311	-6.61269565522438	3.77383826190296e-11	1.22926000527469e-10	"Yes"	"No"	"Yes"
"CaT2T04g02631"	391.295139137779	-0.775555943187934	0.117302149875202	-6.61160894334032	3.80165183868365e-11	1.23810006208372e-10	"Yes"	"No"	"No"
"CaT2T07g03316"	640.350981944514	0.715665164385203	0.108264537857097	6.61033777588227	3.83444102912291e-11	1.24855712417156e-10	"Yes"	"No"	"No"
"CaT2T11g02125"	164.218007829455	1.18937045856083	0.179998891461671	6.60765435221634	3.90457003271693e-11	1.27116677812202e-10	"Yes"	"Yes"	"No"
"CaT2T08g01335"	1889.31060098204	-0.419750002508107	0.0635391427180177	-6.60616408331048	3.94405738750294e-11	1.28379452646952e-10	"Yes"	"No"	"No"
"CaT2T03g02116"	117.185142255266	-1.41905658491194	0.214970439409094	-6.60117078800514	4.07923278933157e-11	1.32755882709541e-10	"Yes"	"No"	"Yes"
"CaT2T06g00594"	117.612371143772	1.36512310546702	0.206870851861309	6.59891470056998	4.14178513099825e-11	1.34767711539573e-10	"Yes"	"Yes"	"No"
"CaT2T04g00138"	48.3134391623045	-2.22009313345587	0.336435131532996	-6.59887427136347	4.14291458872873e-11	1.34780569436576e-10	"Yes"	"No"	"Yes"
"CaT2T09g01079"	161.64741861077	-1.31578975010198	0.19941122432235	-6.59837355983028	4.15692780914055e-11	1.35212493242557e-10	"Yes"	"No"	"Yes"
"CaT2T09g03101"	1939.34010209916	0.373925771514152	0.0566770163717987	6.5974851086235	4.1819067916122e-11	1.36000884408295e-10	"Yes"	"No"	"No"
"CaT2T02g04211"	64.9664211706478	-1.89477372213004	0.287219821892265	-6.59694623319127	4.19712887208971e-11	1.36471745699214e-10	"Yes"	"No"	"Yes"
"CaT2T07g03084"	128.411497282249	1.41982037888511	0.215300097236703	6.59461095051967	4.26372454835308e-11	1.38612582509778e-10	"Yes"	"Yes"	"No"
"CaT2T07g00889"	1214.82924852499	0.461615898576545	0.0700039274439703	6.59414286357022	4.27719691201678e-11	1.39025941774514e-10	"Yes"	"No"	"No"
"CaT2T11g02431"	397.309290044797	-0.78326921118639	0.1188178433801	-6.59218505322217	4.3339989747806e-11	1.40847293169437e-10	"Yes"	"No"	"No"
"CaT2T11g00454"	265.177459440338	1.02021235139531	0.154763995845995	6.59205227817015	4.33787779689695e-11	1.40948392568673e-10	"Yes"	"Yes"	"No"
"CaT2T03g04605"	170.08732259849	1.3172215803149	0.199984818502194	6.58660787443945	4.49988647067431e-11	1.46186577290667e-10	"Yes"	"Yes"	"No"
"CaT2T05g00351"	122.28896756534	1.44230693970062	0.218998185784919	6.58593099541531	4.52043748355889e-11	1.4682822511188e-10	"Yes"	"Yes"	"No"
"CaT2T03g00437"	70.1699288539385	-1.76560792825607	0.268173380717441	-6.58382992201744	4.58481571083642e-11	1.48892944749473e-10	"Yes"	"No"	"Yes"
"CaT2T01g05490"	80.7306951054698	1.69878509105441	0.258057793863542	6.58296370600109	4.61161748883813e-11	1.49736845936005e-10	"Yes"	"Yes"	"No"
"CaT2T02g02826"	77.0379058773048	-1.79842990538965	0.273251404658254	-6.58159436596086	4.65429952891946e-11	1.5109598134651e-10	"Yes"	"No"	"Yes"
"CaT2T03g05064"	3422.95350254899	0.360161581048829	0.0547278601478785	6.58095493000543	4.67436275486049e-11	1.51720474563155e-10	"Yes"	"No"	"No"
"CaT2T05g01883"	855.636014285448	0.564912875485658	0.0858412115549332	6.58090519987767	4.6759266507572e-11	1.51744401829294e-10	"Yes"	"No"	"No"
"CaT2T01g03197"	152.819979936959	1.21354180581005	0.184419822587852	6.58032194577108	4.69430687735352e-11	1.52313952154541e-10	"Yes"	"Yes"	"No"
"CaT2T04g01385"	355.812491747061	0.760725309148212	0.115700570629875	6.57494863687204	4.86699658797472e-11	1.57889222998014e-10	"Yes"	"No"	"No"
"CaT2T12g03800"	66.6076418009889	-2.27356149635645	0.345959396450392	-6.57175818805216	4.97245710453566e-11	1.61281940543828e-10	"Yes"	"No"	"Yes"
"CaT2T07g00433"	166.083436681302	-1.17380087900185	0.17865317919311	-6.57027702671369	5.02217370027970e-11	1.62865721322675e-10	"Yes"	"No"	"Yes"
"CaT2T02g03206"	42400.1759124543	-0.283724392329731	0.0432325194673308	-6.56275405240101	5.28229352909203e-11	1.71270972843109e-10	"Yes"	"No"	"No"
"CaT2T06g01954"	379.561497245839	0.745188488758468	0.11357297735751	6.56131859969411	5.33340291634138e-11	1.72897581295383e-10	"Yes"	"No"	"No"
"CaT2T08g01331"	84.3991633010838	-1.76664987271246	0.269260642114002	-6.56111438657447	5.34071313132e-11	1.73103989979478e-10	"Yes"	"No"	"Yes"
"CaT2T06g00035"	98.0929533403535	-1.59924783416064	0.243771707666697	-6.56043250247583	5.36519360508738e-11	1.73866752509497e-10	"Yes"	"No"	"Yes"
"CaT2T02g04179"	65.9102730607865	-1.83510247447064	0.279725777955534	-6.56036239449606	5.3677167817312e-11	1.73917813819375e-10	"Yes"	"No"	"Yes"
"CaT2T12g02368"	710.811976245377	0.607263336302627	0.0926101208115828	6.55720272234735	5.48264595984978e-11	1.77610248134562e-10	"Yes"	"No"	"No"
"CaT2T09g00932"	227.532697399812	-0.990541471145973	0.151085053776395	-6.55618439009837	5.52019686670898e-11	1.78795153499988e-10	"Yes"	"No"	"No"
"CaT2T04g01100"	53.6987244884017	-2.14276344173906	0.326944515795184	-6.55390544333645	5.60514664276203e-11	1.81514584735175e-10	"Yes"	"No"	"Yes"
"CaT2T11g00691"	150.799497293809	1.32485941067144	0.202180451434604	6.55285613060358	5.64468938365846e-11	1.82762874646412e-10	"Yes"	"Yes"	"No"
"CaT2T07g00722"	731.034383953643	0.623844113788825	0.0952110622974683	6.55222301626828	5.66867978224223e-11	1.83507261733785e-10	"Yes"	"No"	"No"
"CaT2T04g01211"	257.412344698842	-0.920286023732941	0.140478631335352	-6.55107481461735	5.71244293290635e-11	1.84891359607646e-10	"Yes"	"No"	"No"
"CaT2T06g03420"	54.4191335411714	2.27280043857484	0.347015972712421	6.54955568992887	5.77085181996485e-11	1.86748916000449e-10	"Yes"	"Yes"	"No"
"CaT2T05g00238"	718.192253700566	0.559972439719222	0.0854996475690007	6.54941225655121	5.77639678286182e-11	1.86895404458714e-10	"Yes"	"No"	"No"
"CaT2T01g00327"	36.1164057744731	-2.74540739696533	0.41935966303769	-6.54666540190964	5.88359805027651e-11	1.90330352860108e-10	"Yes"	"No"	"Yes"
