""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"significant"	"up"	"down"
"CaT2T11g01510"	27.9133095231826	0.273963841676804	0.384455259233289	0.712602663371452	0.476091663204689	0.603529145291497	"No"	"No"	"No"
"CaT2T05g02894"	145.191762508612	0.168344937754512	0.236413944285304	0.712077023474358	0.47641708136012	0.603881623609085	"No"	"No"	"No"
"CaT2T11g01495"	48.5237031151359	0.228595046398695	0.321182107401411	0.711730327222116	0.476631784057058	0.604034412616385	"No"	"No"	"No"
"CaT2T09g02558"	2.15749732393786	0.859332670327714	1.20764704752499	0.711576012286762	0.476727365537188	0.604034412616385	"No"	"No"	"No"
"CaT2T08g02940"	51.2080434592354	-0.241296677733099	0.339138036506406	-0.711499896085944	0.476774515190108	0.604034412616385	"No"	"No"	"No"
"CaT2T10g00472"	1887.12835000929	-0.123436226251565	0.173448367811529	-0.711659774081544	0.47667548282541	0.604034412616385	"No"	"No"	"No"
"CaT2T02g03952"	73.52672449843	0.190224007546358	0.267337383946866	0.711550344130566	0.476743265213227	0.604034412616385	"No"	"No"	"No"
"CaT2T03g00464"	25.9919022605779	0.339036643920107	0.476662226394595	0.711272312229421	0.476915505663326	0.604152998976724	"No"	"No"	"No"
"CaT2T12g00609"	28.6956254592696	-0.279395520623571	0.393079641266287	-0.710786037464348	0.477216834220985	0.604474656679914	"No"	"No"	"No"
"CaT2T09g02479"	36.7236244348353	0.254879703467332	0.358634981764369	0.71069392677035	0.477273923939276	0.604486912010911	"No"	"No"	"No"
"CaT2T06g03009"	199.295245019971	0.160937133409091	0.226691494415484	0.709939002449393	0.477741962834878	0.605019597117498	"No"	"No"	"No"
"CaT2T06g01518"	60.0694605508968	-0.262692016861223	0.370081861510602	-0.709821377867495	0.477814910462092	0.605051876587327	"No"	"No"	"No"
"CaT2T02g02131"	105.570743853519	-0.196202405174784	0.276508664739185	-0.709570549479348	0.477970487877865	0.605171633751657	"No"	"No"	"No"
"CaT2T03g02255"	59.7716352586838	-0.211153802145745	0.297602657646847	-0.709515848465012	0.478004420101905	0.605171633751657	"No"	"No"	"No"
"CaT2T02g01157"	112.916287339503	-0.176300023291983	0.248546442889656	-0.70932426649233	0.478123272932545	0.605262000458447	"No"	"No"	"No"
"CaT2T02g00224"	3.82018669574332	0.658699628334007	0.929094726346074	0.70896928984252	0.478343534565481	0.605420601824214	"No"	"No"	"No"
"CaT2T08g00609"	38.5143347014955	0.275792162091868	0.388965784212081	0.709039646380553	0.478299874201212	0.605420601824214	"No"	"No"	"No"
