Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
SRR24630933_1	(1, 31.459426352779587)	(2, 31.53109822902148)	(3, 35.555616912582515)	(4, 36.11438164844225)	(5, 36.337071378886336)	(6, 39.773268099789036)	(7, 39.877453543697314)	(8, 39.953473826494914)	(9, 39.97756783053963)	(10, 40.07901953317981)	(15, 40.083254411342246)	(20, 40.05292410678339)	(25, 39.92060377738793)	(30, 39.863425103936095)	(35, 39.82641131522856)	(40, 39.813860490051596)	(45, 39.78750888450328)	(50, 39.72487541435474)	(55, 39.71490727440946)	(60, 39.67576191141627)	(65, 39.60337602293218)	(70, 39.551664219023465)	(75, 39.39371352756209)	(80, 39.63652796573057)	(85, 39.590723544803815)	(90, 39.56693137230965)	(95, 39.482713346261605)	(100, 39.4519723155709)	(105, 39.40402842417666)	(110, 39.35345153017094)	(115, 39.30796435912874)	(120, 39.21100809826175)	(125, 39.17559203960974)	(130, 39.07981707871402)	(135, 39.04285964380947)	(140, 38.90338387755516)	(145, 38.78188551471417)	(150, 37.90881852859846)																	
SRR24630933_2	(1, 31.165888182792454)	(2, 31.200229508758788)	(3, 34.812458928166045)	(4, 35.44935326634393)	(5, 35.76317116896219)	(6, 38.98573424880557)	(7, 39.041273030746794)	(8, 39.21162619267411)	(9, 39.17862799684776)	(10, 39.18080124427202)	(15, 39.108368103373486)	(20, 39.019345593540926)	(25, 38.981016269770976)	(30, 38.913944449321846)	(35, 38.86579998451932)	(40, 38.7748654662046)	(45, 38.72014053125719)	(50, 38.65335033436694)	(55, 38.568100163066546)	(60, 38.50012083236146)	(65, 38.41626284103584)	(70, 38.31084189402389)	(75, 37.97480932019589)	(80, 38.343107739764704)	(85, 38.29513640913858)	(90, 38.25540211565725)	(95, 38.17462368719483)	(100, 38.11987799360098)	(105, 38.02788431678027)	(110, 37.89520925141599)	(115, 37.81985737002079)	(120, 37.680181934263246)	(125, 37.499829858060934)	(130, 37.33741010430752)	(135, 37.134502937951076)	(140, 36.8194458023222)	(145, 36.55649116536735)	(150, 34.8594335476558)																	
SRR24630947_1	(1, 34.18255134987012)	(2, 34.32055711928852)	(3, 34.253474210664145)	(4, 34.23413862203607)	(5, 34.25815671026304)	(6, 37.89886613460533)	(7, 38.28731816352538)	(8, 38.57701716857206)	(9, 38.66979465983297)	(10, 38.75847649868013)	(15, 38.73233837013189)	(20, 38.693948397899476)	(25, 38.62765518842842)	(30, 38.583846874048206)	(35, 38.539456160990916)	(40, 38.5171248283988)	(45, 38.46724151276559)	(50, 38.40538305065042)	(55, 38.37578932103014)	(60, 38.34629553455794)	(65, 38.29153238350766)	(70, 38.23168731614687)	(75, 38.182885343856334)	(80, 38.17377266403652)	(85, 38.11972928159264)	(90, 38.07092855488436)	(95, 38.01284319869084)	(100, 37.46801027427424)	(105, 37.99877013580109)	(110, 38.03489795270762)	(115, 37.98664201995482)	(120, 37.945373625744644)	(125, 37.85988332453023)	(130, 37.8163160599742)	(135, 37.754106818169014)	(140, 37.68815798253634)	(145, 37.547951150636266)	(150, 36.507226601366526)																	
SRR24630947_2	(1, 33.84835213915408)	(2, 33.79531761902799)	(3, 33.874159713895686)	(4, 33.86620073981655)	(5, 33.88212817812538)	(6, 38.50777821636772)	(7, 38.50861394275126)	(8, 38.49723406596307)	(9, 38.53056377129093)	(10, 38.48122091973201)	(15, 38.48072434760405)	(20, 38.451842142021874)	(25, 38.45684594253062)	(30, 38.419635062191624)	(35, 38.35892022253216)	(40, 38.329234497764915)	(45, 38.25191331815107)	(50, 38.20962645284567)	(55, 38.12582575431127)	(60, 38.09208352400133)	(65, 38.06661486626153)	(70, 38.0310269202949)	(75, 37.967606201457514)	(80, 37.853656955375826)	(85, 37.83731159456179)	(90, 37.77753616118072)	(95, 37.71947257302004)	(100, 37.13257319204476)	(105, 37.76187059171385)	(110, 37.78076963341624)	(115, 37.75226389024404)	(120, 37.67405585606052)	(125, 37.596262304202625)	(130, 37.49496200529254)	(135, 37.396915523128236)	(140, 37.34645852789377)	(145, 37.17495015446703)	(150, 35.92777609887788)																	
SRR24630948_1	(1, 34.18686390628069)	(2, 34.32549863720629)	(3, 34.256206294411875)	(4, 34.23530510166468)	(5, 34.25944202140111)	(6, 37.89032456822444)	(7, 38.28987954141252)	(8, 38.589023658529364)	(9, 38.68172242057993)	(10, 38.774671947436254)	(15, 38.748142645353454)	(20, 38.70879258898518)	(25, 38.64124758181471)	(30, 38.5954947896347)	(35, 38.5446895709285)	(40, 38.51994688736839)	(45, 38.46543390114162)	(50, 38.39926067432056)	(55, 38.36617419544049)	(60, 38.3322783812217)	(65, 38.278492074809705)	(70, 38.21724330912681)	(75, 38.16941024530287)	(80, 38.15817000885211)	(85, 38.10598526084114)	(90, 38.05319383419926)	(95, 37.99608839190341)	(100, 37.44873786198787)	(105, 37.977697537823246)	(110, 38.015721392767105)	(115, 37.96627025019977)	(120, 37.930517807799)	(125, 37.84380995686953)	(130, 37.80429405133144)	(135, 37.741133607596126)	(140, 37.67802175626845)	(145, 37.53876129719664)	(150, 36.48786938705225)																	
SRR24630948_2	(1, 33.69088313875742)	(2, 33.763401253285906)	(3, 33.8777709914627)	(4, 33.86794892146918)	(5, 33.83213637085209)	(6, 38.479655494359136)	(7, 38.53524160328039)	(8, 38.5100943596753)	(9, 38.546376690711746)	(10, 38.524318804938886)	(15, 38.52663606546791)	(20, 38.494990569413694)	(25, 38.496707824023375)	(30, 38.45777761036207)	(35, 38.398308306180596)	(40, 38.36164347809709)	(45, 38.28875610432031)	(50, 38.24179867245327)	(55, 38.153370714868046)	(60, 38.11813788297463)	(65, 38.08797722668116)	(70, 38.048882240093846)	(75, 37.986935691742254)	(80, 37.87237373642252)	(85, 37.85196040499055)	(90, 37.79307835323935)	(95, 37.73447547913029)	(100, 37.15422100128342)	(105, 37.774716665366206)	(110, 37.794909797316386)	(115, 37.7661405090095)	(120, 37.682926145459724)	(125, 37.599752679174415)	(130, 37.49245865205845)	(135, 37.389978448217875)	(140, 37.33141555656603)	(145, 37.1556384681822)	(150, 35.878010186647586)																	
SRR24630949_1	(1, 34.18599381927741)	(2, 34.32297381313429)	(3, 34.25434021099708)	(4, 34.23199136545189)	(5, 34.256859000769886)	(6, 37.88434965360942)	(7, 38.287507315602646)	(8, 38.591678534041556)	(9, 38.6836334511238)	(10, 38.77825657577939)	(15, 38.753964444034146)	(20, 38.714767630246214)	(25, 38.648684502205654)	(30, 38.60579811729012)	(35, 38.557873867898024)	(40, 38.53558018498858)	(45, 38.48394818587301)	(50, 38.42035791888699)	(55, 38.390479658493135)	(60, 38.36078802788448)	(65, 38.305206885527845)	(70, 38.24447396329291)	(75, 38.198292408698144)	(80, 38.18898057967496)	(85, 38.13678532901834)	(90, 38.08607194734931)	(95, 38.029789418917474)	(100, 37.48407389741688)	(105, 38.00988169096273)	(110, 38.050174178301816)	(115, 38.000357873298036)	(120, 37.966777333855326)	(125, 37.880825570389064)	(130, 37.84414287350604)	(135, 37.78315163285391)	(140, 37.72227533335499)	(145, 37.588528508198316)	(150, 36.539985360246774)																	
SRR24630949_2	(1, 33.72147541815045)	(2, 33.823322283710326)	(3, 33.978897442516605)	(4, 33.880220433995454)	(5, 33.927434635410876)	(6, 38.47308883976679)	(7, 38.50037696367301)	(8, 38.54982359923661)	(9, 38.58696121690598)	(10, 38.55392888464912)	(15, 38.55826542003669)	(20, 38.53116945357648)	(25, 38.53368094911646)	(30, 38.49532952551586)	(35, 38.43262932589322)	(40, 38.4009257407208)	(45, 38.32857532805527)	(50, 38.28363738317118)	(55, 38.19664271536934)	(60, 38.162374124620825)	(65, 38.133365245601944)	(70, 38.09639288789505)	(75, 38.0349069500932)	(80, 37.9237466598967)	(85, 37.90345518691187)	(90, 37.84584185989261)	(95, 37.78951813044254)	(100, 37.20871159344225)	(105, 37.830971312580104)	(110, 37.848833008227096)	(115, 37.82007680599221)	(120, 37.73922747236027)	(125, 37.65832006979669)	(130, 37.55099569127388)	(135, 37.445545303739266)	(140, 37.391728909837006)	(145, 37.21786876193505)	(150, 35.929674905160724)																	
SRR24630967_1	(1, 29.756038020471127)	(2, 32.657420112147825)	(3, 32.853925350971764)	(4, 32.20006436323737)	(5, 32.808643557886455)	(6, 35.55210045386049)	(7, 35.944675286287236)	(8, 36.242558394097884)	(9, 36.37714221193681)	(10, 36.3503276584489)	(15, 36.30421402166503)	(20, 36.214290422191624)	(25, 36.06053963092903)	(30, 35.92924190518854)	(35, 35.831233244477616)	(40, 35.71076189260965)	(45, 35.611105674652755)	(50, 35.484073206756676)	(55, 35.402219980903475)	(60, 35.27958189074485)	(65, 35.15186366848684)	(70, 35.032438756897776)	(75, 34.90422516851746)	(80, 34.74690242740415)	(85, 34.60426418250099)	(90, 34.43927104306081)	(95, 34.27269156226547)	(100, 33.71636519239271)	(105, 34.992174463715095)	(110, 34.97185527293986)	(115, 34.7905553637277)	(120, 34.63356618889509)	(125, 34.52574197711853)	(130, 34.27822606629807)	(135, 34.07391947330204)	(140, 33.84033846565019)	(145, 33.51373427293868)	(150, 32.19498559498817)																	
SRR24630967_2	(1, 31.062072362480954)	(2, 30.771524539271084)	(3, 30.97093569695564)	(4, 30.53925377199651)	(5, 31.355268940108747)	(6, 34.309738113226054)	(7, 35.029554633412154)	(8, 35.055200786941555)	(9, 35.134792854106976)	(10, 34.93502940342964)	(15, 34.613987201577444)	(20, 34.64833996483627)	(25, 34.81837995318584)	(30, 34.74693119939739)	(35, 34.67004910254069)	(40, 34.70891712787315)	(45, 34.451753812977586)	(50, 34.568165192681214)	(55, 34.58351855249335)	(60, 34.44785543083175)	(65, 34.63824542772505)	(70, 34.533993873952184)	(75, 34.353402406225136)	(80, 34.297497688995215)	(85, 34.25257645068744)	(90, 34.13148567478652)	(95, 34.059286855854545)	(100, 33.24870104417157)	(105, 34.56015527434305)	(110, 34.53089583581133)	(115, 34.31958532135261)	(120, 34.311950147079436)	(125, 34.12320626489826)	(130, 33.921291052054364)	(135, 33.704586221624865)	(140, 33.44867353111697)	(145, 33.05847308317087)	(150, 31.29406439287488)																	
SRR24630968_1	(1, 29.66055472676932)	(2, 32.59542011105611)	(3, 32.78185573033029)	(4, 32.113692508957314)	(5, 32.73187474439521)	(6, 35.46218583295636)	(7, 35.87571361987012)	(8, 36.17602272158931)	(9, 36.3190729717281)	(10, 36.30249442829902)	(15, 36.25379841648822)	(20, 36.15897925964008)	(25, 35.99878100449391)	(30, 35.864249928502375)	(35, 35.76167724881385)	(40, 35.640779226189295)	(45, 35.5328723061797)	(50, 35.40319885294489)	(55, 35.3216933830181)	(60, 35.19419951909195)	(65, 35.068053414992164)	(70, 34.94666213671693)	(75, 34.81611250239937)	(80, 34.65831796430645)	(85, 34.51181098335705)	(90, 34.34929132852624)	(95, 34.177919114205245)	(100, 33.62579856266392)	(105, 34.910473101614926)	(110, 34.88625091656024)	(115, 34.703068679251494)	(120, 34.5408026616947)	(125, 34.4329471027342)	(130, 34.176608072914235)	(135, 33.9588959195405)	(140, 33.71853721038162)	(145, 33.37765524962181)	(150, 32.055961218042626)																	
SRR24630968_2	(1, 30.44299752960588)	(2, 30.171319905374936)	(3, 30.59560806904781)	(4, 30.039223851981397)	(5, 30.549367783900443)	(6, 33.48216276164295)	(7, 34.119744831124045)	(8, 34.194830868364676)	(9, 34.32577984169871)	(10, 34.207084257688784)	(15, 33.899376820102496)	(20, 33.94280000533816)	(25, 34.111617612374744)	(30, 34.035894887704764)	(35, 33.956654242980164)	(40, 33.979009445169716)	(45, 33.69589427157173)	(50, 33.805672689429414)	(55, 33.81891558341375)	(60, 33.67535805872696)	(65, 33.868627291774786)	(70, 33.76625671369857)	(75, 33.57477132297356)	(80, 33.517611414375786)	(85, 33.46776724988523)	(90, 33.33953869097174)	(95, 33.26489312648725)	(100, 32.4848120837906)	(105, 33.777890278181566)	(110, 33.744395964503255)	(115, 33.516484788935145)	(120, 33.5128005877959)	(125, 33.323127301690285)	(130, 33.1091712649024)	(135, 32.88300411998431)	(140, 32.612131434895254)	(145, 32.20753281251383)	(150, 30.462789805467843)																	
SRR24630969_1	(1, 29.749667619121304)	(2, 32.65413653747018)	(3, 32.8573725117382)	(4, 32.202998527593465)	(5, 32.816907122184844)	(6, 35.568913487297195)	(7, 35.965955601325554)	(8, 36.265911521025295)	(9, 36.40339655462207)	(10, 36.38801344878993)	(15, 36.34384691477917)	(20, 36.25331140286519)	(25, 36.09789947142177)	(30, 35.96904557997907)	(35, 35.86973429391037)	(40, 35.74627868295059)	(45, 35.64382346654951)	(50, 35.52068501438761)	(55, 35.43719654033377)	(60, 35.31848758029388)	(65, 35.1886446834326)	(70, 35.06822871598858)	(75, 34.94202817996976)	(80, 34.78300270143764)	(85, 34.64223159558533)	(90, 34.48259447694885)	(95, 34.31294111055677)	(100, 33.76077748519368)	(105, 35.04019912912504)	(110, 35.01950193114402)	(115, 34.838411787078215)	(120, 34.67810658658102)	(125, 34.56363511590273)	(130, 34.31428788675127)	(135, 34.11166103286636)	(140, 33.880747521261256)	(145, 33.564983374286214)	(150, 32.25939174225089)																	
SRR24630969_2	(1, 30.914940287052577)	(2, 30.748712496542794)	(3, 31.127901347873014)	(4, 30.63118973234335)	(5, 31.382062667542936)	(6, 34.53495861283712)	(7, 35.04437021642034)	(8, 35.02416353406026)	(9, 35.088530703100055)	(10, 34.88425079348987)	(15, 34.56174090803047)	(20, 34.59499675252395)	(25, 34.76880439818829)	(30, 34.690248293333504)	(35, 34.6159351915833)	(40, 34.684435681743196)	(45, 34.448848176122)	(50, 34.56619619024073)	(55, 34.58587779233287)	(60, 34.44704346282033)	(65, 34.6346983108085)	(70, 34.534386754684974)	(75, 34.35039821971317)	(80, 34.29684554612587)	(85, 34.2480199882077)	(90, 34.125475864182874)	(95, 34.049054882197105)	(100, 33.274251916989115)	(105, 34.56291838859971)	(110, 34.529050014688494)	(115, 34.3222669843294)	(120, 34.32683912231882)	(125, 34.14518251526877)	(130, 33.9529286127393)	(135, 33.738490046656345)	(140, 33.48452793318529)	(145, 33.11030245844758)	(150, 31.380418845855015)																	
SRR24630977_1	(1, 31.542071848796123)	(2, 31.57158691947964)	(3, 35.61582243781161)	(4, 36.14782194242599)	(5, 36.37021283148092)	(6, 39.86958074018426)	(7, 39.90125307836133)	(8, 40.03869896592668)	(9, 40.08884787411907)	(10, 40.14865101794128)	(15, 40.14989760595629)	(20, 40.1024739147131)	(25, 40.00721381022073)	(30, 39.929886146300575)	(35, 39.91326059435899)	(40, 39.893029721260596)	(45, 39.876663617602034)	(50, 39.8323696309631)	(55, 39.797052036130914)	(60, 39.76734521324264)	(65, 39.715708624952796)	(70, 39.66482017049522)	(75, 39.553180308333395)	(80, 39.741640726437524)	(85, 39.71387951731692)	(90, 39.65772443380283)	(95, 39.62790920667768)	(100, 39.5358996508569)	(105, 39.52401294581256)	(110, 39.495012433759555)	(115, 39.44089106936072)	(120, 39.401419299662926)	(125, 39.364233445394824)	(130, 39.3245423615964)	(135, 39.27495432749912)	(140, 39.15948008352236)	(145, 39.08400698087522)	(150, 38.34430961645254)																	
SRR24630977_2	(1, 31.07800309042035)	(2, 31.149721858857266)	(3, 34.86364400494547)	(4, 35.48537227158479)	(5, 35.71586643529539)	(6, 38.99041012697126)	(7, 39.02793337990635)	(8, 39.17938654968443)	(9, 39.282177906353354)	(10, 39.174515776563865)	(15, 39.12110419997155)	(20, 39.01172774674934)	(25, 38.9750312182347)	(30, 38.91226736164883)	(35, 38.794406657064336)	(40, 38.74265146542196)	(45, 38.70564485730013)	(50, 38.63060314192368)	(55, 38.52920252960144)	(60, 38.505426393125795)	(65, 38.3920277354133)	(70, 38.29994279002548)	(75, 38.0014384505998)	(80, 38.322969136968275)	(85, 38.263965784836856)	(90, 38.234354120580704)	(95, 38.2139748415191)	(100, 38.09816904901745)	(105, 37.98541495554609)	(110, 37.8150691713075)	(115, 37.79033260706946)	(120, 37.5344224237492)	(125, 37.37778678969479)	(130, 37.24205631832456)	(135, 36.97265820191577)	(140, 36.57992923314903)	(145, 36.27134636825938)	(150, 34.42532056295145)																	
SRR24630978_1	(1, 31.563421361185945)	(2, 31.58420668418843)	(3, 35.65963010256233)	(4, 36.18123868420728)	(5, 36.39678788912825)	(6, 39.913799860578024)	(7, 39.94621965147647)	(8, 40.07967362191899)	(9, 40.12426084245192)	(10, 40.181203322824246)	(15, 40.17944658188158)	(20, 40.13711389668627)	(25, 40.04601697725225)	(30, 39.96212726577461)	(35, 39.95684338626407)	(40, 39.92961102802063)	(45, 39.91129060685889)	(50, 39.86476301936685)	(55, 39.82633676445933)	(60, 39.79583566353945)	(65, 39.74008694169358)	(70, 39.68836443716704)	(75, 39.57310730322515)	(80, 39.756370798519995)	(85, 39.724058357647166)	(90, 39.66888011183696)	(95, 39.636820467430915)	(100, 39.545001139057874)	(105, 39.53152494093231)	(110, 39.49961148216539)	(115, 39.44661875832204)	(120, 39.40800515368827)	(125, 39.37156909692322)	(130, 39.33262990330228)	(135, 39.285530851097306)	(140, 39.17345697158629)	(145, 39.10294937681222)	(150, 38.366432932267614)																	
SRR24630978_2	(1, 31.280827084915966)	(2, 31.33767418102986)	(3, 35.21706326716911)	(4, 35.77912838487414)	(5, 35.97312484069706)	(6, 39.370578562399466)	(7, 39.42196779027993)	(8, 39.54257075776247)	(9, 39.63456911988456)	(10, 39.536976165623955)	(15, 39.4998170808416)	(20, 39.405769126019905)	(25, 39.37389793089709)	(30, 39.31427789990714)	(35, 39.203748371281215)	(40, 39.1556536009267)	(45, 39.10993038094891)	(50, 39.03763177416615)	(55, 38.940497963486486)	(60, 38.9122826567385)	(65, 38.80452225611907)	(70, 38.720320187297986)	(75, 38.42652630405957)	(80, 38.70801186652986)	(85, 38.6575366846629)	(90, 38.6275387280833)	(95, 38.61023842784418)	(100, 38.5139514238824)	(105, 38.41967091737841)	(110, 38.27743427709972)	(115, 38.260693485046325)	(120, 38.04578660620397)	(125, 37.92032986155145)	(130, 37.80492303078007)	(135, 37.578518611226265)	(140, 37.2456676045703)	(145, 36.98882907391292)	(150, 35.196875701227455)																	
SRR24630979_1	(1, 31.536253941389404)	(2, 31.553017592782385)	(3, 35.60719901518832)	(4, 36.144362890247244)	(5, 36.372610770661346)	(6, 39.868853187988336)	(7, 39.90295398326223)	(8, 40.04033286314608)	(9, 40.08809331237799)	(10, 40.14524166454549)	(15, 40.14352358792803)	(20, 40.108697336919285)	(25, 40.02253890016455)	(30, 39.940999433606784)	(35, 39.925897154971274)	(40, 39.908819250863665)	(45, 39.89519253755002)	(50, 39.852742863677875)	(55, 39.81928244898718)	(60, 39.79063145872842)	(65, 39.73600951974296)	(70, 39.68884127927419)	(75, 39.578461168504816)	(80, 39.769566187719334)	(85, 39.742378074438626)	(90, 39.6885063999335)	(95, 39.65988427146189)	(100, 39.56935906954554)	(105, 39.55515930260835)	(110, 39.52444545612724)	(115, 39.465939270462826)	(120, 39.42426883902816)	(125, 39.38007507936992)	(130, 39.33014479426813)	(135, 39.27455453974227)	(140, 39.150991704430524)	(145, 39.076897585058376)	(150, 38.33311032998988)																	
SRR24630979_2	(1, 31.175179366455374)	(2, 31.244318126080056)	(3, 35.04476945937587)	(4, 35.6076069009101)	(5, 35.8280377030974)	(6, 39.15463109059865)	(7, 39.21739205356004)	(8, 39.33848286905784)	(9, 39.427431450673964)	(10, 39.33371762794316)	(15, 39.297814093948986)	(20, 39.20017579100143)	(25, 39.171403738711504)	(30, 39.11176076521427)	(35, 39.00236497562754)	(40, 38.96000490753644)	(45, 38.924109931397744)	(50, 38.85707446805765)	(55, 38.76508500803122)	(60, 38.74270415067608)	(65, 38.637296386287396)	(70, 38.55601091894588)	(75, 38.26326794167957)	(80, 38.56292854461728)	(85, 38.51281092896231)	(90, 38.48218198983177)	(95, 38.46883205795901)	(100, 38.36551557271544)	(105, 38.265554812354495)	(110, 38.11635616581226)	(115, 38.10143259533554)	(120, 37.87862019230521)	(125, 37.75272523165586)	(130, 37.64219105367208)	(135, 37.41499448579809)	(140, 37.080447507431)	(145, 36.82092973936103)	(150, 35.067243026832166)																	
SRR25031738	(1, 30.508065423524236)	(2, 24.22264777355149)	(3, 27.947923622872224)	(4, 33.75506947559769)	(5, 33.957228925345696)	(6, 34.258076017657864)	(7, 34.07310390580135)	(8, 34.16911452039261)	(9, 35.431888488341336)	(10, 34.903296017628634)	(12, 35.62445476743319)	(14, 36.43915533337912)	(16, 36.73811447801607)	(18, 37.39547243260304)	(20, 36.35260418417134)	(22, 36.555397090047215)	(24, 36.65897849171685)	(26, 36.41962997979078)	(28, 36.58056509839393)	(30, 36.19112036250933)	(32, 35.460923720776634)	(34, 36.220827774457476)	(36, 36.044978307598114)	(38, 36.04791105603785)	(40, 35.69579201012361)	(42, 36.02737889444005)	(44, 36.27238102057308)	(46, 35.79146215117902)	(48, 35.27921825522656)	(50, 35.549829690169084)	(52, 34.75755800105503)	(54, 35.30331808265178)	(56, 35.190823726767796)	(58, 35.179463893000715)	(60, 35.4193282296399)	(62, 35.18845064083549)	(64, 34.03748715917941)	(66, 33.97479984393745)	(68, 34.15667043184611)	(70, 33.99907867568946)	(72, 33.869612517736044)	(74, 33.07236377770731)	(76, 32.7301959111028)	(78, 32.664038103810825)	(80, 32.04109647091143)	(82, 31.42007566403299)	(84, 31.42559995674671)	(86, 31.186946273860546)	(88, 30.79037935765941)	(90, 31.001608116421494)	(92, 30.815162324046053)	(94, 30.62936971480592)	(96, 30.04608813442421)	(98, 29.910634464397134)	(100, 29.79563258667828)
SRR25031739	(1, 30.464463278021356)	(2, 24.837132098428746)	(3, 28.254651870188173)	(4, 33.85081892844406)	(5, 33.95655457425161)	(6, 34.31852592880069)	(7, 33.976525624619775)	(8, 34.12409139063123)	(9, 35.37739542469949)	(10, 34.930163602131366)	(12, 35.51126714951016)	(14, 36.351006419266184)	(16, 36.52326721768864)	(18, 37.315283517590046)	(20, 36.32613241834316)	(22, 36.54300423231031)	(24, 36.63012846399127)	(26, 36.493865903417316)	(28, 36.604425176739596)	(30, 36.08328591432587)	(32, 35.321719828400006)	(34, 36.1041478738803)	(36, 35.78435802093604)	(38, 35.93971448950052)	(40, 35.40604808680694)	(42, 35.93474860496339)	(44, 36.23185403511716)	(46, 35.77184595858944)	(48, 35.33052140804296)	(50, 35.64344293461159)	(52, 34.967557532148774)	(54, 35.36928874111058)	(56, 35.18734659841826)	(58, 35.17061730369842)	(60, 35.167801007992615)	(62, 35.09803803310328)	(64, 34.0882957215381)	(66, 34.00396221863265)	(68, 34.16318453816946)	(70, 34.070701740124605)	(72, 33.90921510835134)	(74, 33.08554039312761)	(76, 32.7572177410896)	(78, 32.64767655604271)	(80, 32.084701928926556)	(82, 31.398366863160547)	(84, 31.394682602949505)	(86, 31.3009843923724)	(88, 30.831378883551153)	(90, 31.055469094170213)	(92, 30.896143851349933)	(94, 30.701159296398078)	(96, 29.93899730432776)	(98, 29.781241477689903)	(100, 29.71175646122218)
SRR25031740	(1, 30.540860547902803)	(2, 25.125562961628535)	(3, 28.449044836484227)	(4, 33.93524323748291)	(5, 34.041296962100475)	(6, 34.378854463476955)	(7, 34.19900106819987)	(8, 34.33782137972856)	(9, 35.87615097901406)	(10, 35.14499417691521)	(12, 35.64319650564167)	(14, 36.547032510320435)	(16, 36.774262218963216)	(18, 37.40374022191155)	(20, 36.34817797072473)	(22, 36.572078118141384)	(24, 36.82782952443539)	(26, 36.548016345234075)	(28, 36.60548093098312)	(30, 36.1741926971666)	(32, 35.63149514996664)	(34, 36.1746088130295)	(36, 36.04333821339132)	(38, 35.99217372329818)	(40, 35.41003651162968)	(42, 35.88715013917046)	(44, 36.2613423288787)	(46, 35.776531826520284)	(48, 35.54828846978466)	(50, 35.79379492592376)	(52, 35.025676759167865)	(54, 35.162016233593235)	(56, 35.02202369323126)	(58, 35.16409427561587)	(60, 34.947662646750615)	(62, 35.05950837433174)	(64, 33.84239675125152)	(66, 33.973829737567904)	(68, 34.23961803608537)	(70, 34.13516661126913)	(72, 33.961387492673566)	(74, 33.18853283636244)	(76, 32.84681481067997)	(78, 32.584222865566666)	(80, 32.036429167692155)	(82, 31.38213962209575)	(84, 31.409444688306383)	(86, 31.382560812542344)	(88, 30.738421702979544)	(90, 31.05293805709414)	(92, 30.909038721610877)	(94, 30.68654994278407)	(96, 29.82300486398847)	(98, 29.692556981231654)	(100, 29.710023698305854)
