Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR24630881_1	(0.0, 0.019568593422326554)	(1.0, 0.042716305893866297)	(2.0, 0.04655597383938237)	(3.0, 0.02255804917990692)	(4.0, 0.015677501352540174)	(5.0, 0.012146378152645932)	(6.0, 0.009969423558536371)	(7.0, 0.008666679077021991)	(8.0, 0.00782675171394035)	(9.0, 0.007278227721723768)	(10.0, 0.0068222671531937345)	(11.0, 0.006767414753972076)	(12.0, 0.007075959499593904)	(13.0, 0.0072028056727939885)	(14.0, 0.007867891013356594)	(15.0, 0.009393473366708961)	(16.0, 0.011378444563542717)	(17.0, 0.013905083202690344)	(18.0, 0.018015584869363357)	(19.0, 0.024693864474600234)	(20.0, 0.03468042940789338)	(21.0, 0.04668967656248516)	(22.0, 0.06383105131925335)	(23.0, 0.08495265329454309)	(24.0, 0.11378101736047581)	(25.0, 0.15467690925517333)	(26.0, 0.2010169017726204)	(27.0, 0.2682522301185679)	(28.0, 0.3487481259763513)	(29.0, 0.43253173751248275)	(30.0, 0.5238609822165436)	(31.0, 0.6383585090418523)	(32.0, 0.7975573129578611)	(33.0, 0.9869969302197603)	(34.0, 1.2193002691984338)	(35.0, 1.5238716441516424)	(36.0, 1.898071283366843)	(37.0, 2.320842722092822)	(38.0, 2.8981882218254333)	(39.0, 3.534524048645987)	(40.0, 4.190034217269463)	(41.0, 4.861650421614396)	(42.0, 5.383666991907112)	(43.0, 5.842963271964812)	(44.0, 6.20664496362926)	(45.0, 6.323398295372559)	(46.0, 6.243310364233986)	(47.0, 6.100097606416139)	(48.0, 5.81003469105706)	(49.0, 5.127605707515557)	(50.0, 4.26347815155231)	(51.0, 3.5851630979524316)	(52.0, 3.1512429090846514)	(53.0, 2.808353705000163)	(54.0, 2.297767003395261)	(55.0, 1.9103033683932729)	(56.0, 1.7468226490630234)	(57.0, 1.5354249307377041)	(58.0, 1.2140001561236413)	(59.0, 0.8332045159020363)	(60.0, 0.5525659283842277)	(61.0, 0.4348115403551329)	(62.0, 0.34438050368832673)	(63.0, 0.22133628740929343)	(64.0, 0.14965448645144025)	(65.0, 0.11686646481669408)	(66.0, 0.09484322652919833)	(67.0, 0.06652224715606594)	(68.0, 0.04493097151244074)	(69.0, 0.035746622917764356)	(70.0, 0.03342225250074659)	(71.0, 0.028488964845748713)	(72.0, 0.01929433142621826)	(73.0, 0.010195689705325712)	(74.0, 0.004974426954414125)	(75.0, 0.0032191501793210637)	(76.0, 0.002324370417017765)	(77.0, 0.0016969961009200498)	(78.0, 0.001062765234919627)	(79.0, 0.0006308025910490689)	(80.0, 0.0004011081693083754)	(81.0, 0.00024340752154610812)	(82.0, 0.00013713099805414542)	(83.0, 8.227859883248725e-05)	(84.0, 4.456757436759726e-05)	(85.0, 2.3997924659475446e-05)	(86.0, 1.7141374756768177e-05)	(87.0, 1.3713099805414542e-05)	(88.0, 3.4282749513536356e-06)	(89.0, 0.0)	(90.0, 1.0284824854060906e-05)	(91.0, 1.3713099805414542e-05)	(92.0, 3.4282749513536356e-06)	(93.0, 6.856549902707271e-06)	(94.0, 1.3713099805414542e-05)	(95.0, 6.856549902707271e-06)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 6.856549902707271e-06)	(100.0, 1.7141374756768177e-05)
SRR24630881_2	(0.0, 0.0035726009076326322)	(1.0, 0.0028663093654327067)	(2.0, 0.0015462984734571181)	(3.0, 0.0008297211320989414)	(4.0, 0.0007062915421999254)	(5.0, 0.0006445767472504174)	(6.0, 0.0006582911461280857)	(7.0, 0.000757720537991182)	(8.0, 0.0008674357290125297)	(9.0, 0.001028579915825134)	(10.0, 0.0012274386995513266)	(11.0, 0.0014914408779464444)	(12.0, 0.001954301840067755)	(13.0, 0.002475448997419156)	(14.0, 0.003240026734849172)	(15.0, 0.004165748659091793)	(16.0, 0.005468616552470296)	(17.0, 0.0075703481804729866)	(18.0, 0.010817232114760992)	(19.0, 0.014784121990126593)	(20.0, 0.020719028104437615)	(21.0, 0.030116819935359924)	(22.0, 0.04316264186774204)	(23.0, 0.062057654921449754)	(24.0, 0.08372297654844649)	(25.0, 0.11221121161708329)	(26.0, 0.15281954669385958)	(27.0, 0.20921658347855168)	(28.0, 0.2855440704322154)	(29.0, 0.3701859117054657)	(30.0, 0.47030788071188423)	(31.0, 0.6054015668563574)	(32.0, 0.7984145880609438)	(33.0, 1.0096437595747934)	(34.0, 1.279368270901618)	(35.0, 1.6312180313076412)	(36.0, 2.048125471389604)	(37.0, 2.5440072774086206)	(38.0, 3.069135039034265)	(39.0, 3.6926053264119503)	(40.0, 4.383279596889931)	(41.0, 5.064737791322118)	(42.0, 5.730787858615245)	(43.0, 6.200643164164166)	(44.0, 6.416130656529531)	(45.0, 6.439424563023251)	(46.0, 6.303679442932089)	(47.0, 6.054166526951228)	(48.0, 5.5637739090829985)	(49.0, 4.783455470341138)	(50.0, 4.023338341146084)	(51.0, 3.521809631389187)	(52.0, 3.192907488905223)	(53.0, 2.7283767987205563)	(54.0, 2.2118513937909294)	(55.0, 1.8242139095136305)	(56.0, 1.5595671543712624)	(57.0, 1.3888571743414841)	(58.0, 1.1261475780405867)	(59.0, 0.7981060140861963)	(60.0, 0.5506434007375467)	(61.0, 0.41463770706770864)	(62.0, 0.30038305001785276)	(63.0, 0.20993316081990987)	(64.0, 0.15780473068589207)	(65.0, 0.11627753088431199)	(66.0, 0.08625328314137631)	(67.0, 0.06363481079238163)	(68.0, 0.04567580546207478)	(69.0, 0.03524600511560792)	(70.0, 0.027257367769366048)	(71.0, 0.0199544503670076)	(72.0, 0.014208117237264516)	(73.0, 0.010042368578172724)	(74.0, 0.007097201419193425)	(75.0, 0.007902922353256446)	(76.0, 0.007189773611617686)	(77.0, 0.005389758758923702)	(78.0, 0.004378321841695653)	(79.0, 0.002880023764310375)	(80.0, 0.0016834424622338025)	(81.0, 0.0011897241026377382)	(82.0, 0.0009497221222785403)	(83.0, 0.0007714349368688504)	(84.0, 0.0006171479494950804)	(85.0, 0.0005725761531426579)	(86.0, 0.000545147355387321)	(87.0, 0.0005211471573514012)	(88.0, 0.0005074327584737328)	(89.0, 0.00044571796352422475)	(90.0, 0.0004148605660494707)	(91.0, 0.0003840031685747167)	(92.0, 0.0003805745688552996)	(93.0, 0.0003977175674523851)	(94.0, 0.00036686016997763114)	(95.0, 0.00029143097615045465)	(96.0, 0.0002811451769922033)	(97.0, 0.0003360027725028771)	(98.0, 0.000363431570258214)	(99.0, 0.0004868611601572301)	(100.0, 0.0017931576532551501)
SRR24630882_1	(0.0, 0.03240347651461847)	(1.0, 0.06181463983981044)	(2.0, 0.06271137981793826)	(3.0, 0.02798337520398847)	(4.0, 0.018510366711638283)	(5.0, 0.013762732713961601)	(6.0, 0.011339626815616236)	(7.0, 0.009714683096384635)	(8.0, 0.008576268514222376)	(9.0, 0.007870324276121757)	(10.0, 0.007383795139052412)	(11.0, 0.007142120535017967)	(12.0, 0.007310656772041988)	(13.0, 0.007596850382082779)	(14.0, 0.008391832632196087)	(15.0, 0.009641544729374209)	(16.0, 0.011663979573662466)	(17.0, 0.014786669852107545)	(18.0, 0.019098653576722132)	(19.0, 0.02509281974257648)	(20.0, 0.034464070506912164)	(21.0, 0.0463951641166127)	(22.0, 0.06261598194792466)	(23.0, 0.08385790767095226)	(24.0, 0.11169182621191943)	(25.0, 0.14841364630915338)	(26.0, 0.19195641411235956)	(27.0, 0.25395866976319675)	(28.0, 0.32862976255183957)	(29.0, 0.4124781304357905)	(30.0, 0.5037389128197979)	(31.0, 0.6127595986713366)	(32.0, 0.7669797953353177)	(33.0, 0.9559820554062561)	(34.0, 1.183884386939739)	(35.0, 1.4832047438944012)	(36.0, 1.8539304065542408)	(37.0, 2.2739608683661077)	(38.0, 2.849750612478175)	(39.0, 3.4761044076264493)	(40.0, 4.130129944936668)	(41.0, 4.814514264414213)	(42.0, 5.354393070324162)	(43.0, 5.833636990053468)	(44.0, 6.221263975350717)	(45.0, 6.353383665461548)	(46.0, 6.276244947768553)	(47.0, 6.1389451533159844)	(48.0, 5.863833595841772)	(49.0, 5.19757169173781)	(50.0, 4.327565376716808)	(51.0, 3.6352598540991337)	(52.0, 3.1947442896663474)	(53.0, 2.850494715864281)	(54.0, 2.3294156502050116)	(55.0, 1.9324873725814373)	(56.0, 1.7546466633020896)	(57.0, 1.5241304301302343)	(58.0, 1.2052948488997908)	(59.0, 0.8366424999482467)	(60.0, 0.5591746150846992)	(61.0, 0.44271289537209985)	(62.0, 0.35787238964000756)	(63.0, 0.231705526618025)	(64.0, 0.15408981957496243)	(65.0, 0.11989604303308879)	(66.0, 0.09874315532207385)	(67.0, 0.07045132700504142)	(68.0, 0.0468848731826825)	(69.0, 0.035529346722063995)	(70.0, 0.031703892134518755)	(71.0, 0.026714583532807628)	(72.0, 0.018141494947585705)	(73.0, 0.009142295876303051)	(74.0, 0.004938429737703875)	(75.0, 0.0034502229654917605)	(76.0, 0.0021146527853014014)	(77.0, 0.0014246081922030494)	(78.0, 0.0010398367831482079)	(79.0, 0.0007250238121033377)	(80.0, 0.000499248853071158)	(81.0, 0.0003275326870466833)	(82.0, 0.00014945666302130207)	(83.0, 8.585808301223736e-05)	(84.0, 5.723872200815823e-05)	(85.0, 4.133907700589206e-05)	(86.0, 3.497921900498559e-05)	(87.0, 1.907957400271941e-05)	(88.0, 1.2719716001812942e-05)	(89.0, 1.907957400271941e-05)	(90.0, 1.5899645002266175e-05)	(91.0, 6.359858000906471e-06)	(92.0, 9.539787001359706e-06)	(93.0, 1.2719716001812942e-05)	(94.0, 9.539787001359706e-06)	(95.0, 6.359858000906471e-06)	(96.0, 6.359858000906471e-06)	(97.0, 9.539787001359706e-06)	(98.0, 1.2719716001812942e-05)	(99.0, 1.5899645002266175e-05)	(100.0, 4.133907700589206e-05)
SRR24630882_2	(0.0, 0.008326194474968877)	(1.0, 0.006529288486291483)	(2.0, 0.003272595154600067)	(3.0, 0.00158382156170149)	(4.0, 0.0012530636452015803)	(5.0, 0.001103586509860275)	(6.0, 0.001081323957788166)	(7.0, 0.0010399792182256772)	(8.0, 0.001103586509860275)	(9.0, 0.001332572759744828)	(10.0, 0.001520214270066892)	(11.0, 0.001806447082422583)	(12.0, 0.002315305415499367)	(13.0, 0.002948197967263617)	(14.0, 0.0035651886961192178)	(15.0, 0.004579724997691055)	(16.0, 0.00603315161154162)	(17.0, 0.007651957183642139)	(18.0, 0.010978618536131614)	(19.0, 0.015564704262986128)	(20.0, 0.021753693739032513)	(21.0, 0.03104035831768382)	(22.0, 0.043453321280175615)	(23.0, 0.06176586054177638)	(24.0, 0.08460087823859705)	(25.0, 0.11269939931818071)	(26.0, 0.14990966492442054)	(27.0, 0.20427799744909317)	(28.0, 0.2783741314742364)	(29.0, 0.36212903273409325)	(30.0, 0.46146454007984494)	(31.0, 0.5944514850648808)	(32.0, 0.7858299237704773)	(33.0, 0.9897994258551427)	(34.0, 1.2594116529067132)	(35.0, 1.6157237988208224)	(36.0, 2.0350485081927463)	(37.0, 2.5328264510667835)	(38.0, 3.0589350816348704)	(39.0, 3.6872224654847754)	(40.0, 4.385862694247127)	(41.0, 5.082718738479129)	(42.0, 5.749237284966009)	(43.0, 6.221244733634289)	(44.0, 6.446195100864626)	(45.0, 6.453675318360855)	(46.0, 6.322666560145655)	(47.0, 6.080233728809549)	(48.0, 5.5771859218235855)	(49.0, 4.797236492164727)	(50.0, 4.033961714007877)	(51.0, 3.530738986969919)	(52.0, 3.1921096681302283)	(53.0, 2.72060153670128)	(54.0, 2.2114060849788326)	(55.0, 1.8133580146586818)	(56.0, 1.5419361601601071)	(57.0, 1.3749065926922346)	(58.0, 1.1117218824603403)	(59.0, 0.7887940235606498)	(60.0, 0.549115387952321)	(61.0, 0.4166118583837082)	(62.0, 0.3018420417228213)	(63.0, 0.2125755686428265)	(64.0, 0.1609995962209127)	(65.0, 0.1180583136383956)	(66.0, 0.08768901224745679)	(67.0, 0.06595440069591466)	(68.0, 0.04728248023657842)	(69.0, 0.03539745779465378)	(70.0, 0.026336599101305296)	(71.0, 0.018805495771768894)	(72.0, 0.01333208832661174)	(73.0, 0.009347091505704175)	(74.0, 0.006561092132108782)	(75.0, 0.006942735881916371)	(76.0, 0.006424336455094397)	(77.0, 0.0050790422370226495)	(78.0, 0.004207622341628657)	(79.0, 0.002728752811124254)	(80.0, 0.0016188055721005187)	(81.0, 0.0012117189056390916)	(82.0, 0.0010495203119708669)	(83.0, 0.0009254860932834007)	(84.0, 0.0007791893225238255)	(85.0, 0.0007060409371440377)	(86.0, 0.0006233514580190604)	(87.0, 0.000604269270528681)	(88.0, 0.0006106299996921407)	(89.0, 0.0005629245309661923)	(90.0, 0.0004993172393315942)	(91.0, 0.0003975455727162374)	(92.0, 0.00032757755191817963)	(93.0, 0.0003911848435527776)	(94.0, 0.0004325295831152663)	(95.0, 0.00035938119773547863)	(96.0, 0.0003562008331537488)	(97.0, 0.0004007259372979673)	(98.0, 0.0003880044789710478)	(99.0, 0.00042934921853353647)	(100.0, 0.0019368420302735088)
SRR24630883_1	(0.0, 0.06750054104265342)	(1.0, 0.06252536407018161)	(2.0, 0.04100913528444131)	(3.0, 0.01990384482366558)	(4.0, 0.013096698524634166)	(5.0, 0.009533141752422333)	(6.0, 0.007516093332939753)	(7.0, 0.006399344907845198)	(8.0, 0.005872340033081476)	(9.0, 0.0056527546685965924)	(10.0, 0.005483360244565395)	(11.0, 0.005404936900106508)	(12.0, 0.005781368953509168)	(13.0, 0.006687942815453904)	(14.0, 0.008021139671254986)	(15.0, 0.009981723282727168)	(16.0, 0.012516365775638402)	(17.0, 0.015832104779360156)	(18.0, 0.020860609626064005)	(19.0, 0.027877930488245235)	(20.0, 0.037244814750414725)	(21.0, 0.0482899585840044)	(22.0, 0.06423185604560701)	(23.0, 0.0832887287491166)	(24.0, 0.10647380630494202)	(25.0, 0.13739769949197045)	(26.0, 0.17635841701914562)	(27.0, 0.23258795499616777)	(28.0, 0.3046213653485449)	(29.0, 0.3913324888498473)	(30.0, 0.4796277639092193)	(31.0, 0.5864309482608886)	(32.0, 0.7331076978692346)	(33.0, 0.9092308448550036)	(34.0, 1.1248793574480518)	(35.0, 1.4026642543227652)	(36.0, 1.7613506733412672)	(37.0, 2.1478554211062253)	(38.0, 2.6414864574020234)	(39.0, 3.1934048602334455)	(40.0, 3.7743806806537736)	(41.0, 4.363082768970191)	(42.0, 4.784708627317618)	(43.0, 5.170184460803275)	(44.0, 5.530511496187858)	(45.0, 5.65029844944814)	(46.0, 5.618813045114786)	(47.0, 5.555217986626185)	(48.0, 5.302895581230382)	(49.0, 4.767461765404219)	(50.0, 4.149354059849497)	(51.0, 3.6370614045062615)	(52.0, 3.232340482290393)	(53.0, 2.9035459052458408)	(54.0, 2.570215321957787)	(55.0, 2.4426581837285175)	(56.0, 2.4526587286139145)	(57.0, 2.3563485877508445)	(58.0, 2.0464854060586677)	(59.0, 1.5451877036085686)	(60.0, 1.1267897501190702)	(61.0, 0.8773627346006901)	(62.0, 0.7247854125552575)	(63.0, 0.5332097297773094)	(64.0, 0.33212286378338746)	(65.0, 0.24728762668154158)	(66.0, 0.24300884900786468)	(67.0, 0.1773747835633328)	(68.0, 0.09766215932154144)	(69.0, 0.10799835612122279)	(70.0, 0.17978708563888818)	(71.0, 0.22734300171875738)	(72.0, 0.17307091041942904)	(73.0, 0.07413829291765363)	(74.0, 0.030610199809192863)	(75.0, 0.027062327705872805)	(76.0, 0.02153818732218879)	(77.0, 0.016390478991907435)	(78.0, 0.007208673822660914)	(79.0, 0.0011042006899811322)	(80.0, 0.0005207310072070112)	(81.0, 0.000288597907608705)	(82.0, 0.00020076376181475133)	(83.0, 9.724494712902017e-05)	(84.0, 6.901254312382076e-05)	(85.0, 5.9601741788754297e-05)	(86.0, 3.1369337783554895e-05)	(87.0, 2.1958536448488426e-05)	(88.0, 1.8821602670132937e-05)	(89.0, 1.2547735113421958e-05)	(90.0, 3.1369337783554895e-06)	(91.0, 6.273867556710979e-06)	(92.0, 1.2547735113421958e-05)	(93.0, 9.410801335066468e-06)	(94.0, 6.273867556710979e-06)	(95.0, 6.273867556710979e-06)	(96.0, 6.273867556710979e-06)	(97.0, 3.1369337783554895e-06)	(98.0, 3.1369337783554895e-06)	(99.0, 6.273867556710979e-06)	(100.0, 2.8232404005199405e-05)
SRR24630883_2	(0.0, 0.039060930062393015)	(1.0, 0.028239954336674658)	(2.0, 0.011486109635214525)	(3.0, 0.004533577826518707)	(4.0, 0.0031907603111207784)	(5.0, 0.0026291613969707103)	(6.0, 0.002359342924250566)	(7.0, 0.002233845960194685)	(8.0, 0.002177372326369538)	(9.0, 0.0022934570181212285)	(10.0, 0.0026605356379846806)	(11.0, 0.003002514865036957)	(12.0, 0.0033852806054073944)	(13.0, 0.004141399813844078)	(14.0, 0.005462255360532227)	(15.0, 0.006710950152888246)	(16.0, 0.008461632801467786)	(17.0, 0.011445323121896363)	(18.0, 0.016060473975051393)	(19.0, 0.02145684342945428)	(20.0, 0.029457274888016707)	(21.0, 0.041574006767612026)	(22.0, 0.052702450055267296)	(23.0, 0.06868135100368236)	(24.0, 0.09089431364157333)	(25.0, 0.11684081096012676)	(26.0, 0.15326630477734626)	(27.0, 0.2105650811411602)	(28.0, 0.2872688255721148)	(29.0, 0.36577345143727125)	(30.0, 0.45605282995497076)	(31.0, 0.5781017649234166)	(32.0, 0.7800357923616336)	(33.0, 0.9775303646963737)	(34.0, 1.2021730677805023)	(35.0, 1.5160127380673487)	(36.0, 1.8981604058898112)	(37.0, 2.370025853315823)	(38.0, 2.862971653279121)	(39.0, 3.427707991530586)	(40.0, 3.998599955868993)	(41.0, 4.543225405630503)	(42.0, 5.094012756327157)	(43.0, 5.4946775011960645)	(44.0, 5.708223135233552)	(45.0, 5.760392223191581)	(46.0, 5.641082259463656)	(47.0, 5.440334178335767)	(48.0, 5.1142397295088635)	(49.0, 4.506865797719413)	(50.0, 3.881451677346929)	(51.0, 3.542572225306833)	(52.0, 3.3217226679612932)	(53.0, 3.0015799126547402)	(54.0, 2.6702930269400253)	(55.0, 2.369577201669323)	(56.0, 2.134784931617175)	(57.0, 1.9285902822492607)	(58.0, 1.6531150338742973)	(59.0, 1.3398526496221081)	(60.0, 1.0657766923963679)	(61.0, 0.8609436850884602)	(62.0, 0.6434825457724292)	(63.0, 0.46891626877069853)	(64.0, 0.34117918390641994)	(65.0, 0.21550024925265773)	(66.0, 0.178685714846865)	(67.0, 0.18593002709699075)	(68.0, 0.18197687272923047)	(69.0, 0.16633681358376629)	(70.0, 0.13637441341542467)	(71.0, 0.12538715421233226)	(72.0, 0.1268335067230763)	(73.0, 0.0973668195627554)	(74.0, 0.06333831775900323)	(75.0, 0.09205202313498884)	(76.0, 0.08964561884921732)	(77.0, 0.061220556490560234)	(78.0, 0.04517576963601582)	(79.0, 0.021801960080607953)	(80.0, 0.0058199217080914896)	(81.0, 0.0016283231086250583)	(82.0, 0.0012581070646602087)	(83.0, 0.0010447622257652106)	(84.0, 0.0009286775340135206)	(85.0, 0.0008220051145660216)	(86.0, 0.0007027829987129345)	(87.0, 0.0005929731551640385)	(88.0, 0.0005114001285277158)	(89.0, 0.0005239498249333039)	(90.0, 0.00048002588751374546)	(91.0, 0.0005302246731360979)	(92.0, 0.0004768884634123484)	(93.0, 0.00035139149935646725)	(94.0, 0.00037335346806624645)	(95.0, 0.00037649089216764347)	(96.0, 0.00043296452599279)	(97.0, 0.0004423767982969811)	(98.0, 0.0004643387670067603)	(99.0, 0.0005835608828598474)	(100.0, 0.0017506826485795422)
SRR24630893_1	(0.0, 0.06125641545028346)	(1.0, 0.05550905057437042)	(2.0, 0.03159220310772587)	(3.0, 0.012202473197267623)	(4.0, 0.010457519530058352)	(5.0, 0.010152457700126662)	(6.0, 0.009932813182575845)	(7.0, 0.00949352414747421)	(8.0, 0.009115247478358913)	(9.0, 0.008907805434005364)	(10.0, 0.00939590436189607)	(11.0, 0.009310487049515197)	(12.0, 0.009212867263937056)	(13.0, 0.009969420602167647)	(14.0, 0.01175098168896872)	(15.0, 0.013703377400531541)	(16.0, 0.017059057529780135)	(17.0, 0.022135286379843466)	(18.0, 0.02976183212813573)	(19.0, 0.04193990037900882)	(20.0, 0.055777504984710305)	(21.0, 0.07002999367911888)	(22.0, 0.09107925994440552)	(23.0, 0.119962514002338)	(24.0, 0.1633423062186244)	(25.0, 0.22513563048958762)	(26.0, 0.2922980429673486)	(27.0, 0.36835605840591773)	(28.0, 0.4635231468714079)	(29.0, 0.5675492308781144)	(30.0, 0.6811420538714786)	(31.0, 0.8213484709080836)	(32.0, 1.0158802986189241)	(33.0, 1.271253657691341)	(34.0, 1.5560593821155673)	(35.0, 1.9083935932134724)	(36.0, 2.326682171942609)	(37.0, 2.7880332785849036)	(38.0, 3.3791698901533365)	(39.0, 4.025034594011514)	(40.0, 4.666079320956771)	(41.0, 5.280534858805183)	(42.0, 5.74039726371741)	(43.0, 6.000529587336762)	(44.0, 6.144091684502615)	(45.0, 6.196074220322975)	(46.0, 5.990706596412961)	(47.0, 5.630599409888396)	(48.0, 5.159693766732641)	(49.0, 4.386081370972269)	(50.0, 3.5764716792799565)	(51.0, 2.930082269074296)	(52.0, 2.416370349942526)	(53.0, 2.016592923053645)	(54.0, 1.6868942997366707)	(55.0, 1.5511905953098573)	(56.0, 1.7247707765409892)	(57.0, 1.823378962448109)	(58.0, 1.4849799757414832)	(59.0, 0.9619941769797903)	(60.0, 0.5873904522968715)	(61.0, 0.467720797651268)	(62.0, 0.3486978740851196)	(63.0, 0.18849160347819297)	(64.0, 0.13317779247497885)	(65.0, 0.10004807774439722)	(66.0, 0.06846807710986863)	(67.0, 0.0476384553621328)	(68.0, 0.02901748126310241)	(69.0, 0.021134683577667523)	(70.0, 0.018706391411411265)	(71.0, 0.014923624720258303)	(72.0, 0.0085173262916928)	(73.0, 0.004429497770608147)	(74.0, 0.002843176254963356)	(75.0, 0.002708949049793412)	(76.0, 0.0022452550682972427)	(77.0, 0.0013666769980939736)	(78.0, 0.0008053632310196631)	(79.0, 0.0004270865619043668)	(80.0, 0.00028065688353715534)	(81.0, 0.0001708346247617467)	(82.0, 0.00012202473197267623)	(83.0, 7.321483918360574e-05)	(84.0, 6.101236598633812e-05)	(85.0, 3.660741959180287e-05)	(86.0, 1.2202473197267622e-05)	(87.0, 1.2202473197267622e-05)	(88.0, 0.0)	(89.0, 1.2202473197267622e-05)	(90.0, 1.2202473197267622e-05)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 1.2202473197267622e-05)	(98.0, 1.2202473197267622e-05)	(99.0, 0.0)	(100.0, 0.0)
SRR24630893_2	(0.0, 0.06018294296787571)	(1.0, 0.04469791567139674)	(2.0, 0.016863914675913264)	(3.0, 0.004063446879217885)	(4.0, 0.003416712090633657)	(5.0, 0.003270281572463643)	(6.0, 0.003355699374729485)	(7.0, 0.003563142608803671)	(8.0, 0.0037705858428778573)	(9.0, 0.0036851680406120163)	(10.0, 0.003880408731505368)	(11.0, 0.004929827445057134)	(12.0, 0.005356916456386342)	(13.0, 0.005881625813162225)	(14.0, 0.007760817463010736)	(15.0, 0.010006085408284283)	(16.0, 0.012593024562621196)	(17.0, 0.016558851096392404)	(18.0, 0.022135413330033767)	(19.0, 0.028956634968120246)	(20.0, 0.037034718553832675)	(21.0, 0.046894373443946945)	(22.0, 0.06287970501084013)	(23.0, 0.0878461083588275)	(24.0, 0.11177529553644393)	(25.0, 0.14252570435214684)	(26.0, 0.18848048197116954)	(27.0, 0.2525072260410081)	(28.0, 0.33707085028419115)	(29.0, 0.4314819268743076)	(30.0, 0.5547154104575551)	(31.0, 0.7233423546735069)	(32.0, 0.9254408748344878)	(33.0, 1.1403886729648873)	(34.0, 1.4527249682215269)	(35.0, 1.875384456376091)	(36.0, 2.304938381427827)	(37.0, 2.7829486054506565)	(38.0, 3.3275847152408424)	(39.0, 3.935539821596378)	(40.0, 4.600993311420006)	(41.0, 5.284909249076237)	(42.0, 5.870924182792633)	(43.0, 6.222796717955176)	(44.0, 6.338196168816328)	(45.0, 6.289495818981618)	(46.0, 6.102943338833019)	(47.0, 5.780125058984043)	(48.0, 5.262017278068991)	(49.0, 4.408766648692321)	(50.0, 3.556187159190596)	(51.0, 2.9870239376069323)	(52.0, 2.5916859436342565)	(53.0, 2.167208276545748)	(54.0, 1.802193602377446)	(55.0, 1.6501987245169714)	(56.0, 1.713578733798226)	(57.0, 1.7717970673139873)	(58.0, 1.4820476794850723)	(59.0, 1.0158617198044713)	(60.0, 0.6739830675070314)	(61.0, 0.48568562368357443)	(62.0, 0.3164241472222192)	(63.0, 0.1865158725190552)	(64.0, 0.12353854716276838)	(65.0, 0.086113347227149)	(66.0, 0.060695449781470755)	(67.0, 0.046247638655362716)	(68.0, 0.034472184485857434)	(69.0, 0.02679678482511254)	(70.0, 0.01926781568253766)	(71.0, 0.012251353353557828)	(72.0, 0.008810236176562502)	(73.0, 0.006503955515384783)	(74.0, 0.004685776581440444)	(75.0, 0.006028056331332239)	(76.0, 0.006503955515384783)	(77.0, 0.0039902316201328785)	(78.0, 0.0028187874747727672)	(79.0, 0.0014399000953384698)	(80.0, 0.000573519529499221)	(81.0, 0.0002684559499783588)	(82.0, 0.00017083560453168286)	(83.0, 0.0001464305181700139)	(84.0, 7.321525908500694e-05)	(85.0, 6.1012715904172455e-05)	(86.0, 0.00012202543180834491)	(87.0, 9.762034544667593e-05)	(88.0, 6.1012715904172455e-05)	(89.0, 6.1012715904172455e-05)	(90.0, 4.881017272333797e-05)	(91.0, 2.4405086361668984e-05)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 1.2202543180834492e-05)	(96.0, 2.4405086361668984e-05)	(97.0, 3.660762954250347e-05)	(98.0, 2.4405086361668984e-05)	(99.0, 0.0)	(100.0, 3.660762954250347e-05)
