Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
SRR24630932_1	(1, 0.18663678343070264)	(2, 0.0)	(3, 0.0)	(4, 0.06816946402616747)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 5.004050421383937e-05)	(20, 0.0004889672126038018)	(25, 0.0003803078320251792)	(30, 0.0005976265931824245)	(35, 7.720534935849503e-05)	(40, 0.00024305387761007697)	(45, 0.0004389267083899625)	(50, 6.719724851572716e-05)	(55, 0.00030739166874215617)	(60, 4.00324033710715e-05)	(65, 0.00014869178394969415)	(70, 0.0)	(75, 0.0002916646531320924)	(80, 0.0013982746606038545)	(85, 0.0007548967492830626)	(90, 0.0018643662141384725)	(95, 0.0001758566290943498)	(100, 0.0007348805475975268)	(105, 0.00023161604807548508)	(110, 0.0004560834526918503)	(115, 0.00063908872524532)	(120, 6.0048605056607246e-05)	(125, 0.010324070883660975)	(130, 0.007588999896201697)	(135, 0.004084734872541117)	(140, 0.0032512030452077354)	(145, 0.006432349384516096)	(150, 0.007155792102579031)																	
SRR24630932_2	(1, 0.11540770000403183)	(2, 0.0007148643459119911)	(3, 0.014983556690315331)	(4, 0.011030356857422022)	(5, 0.00476099654377386)	(6, 0.010601438249874827)	(7, 0.013832625093397027)	(8, 0.01035838437226475)	(9, 0.01702806871962363)	(10, 0.006828384232151339)	(15, 0.007962159084767757)	(20, 0.008691320717597987)	(25, 0.009537720103157786)	(30, 0.010594289606415707)	(35, 0.010402705961711294)	(40, 0.013721106255434757)	(45, 0.00908020692177411)	(50, 0.009730733476554022)	(55, 0.01102606767134655)	(60, 0.011773815777170493)	(65, 0.011589380775925199)	(70, 0.010801600266730185)	(75, 0.010544249102201869)	(80, 0.01016394127017669)	(85, 0.011896772444667355)	(90, 0.012011150740013273)	(95, 0.011513605155258528)	(100, 0.012991944622604525)	(105, 0.010143925068491152)	(110, 0.009916598206491139)	(115, 0.009659247041962823)	(120, 0.010638611195862251)	(125, 0.01061716526548489)	(130, 0.009576322777837033)	(135, 0.012058331786843466)	(140, 0.01232569105221455)	(145, 0.008396796607082247)	(150, 0.008682027481101131)																	
SRR24630933_1	(1, 0.1819654323860859)	(2, 0.0)	(3, 0.0)	(4, 0.06873314593754432)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 4.675370821841878e-05)	(20, 0.0004997451922902096)	(25, 0.00034389949822881367)	(30, 0.0005693562689709665)	(35, 6.129930633081573e-05)	(40, 0.00025870385214191724)	(45, 0.0004955893071152391)	(50, 9.039050255560963e-05)	(55, 0.00027117150766682894)	(60, 3.220811010602183e-05)	(65, 0.00013091038301157258)	(70, 0.0)	(75, 0.0002867560770729685)	(80, 0.0014358583279523278)	(85, 0.0007657218434883253)	(90, 0.0017600173716000311)	(95, 0.00011740375619291827)	(100, 0.0006036423216644736)	(105, 0.00021402808651098374)	(110, 0.0004446797137218497)	(115, 0.0005683172976772238)	(120, 5.8182392449587814e-05)	(125, 0.01074608009118012)	(130, 0.007884753148212891)	(135, 0.004222379337770087)	(140, 0.0033589941926699535)	(145, 0.0063491535760612705)	(150, 0.007322150192651251)																	
SRR24630933_2	(1, 0.11474918453740582)	(2, 0.0005402650727461725)	(3, 0.0156261282578893)	(4, 0.011516996791137159)	(5, 0.004524719984249195)	(6, 0.011091018560702676)	(7, 0.014301439858367432)	(8, 0.010691014612611762)	(9, 0.01751186115603219)	(10, 0.006955912811606972)	(15, 0.008106054033780074)	(20, 0.00884891850880606)	(25, 0.0097538625056559)	(30, 0.010795950713279767)	(35, 0.010579844684181298)	(40, 0.013959618302726105)	(45, 0.009267623940184344)	(50, 0.00989620157289864)	(55, 0.011159590666089693)	(60, 0.011845311719959834)	(65, 0.011728946935060658)	(70, 0.010984004517447184)	(75, 0.010691014612611762)	(80, 0.010347115114382946)	(85, 0.012020897868602338)	(90, 0.012217263443119698)	(95, 0.011602192437224056)	(100, 0.013242728110043683)	(105, 0.010284776836758389)	(110, 0.010062436979897463)	(115, 0.009786070615761923)	(120, 0.010750235976355091)	(125, 0.010716988894955327)	(130, 0.00974970662048093)	(135, 0.012311809830850277)	(140, 0.012702463037297511)	(145, 0.008599565398307828)	(150, 0.00891177627207749)																	
SRR24630947_1	(1, 0.01147715083141133)	(2, 0.0005634776893974555)	(3, 0.00017794032296761751)	(4, 0.003054642210944101)	(5, 0.0)	(6, 0.008303881738488818)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 5.931344098920584e-06)	(20, 3.558806459352351e-05)	(25, 0.0004923015602104084)	(30, 0.000800731453354279)	(35, 0.008867359427886275)	(40, 0.010492547710990513)	(45, 0.006856633778352196)	(50, 0.0031258183401311475)	(55, 0.0005516150011996144)	(60, 5.931344098920584e-06)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.000599065753990979)	(95, 0.0021234211874135694)	(100, 0.00019573435526437928)	(105, 0.00036181199003415565)	(110, 0.0005041642484082497)	(115, 0.0010617105937067847)	(120, 0.0012515136048722433)	(125, 0.0005872030657931379)	(130, 0.00101425984091542)	(135, 0.0009905344645197377)	(140, 0.0010023971527175787)	(145, 0.001998862961336237)	(150, 0.002965672049460292)																	
SRR24630947_2	(1, 0.0567926197471646)	(2, 0.05243308183445797)	(3, 0.04952672322598688)	(4, 0.06195288911322551)	(5, 0.0578009482439811)	(6, 0.01613325594906399)	(7, 0.01126955378794911)	(8, 0.009964658086186582)	(9, 0.005931344098920584)	(10, 0.004893358881609482)	(15, 0.0035113557065609862)	(20, 0.0033690034481868914)	(25, 0.0031020929637354654)	(30, 0.0024437137687552805)	(35, 0.002153077907908172)	(40, 0.0015006300570269077)	(45, 0.0007473493564639936)	(50, 0.000599065753990979)	(55, 0.00021352838756114102)	(60, 0.00017794032296761751)	(65, 0.00017794032296761751)	(70, 0.0004092627428255203)	(75, 0.0002313224198579028)	(80, 0.0004626448397158056)	(85, 0.0002609791403525057)	(90, 0.0004863702161114879)	(95, 0.0006465165067823437)	(100, 0.00274028097370131)	(105, 0.006720212864077022)	(110, 0.011346661261235078)	(115, 0.015202034925533459)	(120, 0.0176635427265855)	(125, 0.020546175958660904)	(130, 0.02293057628642698)	(135, 0.026068257314755965)	(140, 0.02934235925736013)	(145, 0.032094502919259284)	(150, 0.03358623596013781)																	
SRR24630948_1	(1, 0.011461996486063988)	(2, 0.000995525516395229)	(3, 0.00018834266526396225)	(4, 0.003201825309487358)	(5, 0.0)	(6, 0.007991110226199541)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 4.8430971067876e-05)	(25, 0.0005327406817466361)	(30, 0.0009201884502896441)	(35, 0.008545375783976345)	(40, 0.009820724688763745)	(45, 0.006543562313170803)	(50, 0.0031480131194119403)	(55, 0.00047892849167121827)	(60, 2.690609503770889e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 1.6143657022625336e-05)	(90, 0.0007103209089955148)	(95, 0.0021740124790468785)	(100, 0.0002529172933544636)	(105, 0.0003390167974751321)	(110, 0.0005381219007541779)	(115, 0.0010601001444857303)	(120, 0.0012807301237949432)	(125, 0.0006403650618974716)	(130, 0.0011031498965460645)	(135, 0.0010385752684555632)	(140, 0.0010116691734178545)	(145, 0.0021901561360695037)	(150, 0.003470886259864447)																	
SRR24630948_2	(1, 0.056933297099792016)	(2, 0.05101395619149606)	(3, 0.04891528077855476)	(4, 0.06212617344206983)	(5, 0.05677186052956576)	(6, 0.01703155815886973)	(7, 0.011811775721554204)	(8, 0.010305034399442504)	(9, 0.006376744523937008)	(10, 0.0053166443794512765)	(15, 0.003912146218482873)	(20, 0.00393367109451304)	(25, 0.0037453284292490777)	(30, 0.00281437754094435)	(35, 0.002378498801333466)	(40, 0.0016735591113454932)	(45, 0.00111929355356869)	(50, 0.0008609950412066845)	(55, 0.0004466411776259676)	(60, 0.00026906095037708893)	(65, 0.00022062997930921292)	(70, 0.00047354727266367647)	(75, 0.0002529172933544636)	(80, 0.0005327406817466361)	(85, 0.0003390167974751321)	(90, 0.0005919340908295957)	(95, 0.0009148072312821024)	(100, 0.0030888197103289806)	(105, 0.007253883222166317)	(110, 0.01174181987445616)	(115, 0.01591226460530104)	(120, 0.01818313902648367)	(125, 0.020690787083998137)	(130, 0.02284327468701485)	(135, 0.02584061367421562)	(140, 0.028789521690348516)	(145, 0.03182991042960962)	(150, 0.033323198704202465)																	
SRR24630949_1	(1, 0.011197787112116348)	(2, 0.0010827376851410208)	(3, 0.0002279447758191623)	(4, 0.003419171637287434)	(5, 0.0)	(6, 0.00851943599624119)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 3.98903357683534e-05)	(25, 0.0006211495141072172)	(30, 0.001077039065745542)	(35, 0.009288749614630862)	(40, 0.010667815508336795)	(45, 0.007151767341326216)	(50, 0.003481856450637704)	(55, 0.0005584647007569476)	(60, 1.1397238790958115e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 5.698619395479057e-06)	(90, 0.0006838343274574869)	(95, 0.002370625668519288)	(100, 0.00020515029823724604)	(105, 0.0003191226861468272)	(110, 0.0005584647007569476)	(115, 0.0012138059312370392)	(120, 0.0013676686549149739)	(125, 0.0006154508947117381)	(130, 0.0011226280209093741)	(135, 0.0009231763420676073)	(140, 0.0009231763420676073)	(145, 0.001903338878090005)	(150, 0.002792323503784738)																	
SRR24630949_2	(1, 0.05769852137922545)	(2, 0.05140154694722109)	(3, 0.05000538519532873)	(4, 0.06163056876210601)	(5, 0.05698619395479057)	(6, 0.016269558374092708)	(7, 0.0114827180818903)	(8, 0.009630666778359605)	(9, 0.006410946819913939)	(10, 0.004638676187919953)	(15, 0.003516048167010578)	(20, 0.003310897868773332)	(25, 0.0033450895851462065)	(30, 0.002666953877084199)	(35, 0.0023421325715418926)	(40, 0.001475942423429076)	(45, 0.0007237246632258403)	(50, 0.0005755605589433848)	(55, 0.0003191226861468272)	(60, 0.00015386272367793452)	(65, 0.00013106824609601832)	(70, 0.00044449231284736645)	(75, 0.00023364339521464135)	(80, 0.0005128757455931151)	(85, 0.0003020268279603901)	(90, 0.0005527660813614686)	(95, 0.0006895329468529659)	(100, 0.002877802794716924)	(105, 0.006633192976337623)	(110, 0.012006991066274373)	(115, 0.015807970203058908)	(120, 0.018167198632787235)	(125, 0.02032127676427832)	(130, 0.02267480657461117)	(135, 0.02609967683129408)	(140, 0.029524547087976992)	(145, 0.03233966506934365)	(150, 0.03346514239995076)																	
SRR24630967_1	(1, 3.976501910504938)	(2, 0.00014425338447946362)	(3, 3.93418321307628e-05)	(4, 1.3113944043587604e-05)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 5.245577617435041e-06)	(55, 0.00017048127256663885)	(60, 0.00045898804152556615)	(65, 0.0009546951263731775)	(70, 0.000957317915181895)	(75, 0.001345490658872088)	(80, 0.001767759657075609)	(85, 0.002318545306906288)	(90, 0.003144723781652307)	(95, 0.005122306543425318)	(100, 0.00510919259938173)	(105, 0.004715774278074102)	(110, 0.0040574542870860045)	(115, 0.006344526128287682)	(120, 0.0024575531137683167)	(125, 0.002318545306906288)	(130, 0.00316308330331333)	(135, 0.0027329459386836565)	(140, 0.0009730546480342002)	(145, 0.0020877398917391464)	(150, 0.0019539776624945527)																	
SRR24630967_2	(1, 1.667805175575384)	(2, 2.1948677006312134)	(3, 1.6680805684002993)	(4, 3.290668864913394)	(5, 0.572358087782381)	(6, 1.6664544393388947)	(7, 0.5703778822317992)	(8, 0.028890018728023485)	(9, 0.001416305956707461)	(10, 1.18584674966307)	(15, 1.8011136623560697)	(20, 0.811433156063409)	(25, 1.105513351240861)	(30, 1.2926178592771516)	(35, 0.8245523456846142)	(40, 0.7100938420721815)	(45, 0.8058413703232233)	(50, 0.7932913258735099)	(55, 0.4566511366969988)	(60, 0.7007435999691036)	(65, 0.36108195808494975)	(70, 0.2532905836242771)	(75, 0.46202260817725227)	(80, 0.3918079289790755)	(85, 0.16395315122174092)	(90, 0.2776930107005849)	(95, 0.06259547770885235)	(100, 0.06278694129188872)	(105, 0.06267416137311387)	(110, 0.06266104742907029)	(115, 0.29066794693731046)	(120, 0.06264006511860054)	(125, 0.05053589476636919)	(130, 0.05676764097588201)	(135, 0.06352394494713835)	(140, 0.06321970144532713)	(145, 0.001476630099307964)	(150, 0.001317951376380554)																	
SRR24630968_1	(1, 3.976639827462795)	(2, 0.00014966794296005024)	(3, 3.741698574001256e-05)	(4, 4.9889314320016754e-05)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 1.2472328580004188e-05)	(55, 0.00021202958586007118)	(60, 0.00047394848604015915)	(65, 0.0010950704493243677)	(70, 0.0009553803692283207)	(75, 0.0013619782809364575)	(80, 0.0018010042469526046)	(85, 0.002259985938696759)	(90, 0.00294845847631299)	(95, 0.004774407380425603)	(100, 0.004814318831881616)	(105, 0.004320414620113451)	(110, 0.0037566653682972614)	(115, 0.007510836270878522)	(120, 0.0024021704845088067)	(125, 0.0022998973901527725)	(130, 0.0029908643934850043)	(135, 0.0026516170561088903)	(140, 0.0011175206407683753)	(145, 0.002117801392884711)	(150, 0.002245019144400754)																	
SRR24630968_2	(1, 1.914963913188103)	(2, 2.4110258378006098)	(3, 1.915113581131063)	(4, 3.5570208047171343)	(5, 0.7693555884575584)	(6, 1.9137540973158427)	(7, 0.7677840750564778)	(8, 0.03002089489207008)	(9, 0.0010601479293003559)	(10, 1.3689977074612838)	(15, 1.9937516128279895)	(20, 0.9533149516154721)	(25, 1.247736740075051)	(30, 1.4465107351202937)	(35, 1.0320901789267785)	(40, 0.878550825175495)	(45, 0.9448711851668092)	(50, 0.9319598306207889)	(55, 0.6145265959311024)	(60, 0.8692514569862438)	(65, 0.4805538312561293)	(70, 0.33274925418593176)	(75, 0.5512245394561491)	(80, 0.5114003943001958)	(85, 0.2045337163834887)	(90, 0.3578485682203322)	(95, 0.06395061756111348)	(100, 0.06420505306414556)	(105, 0.06415266928410954)	(110, 0.06399052901256949)	(115, 0.3710492807894086)	(120, 0.06397805668398948)	(125, 0.05162795692406934)	(130, 0.06425993130989757)	(135, 0.06466154029017372)	(140, 0.06448942215576965)	(145, 0.0012472328580004188)	(150, 0.0010601479293003559)																	
SRR24630969_1	(1, 4.005704648945022)	(2, 0.00010375322857814501)	(3, 4.446566939063357e-05)	(4, 4.446566939063357e-05)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 2.9643779593755716e-06)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 2.9643779593755716e-06)	(55, 0.00019268456735941215)	(60, 0.00040611978043445337)	(65, 0.0008537408523001647)	(70, 0.0008537408523001647)	(75, 0.0011027486008877126)	(80, 0.0015622271845909261)	(85, 0.0019327744295128727)	(90, 0.0025849375805754985)	(95, 0.004467317584778987)	(100, 0.0045414270337633756)	(105, 0.004126414119450796)	(110, 0.0035483604173725597)	(115, 0.005988043477938655)	(120, 0.002060242681766022)	(125, 0.002009848256456638)	(130, 0.0027835509038536617)	(135, 0.0023715023675004573)	(140, 0.0008092751829095311)	(145, 0.0017489829960315871)	(150, 0.0020750645715629)																	
SRR24630969_2	(1, 1.6700267890836187)	(2, 2.187829509137547)	(3, 1.6703232268795565)	(4, 3.299871434927902)	(5, 0.558340588648389)	(6, 1.6687224627814936)	(7, 0.5562358802972323)	(8, 0.031185256132631012)	(9, 0.0014377233102971522)	(10, 1.1838302668325533)	(15, 1.8058901597177202)	(20, 0.8118097260647972)	(25, 1.1050519225621476)	(30, 1.2968708915574219)	(35, 0.8133838107612255)	(40, 0.7023471055368948)	(45, 0.8044847481271801)	(50, 0.7916993859883932)	(55, 0.44536814461658586)	(60, 0.6932138570440586)	(65, 0.35287362352814927)	(70, 0.24819254464871973)	(75, 0.46000920735794176)	(80, 0.38447982133101166)	(85, 0.16227597825213755)	(90, 0.2731822508462558)	(95, 0.06392384631597482)	(100, 0.06417878282048113)	(105, 0.06414321028496861)	(110, 0.06406613645802485)	(115, 0.28635298211976146)	(120, 0.06395349009556858)	(125, 0.05168985847763184)	(130, 0.05943874246343958)	(135, 0.06483094597154375)	(140, 0.06455525882132182)	(145, 0.0015325834049971707)	(150, 0.0014080795307033966)																	
SRR24630977_1	(1, 0.012804084591288654)	(2, 0.0)	(3, 0.011026965954049452)	(4, 0.05956106935740825)	(5, 0.0)	(6, 0.0)	(7, 0.000734027263207496)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.00036204652982264467)	(25, 0.0002141372767853447)	(30, 6.843562453964625e-05)	(35, 0.0)	(40, 7.395462651864998e-05)	(45, 0.00022186387955594992)	(50, 0.00026822349617958125)	(55, 0.00015563585580790517)	(60, 0.000904012524160811)	(65, 0.00033776292111502824)	(70, 5.850142097743953e-05)	(75, 0.0003079603104284081)	(80, 0.00025718549222157383)	(85, 3.3114011874022377e-06)	(90, 0.002368755649388401)	(95, 0.0006666954390636505)	(100, 0.0004426239587160991)	(105, 0.00048567217415232823)	(110, 0.00018985366807772828)	(115, 0.00014239025105829622)	(120, 0.000395160541696667)	(125, 0.0006225434232316207)	(130, 0.0008874555182237997)	(135, 0.0002527702906383708)	(140, 0.0005662496030457827)	(145, 0.0032230971557381783)	(150, 0.00033114011874022377)																	
SRR24630977_2	(1, 0.3922078756379)	(2, 0.013516035846580133)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 5.519001979003729e-06)	(7, 8.278502968505594e-05)	(8, 0.0)	(9, 0.0004028871444672723)	(10, 0.0009139467277230176)	(15, 0.000529824189984358)	(20, 0.0014018265026669472)	(25, 0.0011324992060915654)	(30, 0.0009437493384096378)	(35, 0.0037496099445351342)	(40, 0.004704397286902779)	(45, 0.0008664833107035856)	(50, 0.004105033671982974)	(55, 0.0013300794769398989)	(60, 0.0032517959660289977)	(65, 0.0010110811625534833)	(70, 0.0029350052524341834)	(75, 0.003236342760487787)	(80, 0.0012550210500254482)	(85, 0.001512206542247022)	(90, 0.0008841441170363974)	(95, 0.0012759932575456623)	(100, 0.002759500989501865)	(105, 0.003718703533452713)	(110, 0.0009018049233692094)	(115, 0.006160310008963964)	(120, 0.003940567413008664)	(125, 0.0029813648690578147)	(130, 0.0038202531698663814)	(135, 0.0025100421000508965)	(140, 0.004199960506021838)	(145, 0.0023577176454303932)	(150, 0.0051492288464104795)																	
SRR24630978_1	(1, 0.01378604219591509)	(2, 0.0)	(3, 0.011951907225480006)	(4, 0.05985193587402145)	(5, 0.0)	(6, 0.0)	(7, 0.0006514182136809745)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0003335630853033075)	(25, 0.00026426327533724637)	(30, 8.870375675655822e-05)	(35, 0.0)	(40, 5.728784290527719e-05)	(45, 0.0002707312576007454)	(50, 0.0002864392145263859)	(55, 0.0001228916630064817)	(60, 0.0008611656385115862)	(65, 0.00030214717145202646)	(70, 7.207180236470355e-05)	(75, 0.0003132351410465962)	(80, 0.00023931534374946437)	(85, 7.391979729713185e-06)	(90, 0.0022102019391842423)	(95, 0.0006329382643566915)	(100, 0.00041025487499908174)	(105, 0.0005211345709447795)	(110, 0.0001801795059117589)	(115, 0.00012751165033755244)	(120, 0.0004047108902017969)	(125, 0.0005590184670595596)	(130, 0.000849153671450802)	(135, 0.0002189873994927531)	(140, 0.000567334444255487)	(145, 0.0031166434535403217)	(150, 0.0002818192271953152)																	
SRR24630978_2	(1, 0.39518909631246013)	(2, 0.014183361106387174)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 2.7719923986424445e-05)	(7, 8.777975929034407e-05)	(8, 0.0)	(9, 0.00044813877111386183)	(10, 0.0009156814890182209)	(15, 0.000548854494931204)	(20, 0.0013869201967874364)	(25, 0.0011891847390176086)	(30, 0.0008953535447615095)	(35, 0.003847525449315713)	(40, 0.0049286024847862665)	(45, 0.0008334457145251615)	(50, 0.004352952063334852)	(55, 0.0013619722651996543)	(60, 0.003325466880904719)	(65, 0.0009942212736464232)	(70, 0.003087999532087683)	(75, 0.00329220297212101)	(80, 0.0012113606782067482)	(85, 0.001521823826854702)	(90, 0.0008888855624980105)	(95, 0.0012751165033755244)	(100, 0.002845912195939576)	(105, 0.003908509282085846)	(110, 0.0008546976562480871)	(115, 0.006321990663837203)	(120, 0.004015692988166688)	(125, 0.0030270156993175493)	(130, 0.0039870490667140495)	(135, 0.0026481767381697488)	(140, 0.004157064600497452)	(145, 0.002353421546447435)	(150, 0.005142045899481734)																	
SRR24630979_1	(1, 0.013107846533771646)	(2, 0.0)	(3, 0.011500828421064044)	(4, 0.05949839349819833)	(5, 0.0)	(6, 0.0)	(7, 0.0006647504642927029)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0003110774017369736)	(25, 0.0002684817409182179)	(30, 8.906365443921651e-05)	(35, 0.0)	(40, 4.259566081875572e-05)	(45, 0.00024395696650741916)	(50, 0.00027880796172276474)	(55, 0.00013553164805967728)	(60, 0.0008312607747660208)	(65, 0.00027235407371992295)	(70, 8.131898883580638e-05)	(75, 0.0003291482881449306)	(80, 0.00020910597129207356)	(85, 0.0)	(90, 0.0021491447049463114)	(95, 0.000624736358675084)	(100, 0.00041692116498357867)	(105, 0.0005072755970233635)	(110, 0.0001845811968812748)	(115, 0.00012649620485569881)	(120, 0.0004182119425841471)	(125, 0.0005330911490347307)	(130, 0.0008351331075677258)	(135, 0.00021943219209662039)	(140, 0.0005576159234455295)	(145, 0.002992022478117447)	(150, 0.0003710985601634021)																	
SRR24630979_2	(1, 0.3914799384763764)	(2, 0.015134367366663964)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 3.872332801705066e-05)	(7, 0.00010326220804546843)	(8, 0.0)	(9, 0.00038723328017050654)	(10, 0.0009938987524376335)	(15, 0.0005989208066637168)	(20, 0.001565713229489415)	(25, 0.0012301110533416426)	(30, 0.0009474307588171727)	(35, 0.003965268788945987)	(40, 0.004756515458094389)	(45, 0.0009267783172080791)	(50, 0.004263438414677277)	(55, 0.0014985927942598603)	(60, 0.0032876105486476007)	(65, 0.0011074871812876488)	(70, 0.0030849584653583687)	(75, 0.003332787764667493)	(80, 0.0013269193733842692)	(85, 0.0017012448775490922)	(90, 0.0010003526404404753)	(95, 0.001431472359030306)	(100, 0.0028758524940662956)	(105, 0.0038039215888749428)	(110, 0.0009564662020211512)	(115, 0.0062331650331445875)	(120, 0.004037552334577815)	(125, 0.002976533146910627)	(130, 0.003904602241719275)	(135, 0.0026835266315816102)	(140, 0.004262147637076709)	(145, 0.002467966772286695)	(150, 0.005153429570269158)																	
SRR25031738	(1, 0.0027763936400128004)	(2, 18.682791181589295)	(3, 0.026887180513808177)	(4, 0.0)	(5, 0.005698913261078907)	(6, 0.0026302676589594954)	(7, 0.0016073857915863583)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.00021918897157995794)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.00014612598105330529)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0005114409336865685)	(38, 0.00029225196210661057)	(40, 0.0)	(42, 7.306299052665264e-05)	(44, 0.0007306299052665265)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.06802164418031362)	(54, 0.0)	(56, 0.00036531495263326323)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
SRR25031739	(1, 0.003671148964735992)	(2, 16.454614109798822)	(3, 0.02779584216157251)	(4, 0.0)	(5, 0.006555623151314272)	(6, 0.0022289118714468523)	(7, 0.0014422370932891397)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 6.555623151314272e-05)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.00019666869453942813)	(38, 0.0003277811575657136)	(40, 0.0)	(42, 0.0)	(44, 0.0007211185466445699)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.06437621934590615)	(54, 0.0)	(56, 0.0005244498521051417)	(58, 0.00013111246302628543)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
SRR25031740	(1, 0.0046939899168022)	(2, 15.668284613101052)	(3, 0.016238667820288693)	(4, 0.0)	(5, 0.0046939899168022)	(6, 0.005074583693840217)	(7, 0.0011417813311140486)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.00031716148086501355)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0001268645923460054)	(38, 0.000444026073211019)	(40, 0.0)	(42, 0.0)	(44, 0.0008246198502490351)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.06952179660561097)	(54, 0.0)	(56, 0.0005708906655570243)	(58, 0.0001268645923460054)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 6.34322961730027e-05)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
