""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"CaT2T03g00081"	7615.98862155241	1.01811795797026	0.138218213169175	7.36601880914286	1.75799029298959e-13	2.79437401925834e-11
"CaT2T07g02914"	821.433911470667	1.27047955955885	0.199252495151339	6.37622910866875	1.81501345784318e-10	1.64303482840719e-08
"CaT2T01g01338"	65.2359375546803	1.88206730855249	0.310930507636218	6.05301590654612	1.42158823970579e-09	1.10375391519003e-07
"CaT2T10g01104"	34.9658805944766	1.80975207435437	0.514755684515793	3.51574956584834	0.000438514407602253	0.00622523934336616
"CaT2T01g00051"	5061.79081794647	1.27254151583104	0.32562043602858	3.90805175299056	9.30433785923078e-05	0.00176929634998684
"CaT2T12g00573"	62.3552369337643	1.39430545504078	0.476941299428696	2.92343199616168	0.00346195837391806	0.0317606892663146
"CaT2T12g00575"	50.7924619357864	2.27615708601054	0.465561678671671	4.88905593025788	1.01320708209571e-06	3.79473309207163e-05
"CaT2T07g00196"	5309.59456090123	1.07143608935442	0.112007276624398	9.56577216806498	1.1136699570351e-21	8.32653904543241e-19
"CaT2T09g01480"	55.5402673839802	1.00738994607855	0.33718584836707	2.98764005357033	0.00281140448981369	0.027180949442466
"CaT2T01g00212"	158.182736450018	1.05540821377537	0.361269175430105	2.92139015878912	0.00348473129273138	0.0318872013622305
"CaT2T01g03743"	940.755820803181	1.03265298855436	0.201541493861712	5.123773614891	2.99480529642402e-07	1.28630073444493e-05
"CaT2T02g03983"	288.176623087267	1.24903731284544	0.20304081292266	6.15165638309974	7.66778670315953e-10	6.21645020789886e-08
"CaT2T02g03673"	142.719951201024	1.21862740772082	0.272627911565163	4.46992899855577	7.82455676186284e-06	0.000225649039073893
"CaT2T01g05074"	540.309221198497	1.16507278635418	0.214232891218001	5.43834693043754	5.37771825296339e-08	2.91045572044429e-06
"CaT2T12g01935"	130.139307092522	1.06573114712221	0.229017807042328	4.6534859489124	3.26369853467111e-06	0.000105414851711049
"CaT2T05g00634"	787.213031361244	1.15772543243506	0.147149418929784	7.86768606261027	3.61260744785396e-15	7.14977515194392e-13
"CaT2T04g00394"	74.4778238562738	1.51258253319579	0.374150851148662	4.04270771682621	5.28374689392605e-05	0.00110189048086452
"CaT2T04g00395"	3901.85067391013	1.17750731816611	0.425798556168482	2.76540937283072	0.00568513998206898	0.0458880131219618
"CaT2T09g00604"	660.949968492145	2.10936696157551	0.408618848874859	5.16218712715699	2.44081111359494e-07	1.07347829956734e-05
"CaT2T10g02988"	32.5777212035309	1.8222789226641	0.447216326745888	4.07471465973455	4.60708004408213e-05	0.000988343515939276
"CaT2T03g02010"	688.397876641199	1.15860467673317	0.384144620713924	3.01606377978151	0.0025607938901636	0.0254385548450637
