GeneID	log2FoldChange	color	KO_number
CaT2T08g00114	4.200	#ca462e	K01580
CaT2T02g00830	4.438	#ca462e	K00512, K07418, K15472
CaT2T02g00832	6.281	#903221	K00512, K07418, K15472
CaT2T06g01355	1.792	#e29182	K21843
CaT2T06g01350	2.791	#db7765	K10406
CaT2T06g01359	4.241	#ca462e	K00799
CaT2T10g02638	1.802	#e29182	K08486
CaT2T07g01403	1.168	#e29182	K19476
CaT2T02g02917	1.411	#e29182	K20547
CaT2T02g02918	3.396	#d45d48	K20547
CaT2T03g00856	1.631	#e29182	K08509, K18211
CaT2T03g00460	1.133	#e29182	K13448
CaT2T03g01236	1.187	#e29182	K13993
CaT2T12g01803	1.136	#e29182	K21596
CaT2T12g01804	1.184	#e29182	K21596
CaT2T12g02289	3.369	#d45d48	K21354
CaT2T11g01186	1.424	#e29182	K14431
CaT2T10g02960	1.249	#e29182	K13448
CaT2T07g02764	1.815	#e29182	K13508
CaT2T03g00183	1.312	#e29182	K06124, K13248
CaT2T03g00261	1.540	#e29182	K10418
CaT2T11g00914	1.497	#e29182	K15777
CaT2T07g02414	1.138	#e29182	K08819
CaT2T05g03203	2.051	#db7765	K01823
CaT2T06g01442	1.075	#e29182	K01904
CaT2T10g02879	2.545	#db7765	K13494, K13495
CaT2T10g02874	3.296	#d45d48	K18134
CaT2T11g02395	3.270	#d45d48	K01530, K14802
CaT2T08g02704	1.802	#e29182	K05402
CaT2T08g00671	4.054	#ca462e	K07761, K07999
CaT2T12g00033	5.065	#ad3c28	K10256, K21704, K21710, K21736
CaT2T12g00030	3.457	#d45d48	K15404
CaT2T12g00037	6.450	#903221	K10256, K21704, K21710, K21736
CaT2T12g00034	5.075	#ad3c28	K10256, K21704, K21710, K21736
CaT2T12g00035	5.098	#ad3c28	K10256, K21704, K21710, K21736
CaT2T12g00038	4.487	#ca462e	K10256, K21704, K21710, K21736
CaT2T12g00039	3.445	#d45d48	K10256, K21704, K21710, K21736
CaT2T04g01844	3.736	#d45d48	K13448
CaT2T06g01936	1.373	#e29182	K20556
CaT2T03g01027	1.861	#e29182	K09377
CaT2T06g03791	1.835	#e29182	K05658
CaT2T06g03792	1.091	#e29182	K00901
CaT2T12g00951	1.003	#e29182	K09518
CaT2T03g03002	1.307	#e29182	K04716
CaT2T08g01834	1.251	#e29182	K01918
CaT2T08g02519	2.459	#db7765	K02492
CaT2T01g03723	1.641	#e29182	K19043
CaT2T03g00060	1.081	#e29182	K13993
CaT2T01g00456	1.309	#e29182	K01641
CaT2T07g00511	2.334	#db7765	K15227
CaT2T10g02131	1.374	#e29182	K04354, K07393, K20174
CaT2T12g02203	1.148	#e29182	K01597
CaT2T11g03412	3.348	#d45d48	K04733
CaT2T11g00336	1.247	#e29182	K05359
CaT2T11g02407	2.170	#db7765	K03574, K20986
CaT2T09g00055	1.442	#e29182	K13648
CaT2T02g00190	1.386	#e29182	K01578
CaT2T06g00577	1.850	#e29182	K06185
CaT2T05g01894	2.390	#db7765	K09286
CaT2T05g01893	1.826	#e29182	K09286, K13432, K14517
CaT2T09g02167	1.923	#e29182	K00799
CaT2T08g00439	1.303	#e29182	K15084
CaT2T09g02440	1.112	#e29182	K00434
CaT2T06g01387	1.057	#e29182	K17805
CaT2T05g00450	2.318	#db7765	K01054
CaT2T09g00343	1.862	#e29182	K00924
CaT2T02g04172	2.521	#db7765	K00939
CaT2T02g04173	3.937	#d45d48	K13448
CaT2T03g04181	1.370	#e29182	K13258
CaT2T08g00283	1.684	#e29182	K03676
CaT2T08g02415	1.419	#e29182	K17506
CaT2T08g00704	1.430	#e29182	K22246
CaT2T02g00947	2.873	#db7765	K14709
CaT2T05g01810	1.180	#e29182	K07893
CaT2T06g00326	3.004	#d45d48	K13434
CaT2T10g00026	2.120	#db7765	K04733
CaT2T03g04440	1.353	#e29182	K16253
CaT2T02g02703	1.507	#e29182	K13429
CaT2T02g01947	1.408	#e29182	K04730, K04733, K13420
CaT2T08g02666	3.166	#d45d48	K14487
CaT2T05g01627	2.920	#db7765	K20368
CaT2T10g00185	1.836	#e29182	K08900
CaT2T11g01950	3.393	#d45d48	K04713
CaT2T06g02329	1.243	#e29182	K04733
CaT2T10g01914	4.496	#ca462e	K13496
CaT2T03g02732	1.001	#e29182	K06617
CaT2T04g02587	3.653	#d45d48	K08900
CaT2T04g02588	1.555	#e29182	K08900
CaT2T11g00555	1.659	#e29182	K09503
CaT2T01g00555	1.587	#e29182	K08679
CaT2T01g04075	1.074	#e29182	K03006
CaT2T08g01433	1.063	#e29182	K14514
CaT2T10g03236	3.662	#d45d48	K08332
CaT2T02g00783	1.616	#e29182	K00799
CaT2T02g00256	3.818	#d45d48	K00021
CaT2T05g00137	-2.213	#56c9ea	K13495
CaT2T11g02059	-1.195	#76d3ee	K07964, K20027
CaT2T09g00772	-1.367	#76d3ee	K16812
CaT2T01g03211	-1.551	#76d3ee	K11253
CaT2T01g03217	-1.573	#76d3ee	K11253
CaT2T09g02521	-1.645	#76d3ee	K02931
CaT2T03g00735	-1.577	#76d3ee	K00507, K20416
CaT2T05g01445	-1.112	#76d3ee	K15032
CaT2T12g03825	-3.188	#36bee6	K05681
CaT2T10g00014	-1.410	#76d3ee	K12882
CaT2T07g00701	-1.008	#76d3ee	K20102
CaT2T01g02500	-1.906	#76d3ee	K03768
CaT2T03g00787	-2.694	#56c9ea	K20547
CaT2T08g01391	-3.444	#36bee6	K01381
CaT2T10g02862	-1.005	#76d3ee	K00384
CaT2T12g01696	-1.320	#76d3ee	K15747
CaT2T03g01297	-1.053	#76d3ee	K10523
CaT2T06g00038	-1.253	#76d3ee	K14485
CaT2T01g05032	-1.098	#76d3ee	K04733
CaT2T02g03827	-1.101	#76d3ee	K05391
CaT2T02g03826	-1.480	#76d3ee	K17710
CaT2T10g03411	-1.660	#76d3ee	K04035
CaT2T05g00562	-1.000	#76d3ee	K00799
CaT2T09g00066	-1.372	#76d3ee	K01246
CaT2T01g00056	-1.278	#76d3ee	K02221
CaT2T01g06062	-1.688	#76d3ee	K14826
CaT2T03g00346	-2.479	#56c9ea	K03768
CaT2T02g03670	-1.130	#76d3ee	K20893
CaT2T06g01962	-2.107	#56c9ea	K13494, K13495
CaT2T03g02099	-1.656	#76d3ee	K07513
CaT2T03g02542	-1.219	#76d3ee	K20718
CaT2T10g00951	-1.996	#76d3ee	K07760
CaT2T04g02120	-1.635	#76d3ee	K02704
CaT2T04g00189	-1.407	#76d3ee	K14488
CaT2T04g00182	-1.240	#76d3ee	K01179
CaT2T12g03709	-1.113	#76d3ee	K10143
CaT2T09g00379	-1.125	#76d3ee	K13459, K13460, K20599
CaT2T07g00067	-1.060	#76d3ee	K15285
CaT2T08g02344	-1.412	#76d3ee	K15920
CaT2T02g03320	-1.026	#76d3ee	K10401
CaT2T01g03961	-1.423	#76d3ee	K11253
CaT2T06g00892	-1.455	#76d3ee	K08488
CaT2T04g02427	-2.107	#56c9ea	K03320
CaT2T02g03900	-1.563	#76d3ee	K09422
CaT2T03g04414	-1.861	#76d3ee	K21734, K21737
CaT2T03g02010	-1.942	#76d3ee	K13066
CaT2T09g00109	-1.064	#76d3ee	K13494, K13495
CaT2T07g02892	-1.210	#76d3ee	K01307
CaT2T01g04843	-1.926	#76d3ee	K02184
CaT2T06g00143	-1.072	#76d3ee	K07393
CaT2T03g05088	-1.414	#76d3ee	K10400
CaT2T08g00344	-1.873	#76d3ee	K20718
CaT2T01g00384	-1.068	#76d3ee	K10352
CaT2T05g02073	-1.404	#76d3ee	K12121
CaT2T08g03191	-1.819	#76d3ee	K09872
CaT2T08g02440	-1.067	#76d3ee	K03319
CaT2T01g00501	-1.050	#76d3ee	K04733
CaT2T08g00752	-1.154	#76d3ee	K11752
CaT2T01g01597	-1.833	#76d3ee	K11821, K22321
CaT2T10g02458	-1.647	#76d3ee	K09837
CaT2T05g03262	-1.611	#76d3ee	K08907
CaT2T05g03261	-1.563	#76d3ee	K08907
CaT2T02g04067	-1.173	#76d3ee	K15283
CaT2T02g04060	-1.059	#76d3ee	K02935
CaT2T04g00539	-1.327	#76d3ee	K14505
CaT2T11g02088	-1.030	#76d3ee	K00688
CaT2T03g00435	-1.281	#76d3ee	K05350
CaT2T11g00207	-2.967	#56c9ea	K04565
CaT2T01g04478	-1.907	#76d3ee	K14164
CaT2T09g02497	-1.642	#76d3ee	K10352
CaT2T07g02368	-1.583	#76d3ee	K00218
CaT2T09g02570	-2.028	#56c9ea	K03043
CaT2T03g02119	-1.319	#76d3ee	K10352
CaT2T11g01255	-1.986	#76d3ee	K15032
CaT2T03g00247	-1.601	#76d3ee	K04077
CaT2T01g04000	-1.196	#76d3ee	K01662
CaT2T03g00938	-1.665	#76d3ee	K11274
CaT2T06g00512	-1.202	#76d3ee	K10398
CaT2T11g02009	-1.970	#76d3ee	K20628
CaT2T02g00042	-1.953	#76d3ee	K02221
CaT2T01g00109	-1.316	#76d3ee	K02990
CaT2T08g03055	-1.427	#76d3ee	K07574
CaT2T09g00204	-1.247	#76d3ee	K13459, K13460, K20599
CaT2T09g00207	-1.308	#76d3ee	K13459, K13460, K20599
CaT2T09g00208	-1.019	#76d3ee	K13459, K13460, K20599
CaT2T06g00492	-1.564	#76d3ee	K11254
CaT2T04g00470	-1.699	#76d3ee	K14499
CaT2T03g00487	-1.072	#76d3ee	K04733
CaT2T09g02593	-1.297	#76d3ee	K02982
CaT2T09g02592	-1.441	#76d3ee	K02874
CaT2T09g02590	-1.626	#76d3ee	K02704
CaT2T06g02613	-1.246	#76d3ee	K03424
CaT2T07g02949	-1.116	#76d3ee	K18416, K18418
CaT2T10g00285	-1.664	#76d3ee	K20069
CaT2T11g00955	-1.278	#76d3ee	K10398
CaT2T04g00628	-1.358	#76d3ee	K09756, K16296
CaT2T03g02920	-1.756	#76d3ee	K11252
CaT2T11g02423	-1.903	#76d3ee	K01379, K01381
CaT2T05g02996	-1.221	#76d3ee	K15502
CaT2T04g01169	-2.042	#56c9ea	K21734, K21737
CaT2T01g03717	-1.170	#76d3ee	K00975
CaT2T02g03933	-1.783	#76d3ee	K07374
CaT2T02g00650	-1.413	#76d3ee	K18443
CaT2T11g00724	-1.193	#76d3ee	K10352
CaT2T01g03431	-1.225	#76d3ee	K00231
CaT2T01g03695	-1.213	#76d3ee	K10728
CaT2T08g01649	-1.514	#76d3ee	K04733
CaT2T02g04115	-1.021	#76d3ee	K08237
CaT2T05g00687	-1.644	#76d3ee	K01845
CaT2T08g03153	-1.248	#76d3ee	K13946
CaT2T08g00722	-1.454	#76d3ee	K21889
CaT2T02g03761	-3.363	#36bee6	K09590
CaT2T10g02615	-1.295	#76d3ee	K03386
CaT2T02g04098	-1.067	#76d3ee	K20478
CaT2T04g01324	-1.081	#76d3ee	K09841
CaT2T10g02057	-1.171	#76d3ee	K11778
CaT2T01g05357	-1.194	#76d3ee	K00121
CaT2T01g04408	-1.037	#76d3ee	K04078
CaT2T11g00058	-1.529	#76d3ee	K02206
CaT2T04g00401	-1.158	#76d3ee	K04733
CaT2T01g04123	-1.849	#76d3ee	K08900
CaT2T10g00169	-1.160	#76d3ee	K09880, K16054
CaT2T01g03613	-1.316	#76d3ee	K01051
CaT2T03g01356	-2.062	#56c9ea	K01638
CaT2T04g00366	-1.083	#76d3ee	K19202
CaT2T04g00362	-1.338	#76d3ee	K13789
CaT2T07g03165	-1.662	#76d3ee	K01051
CaT2T02g02348	-1.212	#76d3ee	K15601
CaT2T10g00878	-1.352	#76d3ee	K10994
CaT2T07g02867	-1.304	#76d3ee	K00852
CaT2T01g03222	-1.517	#76d3ee	K01188
CaT2T01g03220	-1.613	#76d3ee	K01188
CaT2T04g01190	-1.307	#76d3ee	K20478
CaT2T07g03400	-1.251	#76d3ee	K00927
CaT2T07g03401	-2.015	#56c9ea	K00927
CaT2T06g00267	-1.519	#76d3ee	K15161
CaT2T03g01014	-1.122	#76d3ee	K11821, K22321
CaT2T05g00193	-1.073	#76d3ee	K03404
CaT2T03g03012	-1.009	#76d3ee	K07018
CaT2T08g01821	-1.354	#76d3ee	K15382
CaT2T10g02840	-2.086	#56c9ea	K08857
CaT2T02g01173	-2.150	#56c9ea	K02541
CaT2T07g02050	-1.832	#76d3ee	K08235
CaT2T01g00561	-1.310	#76d3ee	K00512
CaT2T01g00565	-1.293	#76d3ee	K00512
CaT2T02g02436	-2.352	#56c9ea	K01051
CaT2T03g00558	-2.324	#56c9ea	K03428
CaT2T05g00353	-1.151	#76d3ee	K10807
CaT2T04g02488	-1.484	#76d3ee	K15707
CaT2T05g00264	-1.395	#76d3ee	K01802
CaT2T06g00606	-1.067	#76d3ee	K11252
CaT2T11g03302	-1.207	#76d3ee	K15397
CaT2T09g02171	-1.501	#76d3ee	K00799
CaT2T03g01954	-1.823	#76d3ee	K02295
CaT2T02g03654	-1.499	#76d3ee	K02716
CaT2T02g01793	-1.408	#76d3ee	K00703
CaT2T02g01792	-1.235	#76d3ee	K08912
CaT2T02g01791	-2.378	#56c9ea	K08912
CaT2T02g01790	-2.159	#56c9ea	K08912
CaT2T03g04013	-1.294	#76d3ee	K11251
CaT2T03g03093	-1.309	#76d3ee	K08914
CaT2T03g00182	-1.687	#76d3ee	K04733
CaT2T01g06029	-1.435	#76d3ee	K05909
CaT2T06g02391	-1.579	#76d3ee	K13600
CaT2T01g00027	-1.165	#76d3ee	K02867
CaT2T08g00290	-1.429	#76d3ee	K03093
CaT2T03g01685	-2.590	#56c9ea	K01581
CaT2T01g03302	-2.147	#56c9ea	K03164
CaT2T06g00877	-1.087	#76d3ee	K13496
CaT2T06g00879	-1.000	#76d3ee	K13496
CaT2T02g00939	-1.075	#76d3ee	K14407
CaT2T06g01831	-1.162	#76d3ee	K02888
CaT2T11g00128	-1.235	#76d3ee	K21630
CaT2T05g01829	-1.487	#76d3ee	K01412
CaT2T04g00823	-1.629	#76d3ee	K19035
CaT2T06g01486	-1.156	#76d3ee	K01507
CaT2T11g01999	-1.376	#76d3ee	K08901
CaT2T04g01310	-1.421	#76d3ee	K14754, K17065
CaT2T08g02247	-1.405	#76d3ee	K02639
CaT2T03g00690	-1.294	#76d3ee	K04733
CaT2T06g00449	-1.114	#76d3ee	K14424
CaT2T08g01773	-1.022	#76d3ee	K11251
CaT2T06g00164	-2.560	#56c9ea	K01728
CaT2T03g00813	-1.789	#76d3ee	K08910
CaT2T03g00810	-1.473	#76d3ee	K16222
CaT2T10g02454	-1.504	#76d3ee	K16584
CaT2T02g03270	-1.387	#76d3ee	K00604
CaT2T09g02575	-1.192	#76d3ee	K20000
CaT2T09g02573	-1.441	#76d3ee	K02111
CaT2T09g02572	-1.188	#76d3ee	K02110, K02155, K02919
CaT2T07g00841	-1.542	#76d3ee	K02357
CaT2T01g04060	-1.244	#76d3ee	K19073
CaT2T02g01046	-1.434	#76d3ee	K14760
CaT2T10g02743	-1.252	#76d3ee	K03687
CaT2T04g00627	-1.557	#76d3ee	K09756, K16296
CaT2T05g01329	-1.051	#76d3ee	K14759
CaT2T05g00142	-2.233	#56c9ea	K13495
CaT2T05g00144	-1.239	#76d3ee	K13495
CaT2T09g00935	-1.072	#76d3ee	K03006
CaT2T07g01600	-1.042	#76d3ee	K02717
CaT2T01g00535	-1.049	#76d3ee	K14423
CaT2T06g00046	-1.208	#76d3ee	K20642
CaT2T10g00704	-1.351	#76d3ee	K17525
CaT2T03g00912	-1.006	#76d3ee	K02717
CaT2T10g01862	-1.129	#76d3ee	K11294
CaT2T03g03252	-1.153	#76d3ee	K17756
CaT2T09g02123	-1.736	#76d3ee	K03453
CaT2T03g01963	-1.598	#76d3ee	K06228
CaT2T12g00785	-2.010	#56c9ea	K00611
CaT2T08g02857	-1.876	#76d3ee	K10400
CaT2T03g02550	-1.410	#76d3ee	K01206
CaT2T09g00229	-1.132	#76d3ee	K08908
CaT2T07g03202	-1.144	#76d3ee	K16732
CaT2T07g03200	-1.289	#76d3ee	K03545
CaT2T07g01414	-1.763	#76d3ee	K04078
CaT2T06g01564	-1.082	#76d3ee	K03327
CaT2T09g00420	-1.051	#76d3ee	K09419
CaT2T01g05280	-1.025	#76d3ee	K20887
CaT2T09g03195	-1.163	#76d3ee	K03106
CaT2T12g02150	-1.040	#76d3ee	K03695
CaT2T08g00508	-1.017	#76d3ee	K01759
CaT2T04g00388	-1.330	#76d3ee	K02996
CaT2T04g02436	-1.179	#76d3ee	K10206
CaT2T10g00061	-1.108	#76d3ee	K00640
CaT2T10g00060	-1.210	#76d3ee	K02946
CaT2T02g03910	-1.006	#76d3ee	K20628
CaT2T12g00704	-1.122	#76d3ee	K05298
CaT2T02g03160	-1.714	#76d3ee	K01939
CaT2T07g03288	-1.208	#76d3ee	K18577
CaT2T06g01017	-2.626	#56c9ea	K00940
CaT2T04g02192	-2.447	#56c9ea	K17943
CaT2T04g02193	-1.314	#76d3ee	K10534
CaT2T09g01205	-1.058	#76d3ee	K03327
CaT2T09g03116	-1.130	#76d3ee	K02721
CaT2T01g04373	-1.050	#76d3ee	K11271
CaT2T01g04374	-1.576	#76d3ee	K15404
CaT2T03g01884	-1.059	#76d3ee	K13146, K13420
CaT2T10g00864	-1.631	#76d3ee	K02717
CaT2T06g03093	-1.283	#76d3ee	K12657
CaT2T05g01741	-1.443	#76d3ee	K06129
CaT2T10g02914	-1.084	#76d3ee	K14492
CaT2T10g02911	-1.412	#76d3ee	K06677
CaT2T01g02919	-1.232	#76d3ee	K08916
CaT2T01g04385	-1.378	#76d3ee	K02689
CaT2T02g00980	-1.214	#76d3ee	K02694
CaT2T02g00982	-1.141	#76d3ee	K02694
CaT2T06g00363	-1.342	#76d3ee	K21374
CaT2T07g00151	-1.614	#76d3ee	K01166
CaT2T07g00155	-1.433	#76d3ee	K01166
CaT2T11g00236	-1.384	#76d3ee	K10664
CaT2T07g02359	-2.140	#56c9ea	K08902
CaT2T04g01342	-1.105	#76d3ee	K20623
CaT2T04g01341	-1.261	#76d3ee	K20623
CaT2T01g03233	-1.371	#76d3ee	K11253
CaT2T08g01781	-1.087	#76d3ee	K11251
CaT2T12g01754	-1.248	#76d3ee	K20562
CaT2T06g01347	-1.114	#76d3ee	K03695
CaT2T12g03862	-1.086	#76d3ee	K15422
CaT2T05g00138	-1.296	#76d3ee	K13495
CaT2T02g02669	-1.051	#76d3ee	K19891
CaT2T02g03202	-1.895	#76d3ee	K01602
CaT2T04g02844	-1.346	#76d3ee	K05747
CaT2T12g00478	-1.292	#76d3ee	K10400
CaT2T07g01630	-1.778	#76d3ee	K12617
CaT2T07g00586	-1.794	#76d3ee	K09422
CaT2T01g01215	-1.242	#76d3ee	K21989
CaT2T11g00596	-1.138	#76d3ee	K01188, K05349
CaT2T11g00598	-1.164	#76d3ee	K09842, K11817, K22417
CaT2T05g00035	-1.476	#76d3ee	K03013
CaT2T04g01033	-1.155	#76d3ee	K13126
CaT2T12g00676	-1.211	#76d3ee	K01867
CaT2T09g03045	-1.468	#76d3ee	K20283
CaT2T03g02666	-1.287	#76d3ee	K01537
CaT2T07g03138	-1.090	#76d3ee	K20417
CaT2T08g03046	-1.430	#76d3ee	K02212
CaT2T01g02122	-1.361	#76d3ee	K04079
CaT2T04g00625	-1.383	#76d3ee	K09756, K16296
CaT2T09g02927	-1.016	#76d3ee	K02916
CaT2T11g02202	-2.545	#56c9ea	K22312
CaT2T11g02206	-1.836	#76d3ee	K22312
CaT2T03g01298	-1.083	#76d3ee	K01728
CaT2T07g02957	-1.161	#76d3ee	K02968
CaT2T05g01926	-1.092	#76d3ee	K12735
CaT2T01g04745	-2.294	#56c9ea	K15032
CaT2T02g03093	-2.220	#56c9ea	K08900
CaT2T11g01814	-1.974	#76d3ee	K00799
CaT2T02g03117	-1.061	#76d3ee	K01792
CaT2T01g04170	-1.439	#76d3ee	K03086
CaT2T07g00210	-1.074	#76d3ee	K03255
CaT2T05g01458	-1.278	#76d3ee	K20619
CaT2T03g04037	-1.132	#76d3ee	K14485
CaT2T02g02435	-2.138	#56c9ea	K01051
CaT2T08g03250	-1.092	#76d3ee	K00485
CaT2T05g01234	-1.081	#76d3ee	K12124
CaT2T07g00399	-1.554	#76d3ee	K02209, K11592
CaT2T09g00649	-1.745	#76d3ee	K08912, K08913
CaT2T06g00853	-1.367	#76d3ee	K01599
CaT2T06g00854	-1.517	#76d3ee	K01599
CaT2T12g01831	-1.482	#76d3ee	K01802
CaT2T04g03002	-1.427	#76d3ee	K08912
CaT2T04g03001	-1.456	#76d3ee	K08912
CaT2T06g01175	-2.937	#56c9ea	K14611
CaT2T08g00139	-1.019	#76d3ee	K16055
CaT2T02g00081	-1.021	#76d3ee	K05298
CaT2T10g00993	-1.125	#76d3ee	K02356
CaT2T01g00197	-1.391	#76d3ee	K01179
CaT2T07g02851	-1.716	#76d3ee	K02926
CaT2T01g00738	-1.072	#76d3ee	K02884
CaT2T10g00375	-1.278	#76d3ee	K14487, K14506
CaT2T01g03429	-1.763	#76d3ee	K11253
CaT2T12g01768	-1.850	#76d3ee	K02690
CaT2T06g01378	-1.693	#76d3ee	K16297
CaT2T01g01453	-1.033	#76d3ee	K01669
CaT2T06g03264	-1.545	#76d3ee	K10257
CaT2T06g00106	-1.580	#76d3ee	K02721
CaT2T05g01384	-1.019	#76d3ee	K12259
CaT2T08g00301	-1.442	#76d3ee	K00962
CaT2T12g00409	-1.250	#76d3ee	K02881
CaT2T04g02592	-1.295	#76d3ee	K19032
CaT2T04g02044	-1.147	#76d3ee	K02295
CaT2T10g02946	-1.281	#76d3ee	K20891
CaT2T02g04224	-1.243	#76d3ee	K00891
CaT2T11g00975	-1.049	#76d3ee	K15397
CaT2T12g00640	-1.654	#76d3ee	K22455
CaT2T08g02975	-1.057	#76d3ee	K15032
CaT2T10g00455	-1.176	#76d3ee	K04712
CaT2T02g00792	-1.039	#76d3ee	K12177, K19199
CaT2T02g00798	-1.290	#76d3ee	K05016
CaT2T01g00970	-1.298	#76d3ee	K00630
CaT2T02g02335	-1.437	#76d3ee	K14485
CaT2T02g02336	-1.052	#76d3ee	K08332
CaT2T12g02530	-1.518	#76d3ee	K01653
CaT2T12g02533	-1.341	#76d3ee	K12373
CaT2T01g00022	-1.158	#76d3ee	K02867
CaT2T09g02636	-1.119	#76d3ee	K11294
CaT2T04g00570	-1.253	#76d3ee	K00430
CaT2T10g00410	-1.329	#76d3ee	K03405
CaT2T08g02724	-1.098	#76d3ee	K10352
CaT2T01g03934	-1.308	#76d3ee	K02914
CaT2T03g05110	-1.850	#76d3ee	K14181, K15803, K22064, K22065
CaT2T06g01917	-1.219	#76d3ee	K14484
CaT2T06g01583	-2.457	#56c9ea	K09873
CaT2T02g03569	-1.586	#76d3ee	K02320
CaT2T10g03399	-1.557	#76d3ee	K02723
CaT2T06g01770	-1.579	#76d3ee	K10739
CaT2T02g00711	-1.013	#76d3ee	K07007
CaT2T06g02997	-1.509	#76d3ee	K00006
CaT2T06g00613	-1.505	#76d3ee	K11252
CaT2T05g00213	-1.830	#76d3ee	K03403
CaT2T01g00221	-2.404	#56c9ea	K15032
CaT2T10g00081	-1.351	#76d3ee	K08908
CaT2T03g02774	-1.519	#76d3ee	K17943
CaT2T07g03028	-1.705	#76d3ee	K08914
CaT2T01g05409	-1.560	#76d3ee	K17756
CaT2T02g02413	-1.121	#76d3ee	K08901
CaT2T01g02836	-1.560	#76d3ee	K02982
CaT2T04g00032	-1.544	#76d3ee	K07760
CaT2T07g02987	-1.147	#76d3ee	K15377
CaT2T01g00275	-1.212	#76d3ee	K08232
CaT2T08g02350	-1.323	#76d3ee	K17508
CaT2T08g02351	-2.173	#56c9ea	K08917
CaT2T08g02355	-1.895	#76d3ee	K08917
CaT2T09g00616	-1.034	#76d3ee	K16911
CaT2T08g02435	-1.158	#76d3ee	K02548
CaT2T10g00245	-1.223	#76d3ee	K02433
CaT2T06g00886	-1.737	#76d3ee	K03363
CaT2T06g03756	-1.054	#76d3ee	K01051
CaT2T11g00252	-1.465	#76d3ee	K13680
CaT2T05g00768	-1.361	#76d3ee	K10523
CaT2T04g00052	-1.322	#76d3ee	K01802
CaT2T04g00054	-1.228	#76d3ee	K05298
CaT2T03g04792	-1.356	#76d3ee	K01728
CaT2T01g04948	-1.212	#76d3ee	K17545
CaT2T02g03148	-1.358	#76d3ee	K19001
CaT2T02g03143	-1.271	#76d3ee	K09587
CaT2T02g03144	-1.253	#76d3ee	K09587
CaT2T09g00137	-1.146	#76d3ee	K03715
CaT2T05g00413	-1.023	#76d3ee	K17943
CaT2T01g03476	-2.100	#56c9ea	K11253
CaT2T06g00456	-1.284	#76d3ee	K05909
CaT2T05g01120	-1.971	#76d3ee	K13495
CaT2T04g00111	-1.499	#76d3ee	K02638
CaT2T01g02212	-1.737	#76d3ee	K08332
CaT2T01g02213	-1.085	#76d3ee	K21777
CaT2T03g00807	-1.991	#76d3ee	K10960
CaT2T08g00357	-1.122	#76d3ee	K11699
CaT2T11g03285	-1.860	#76d3ee	K01187, K15925
CaT2T07g00345	-1.464	#76d3ee	K20720, K20721
CaT2T09g01581	-1.165	#76d3ee	K08915
CaT2T07g00950	-1.424	#76d3ee	K03564
CaT2T02g04051	-1.290	#76d3ee	K01673
CaT2T02g04059	-1.582	#76d3ee	K02935
CaT2T07g03158	-1.274	#76d3ee	K01696
CaT2T12g00065	-1.104	#76d3ee	K09955
CaT2T12g00061	-1.109	#76d3ee	K02933
CaT2T10g02758	-1.088	#76d3ee	K19034
CaT2T10g00120	-1.105	#76d3ee	K08901
CaT2T04g00524	-1.011	#76d3ee	K10395
CaT2T03g01267	-1.683	#76d3ee	K07408, K07418
CaT2T06g00712	-1.032	#76d3ee	K02639
CaT2T01g01231	-1.083	#76d3ee	K15078, K19613
CaT2T06g00051	-1.568	#76d3ee	K11251
CaT2T04g01052	-1.712	#76d3ee	K00434
CaT2T08g02120	-1.028	#76d3ee	K00991
CaT2T04g00900	-1.276	#76d3ee	K13495
CaT2T03g00259	-1.393	#76d3ee	K15919
CaT2T10g00717	-1.708	#76d3ee	K00615
CaT2T02g03031	-2.553	#56c9ea	K01179
CaT2T09g02335	-1.396	#76d3ee	K10206
CaT2T11g01305	-1.294	#76d3ee	K04730
CaT2T11g02032	-1.119	#76d3ee	K00592
CaT2T08g02080	-1.304	#76d3ee	K09422
CaT2T03g04212	-1.092	#76d3ee	K18787
CaT2T12g02680	-1.455	#76d3ee	K00083
CaT2T09g00987	-1.112	#76d3ee	K02871
CaT2T10g02800	-1.278	#76d3ee	K02690
CaT2T09g02580	-1.068	#76d3ee	K02108, K03046
CaT2T09g02581	-1.860	#76d3ee	K03043
CaT2T09g02583	-1.436	#76d3ee	K02690
CaT2T09g02584	-1.308	#76d3ee	K02689
CaT2T09g02589	-1.124	#76d3ee	K01358
CaT2T12g00230	-1.442	#76d3ee	K01102, K17500
CaT2T06g01725	-1.056	#76d3ee	K03691
CaT2T01g04728	-1.457	#76d3ee	K00924
CaT2T05g00612	-1.432	#76d3ee	K02540
CaT2T11g02456	-1.834	#76d3ee	K19032
CaT2T03g02915	-1.041	#76d3ee	K03500
CaT2T03g02918	-1.381	#76d3ee	K15015
CaT2T02g01811	-1.031	#76d3ee	K03797
CaT2T12g00885	-1.322	#76d3ee	K04508
CaT2T07g00685	-1.023	#76d3ee	K01866
CaT2T06g01879	-1.906	#76d3ee	K06627
CaT2T11g01691	-1.230	#76d3ee	K02952
CaT2T09g02986	-1.057	#76d3ee	K05658
CaT2T02g01995	-1.257	#76d3ee	K01595
CaT2T09g00162	-1.294	#76d3ee	K13459, K13460, K20599
CaT2T06g03723	-1.456	#76d3ee	K14485
CaT2T11g01069	-1.298	#76d3ee	K11251
CaT2T10g02885	-1.646	#76d3ee	K08857
CaT2T03g01279	-1.466	#76d3ee	K11294
