GeneID	log2FoldChange	color	KO_number
CaT2T01g03225	2.551	#db7765	K02303
CaT2T02g00879	6.758	#903221	K15503
CaT2T06g02736	3.479	#d45d48	K14488
CaT2T03g02063	3.786	#d45d48	K14488
CaT2T03g04605	1.317	#e29182	K14638
CaT2T03g04601	1.837	#e29182	K14638
CaT2T10g00115	2.532	#db7765	K08770
CaT2T11g02256	1.171	#e29182	K10908
CaT2T03g00791	1.051	#e29182	K11290
CaT2T03g00796	3.241	#d45d48	K00799
CaT2T03g00798	1.759	#e29182	K09422
CaT2T09g00930	1.107	#e29182	K07119, K19825
CaT2T01g02894	1.137	#e29182	K01115
CaT2T08g00609	1.021	#e29182	K14772
CaT2T08g00861	2.015	#db7765	K09060
CaT2T08g00863	1.194	#e29182	K11600
CaT2T08g00869	1.036	#e29182	K16547
CaT2T11g00639	2.171	#db7765	K13065
CaT2T01g01227	2.618	#db7765	K15078, K19613
CaT2T01g01228	3.189	#d45d48	K15078, K19613
CaT2T06g03369	3.703	#d45d48	K04733
CaT2T06g03283	1.008	#e29182	K16040
CaT2T05g01953	1.416	#e29182	K04730
CaT2T09g01511	7.415	#73281a	K13424
CaT2T04g01067	3.817	#d45d48	K01626
CaT2T01g05041	6.425	#903221	K22246
CaT2T03g00221	2.570	#db7765	K14484
CaT2T03g00220	1.075	#e29182	K00844
CaT2T02g03816	2.205	#db7765	K13648, K20867
CaT2T03g00919	1.953	#e29182	K13379
CaT2T02g00734	1.012	#e29182	K10846
CaT2T02g02393	2.481	#db7765	K03809
CaT2T02g03047	2.333	#db7765	K08869
CaT2T09g03098	1.328	#e29182	K14510
CaT2T01g00047	5.601	#ad3c28	K13422
CaT2T01g00040	1.375	#e29182	K22390
CaT2T09g02322	1.088	#e29182	K03283
CaT2T12g00545	1.465	#e29182	K11420
CaT2T06g00532	1.974	#e29182	K02154
CaT2T07g01838	1.215	#e29182	K21989
CaT2T07g01830	1.194	#e29182	K14411
CaT2T08g01648	1.062	#e29182	K14844
CaT2T10g00275	1.474	#e29182	K16055
CaT2T11g02023	2.186	#db7765	K14413
CaT2T11g02028	2.758	#db7765	K15397
CaT2T08g03034	1.234	#e29182	K22390
CaT2T03g01341	2.062	#db7765	K11650
CaT2T01g05587	4.692	#ca462e	K06268
CaT2T09g02122	7.717	#73281a	K15227
CaT2T08g02852	1.175	#e29182	K15223
CaT2T03g02081	5.070	#ad3c28	K08900
CaT2T02g00507	4.266	#ca462e	K14487
CaT2T09g02974	1.026	#e29182	K14649
CaT2T09g00227	4.690	#ca462e	K13464
CaT2T10g00969	1.882	#e29182	K04688
CaT2T10g00960	2.151	#db7765	K22379
CaT2T06g03464	1.416	#e29182	K13344
CaT2T07g01416	1.082	#e29182	K14806
CaT2T05g03470	2.362	#db7765	K08057
CaT2T06g01693	6.974	#903221	K04733
CaT2T05g00411	4.291	#ca462e	K13508
CaT2T04g02112	1.046	#e29182	K13648, K20867
CaT2T02g03504	1.089	#e29182	K09422
CaT2T02g00348	4.979	#ca462e	K08900
CaT2T09g00426	5.001	#ad3c28	K00128, K12355
CaT2T03g00158	2.364	#db7765	K01193, K20849
CaT2T03g00717	2.103	#db7765	K03322, K09775, K21398
CaT2T02g01126	1.038	#e29182	K21867
CaT2T07g02797	2.440	#db7765	K10950, K10976
CaT2T08g00574	1.925	#e29182	K15397
CaT2T08g00572	2.732	#db7765	K14771
CaT2T01g02813	1.044	#e29182	K00873
CaT2T12g01597	1.061	#e29182	K18999
CaT2T06g03640	1.086	#e29182	K08959, K08960
CaT2T06g00905	2.250	#db7765	K17046
CaT2T07g00559	3.433	#d45d48	K05894
CaT2T11g01148	1.103	#e29182	K00392
CaT2T12g01925	3.582	#d45d48	K17479
CaT2T12g01921	1.540	#e29182	K11724
CaT2T11g00104	1.203	#e29182	K19613
CaT2T04g00998	2.571	#db7765	K04733
CaT2T06g01719	2.722	#db7765	K00814
CaT2T11g03458	3.625	#d45d48	K07195
CaT2T11g03455	4.123	#ca462e	K01807
CaT2T11g00378	2.162	#db7765	K13356
CaT2T04g00602	1.143	#e29182	K08332
CaT2T11g01422	1.627	#e29182	K02886, K02965
CaT2T09g02298	4.462	#ca462e	K01102
CaT2T04g00386	3.985	#d45d48	K01106, K20278, K20279
CaT2T02g03339	1.143	#e29182	K00826
CaT2T10g02996	2.993	#db7765	K13412
CaT2T09g02633	1.015	#e29182	K04730
CaT2T01g00591	6.384	#903221	K01193
CaT2T05g01096	1.387	#e29182	K22415
CaT2T09g01417	2.135	#db7765	K13456
CaT2T04g00814	1.136	#e29182	K09338
CaT2T01g05675	1.314	#e29182	K18163
CaT2T10g00067	1.890	#e29182	K09286
CaT2T03g00077	3.339	#d45d48	K00951
CaT2T02g03911	5.872	#ad3c28	K02183
CaT2T04g00276	1.011	#e29182	K14521
CaT2T03g04403	3.465	#d45d48	K03116, K12761
CaT2T02g02743	1.571	#e29182	K00799
CaT2T06g02430	1.847	#e29182	K21867
CaT2T08g01367	2.160	#db7765	K09338
CaT2T01g04921	1.432	#e29182	K01537
CaT2T12g02613	3.543	#d45d48	K15104
CaT2T03g00336	3.084	#d45d48	K03301
CaT2T09g02405	5.662	#ad3c28	K07195
CaT2T06g00479	1.875	#e29182	K03283
CaT2T11g00705	1.384	#e29182	K02138
CaT2T12g00205	1.209	#e29182	K14856
CaT2T09g01203	3.187	#d45d48	K07513
CaT2T05g00778	2.262	#db7765	K04125
CaT2T10g02898	1.466	#e29182	K14674
CaT2T09g03118	1.580	#e29182	K01623
CaT2T03g00138	1.402	#e29182	K05747
CaT2T07g02719	3.894	#d45d48	K09414, K09419
CaT2T08g01620	2.186	#db7765	K01695, K13222
CaT2T01g00247	1.014	#e29182	K07052
CaT2T07g03120	1.622	#e29182	K13412
CaT2T10g02460	2.287	#db7765	K06965
CaT2T10g02467	1.188	#e29182	K00873
CaT2T03g02218	1.861	#e29182	K14497
CaT2T03g02219	1.677	#e29182	K00797
CaT2T02g00424	1.418	#e29182	K01809
CaT2T07g02721	1.662	#e29182	K21407
CaT2T06g03099	1.116	#e29182	K07304
CaT2T04g02019	1.502	#e29182	K00012
CaT2T04g02018	5.241	#ad3c28	K15015
CaT2T05g01748	1.186	#e29182	K12870
CaT2T03g04148	3.481	#d45d48	K09286
CaT2T03g04144	1.011	#e29182	K00695
CaT2T11g00514	2.024	#db7765	K06620, K12590
CaT2T04g00302	1.742	#e29182	K15397
CaT2T09g01070	1.644	#e29182	K10581
CaT2T09g01072	1.065	#e29182	K11982
CaT2T09g01075	1.037	#e29182	K10666
CaT2T02g02287	1.136	#e29182	K14809
CaT2T03g02985	1.268	#e29182	K07748
CaT2T03g00588	2.159	#db7765	K14684
CaT2T10g03278	1.223	#e29182	K00261
CaT2T01g01672	2.651	#db7765	K00800
CaT2T01g01677	2.855	#db7765	K03242
CaT2T08g01505	3.897	#d45d48	K17098
CaT2T10g02634	1.199	#e29182	K09480
CaT2T01g04874	3.003	#d45d48	K11968
CaT2T02g04103	1.366	#e29182	K08286
CaT2T11g01622	3.336	#d45d48	K09680
CaT2T11g01629	4.306	#ca462e	K01648
CaT2T12g01809	2.929	#db7765	K15849
CaT2T12g01807	7.448	#73281a	K00423
CaT2T02g00599	4.147	#ca462e	K20858
CaT2T04g02676	1.728	#e29182	K04733, K13420
CaT2T06g00581	2.018	#db7765	K00902
CaT2T05g00052	1.033	#e29182	K14508
CaT2T06g01182	1.543	#e29182	K18875
CaT2T04g00521	1.541	#e29182	K09286
CaT2T04g00520	1.380	#e29182	K15336
CaT2T05g00700	1.016	#e29182	K00587
CaT2T11g01542	3.516	#d45d48	K04459, K21278
CaT2T03g04486	1.233	#e29182	K19041
CaT2T03g04489	5.155	#ad3c28	K14516
CaT2T02g03477	4.205	#ca462e	K01102
CaT2T02g01900	1.885	#e29182	K09419
CaT2T02g01906	3.486	#d45d48	K04733
CaT2T03g00621	4.519	#ca462e	K01904
CaT2T02g00505	3.849	#d45d48	K14487
CaT2T07g02374	2.084	#db7765	K10666
CaT2T02g00822	2.147	#db7765	K14457
CaT2T02g00820	2.945	#db7765	K21374
CaT2T07g00422	1.355	#e29182	K12128, K14689
CaT2T06g03254	2.934	#db7765	K17506
CaT2T06g00281	1.166	#e29182	K16904
CaT2T06g01660	1.781	#e29182	K13210
CaT2T07g01439	1.430	#e29182	K01535
CaT2T07g01430	1.564	#e29182	K02886
CaT2T02g02665	2.103	#db7765	K05359
CaT2T02g02668	1.020	#e29182	K19323
CaT2T06g03014	1.625	#e29182	K05857
CaT2T08g00082	1.094	#e29182	K01899
CaT2T01g05277	3.200	#d45d48	K11820, K13691, K21374
CaT2T01g05275	1.928	#e29182	K11820, K13691, K21374
CaT2T07g01634	2.339	#db7765	K00699, K18822
CaT2T07g01984	1.540	#e29182	K20855
CaT2T07g01988	1.584	#e29182	K01681
CaT2T06g02002	2.149	#db7765	K15109
CaT2T12g02290	3.492	#d45d48	K21354
CaT2T12g02291	2.474	#db7765	K21354
CaT2T12g02299	4.222	#ca462e	K16226
CaT2T05g00037	1.471	#e29182	K05894
CaT2T05g03478	1.661	#e29182	K08057
CaT2T11g00929	1.348	#e29182	K04371
CaT2T11g00921	1.077	#e29182	K09284
CaT2T08g02923	3.687	#d45d48	K01723, K17874
CaT2T08g02922	2.738	#db7765	K01723, K17874
CaT2T10g00484	1.928	#e29182	K09286
CaT2T08g01475	1.656	#e29182	K20359
CaT2T01g00909	1.200	#e29182	K11855
CaT2T01g00904	1.011	#e29182	K13422
CaT2T09g00025	1.583	#e29182	K17294
CaT2T10g01854	3.509	#d45d48	K10775, K13064
CaT2T03g02318	1.480	#e29182	K15746
CaT2T06g03190	2.405	#db7765	K04079
CaT2T08g00277	1.496	#e29182	K05863
CaT2T09g03043	3.200	#d45d48	K13496
CaT2T07g02462	2.280	#db7765	K03676
CaT2T09g02318	1.615	#e29182	K11982, K19041
CaT2T09g02316	2.288	#db7765	K04683, K09392
CaT2T06g00506	2.751	#db7765	K20457
CaT2T06g00508	2.757	#db7765	K07195
CaT2T06g01451	4.297	#ca462e	K09285
CaT2T06g02904	2.035	#db7765	K18880
CaT2T11g01898	1.221	#e29182	K15275
CaT2T11g02017	1.078	#e29182	K11982, K22378
CaT2T03g02668	1.196	#e29182	K00850
CaT2T01g05550	1.671	#e29182	K13422
CaT2T09g03204	1.420	#e29182	K07562
CaT2T02g01095	1.691	#e29182	K10268
CaT2T08g03044	1.550	#e29182	K01373
CaT2T08g01539	1.547	#e29182	K15455
CaT2T02g01773	1.332	#e29182	K14314
CaT2T06g01925	1.419	#e29182	K01179
CaT2T03g02507	1.337	#e29182	K01427
CaT2T09g02924	5.288	#ad3c28	K10775, K13064
CaT2T09g02925	4.250	#ca462e	K10775, K13064
CaT2T09g02923	5.180	#ad3c28	K10775, K13064
CaT2T07g03277	1.075	#e29182	K10592
CaT2T06g03786	2.479	#db7765	K14803
CaT2T06g00201	2.089	#db7765	K13456
CaT2T05g03425	3.113	#d45d48	K16055
CaT2T05g03422	1.224	#e29182	K08057
CaT2T05g00429	1.711	#e29182	K03283
CaT2T04g01795	1.131	#e29182	K13196
CaT2T03g03072	1.030	#e29182	K04733
CaT2T02g03283	1.694	#e29182	K08332
CaT2T02g03289	1.886	#e29182	K13448
CaT2T08g02694	1.869	#e29182	K20720, K20721, K20723
CaT2T01g00311	6.477	#903221	K21915, K21953
CaT2T08g01358	1.599	#e29182	K08900
CaT2T03g04503	1.614	#e29182	K11426
CaT2T12g01569	1.895	#e29182	K14638
CaT2T07g00501	2.616	#db7765	K15227
CaT2T07g00503	1.786	#e29182	K15227
CaT2T01g01297	2.349	#db7765	K17893
CaT2T12g02213	1.229	#e29182	K20363
CaT2T11g03428	1.514	#e29182	K16282
CaT2T03g02106	1.628	#e29182	K09490
CaT2T03g02107	1.234	#e29182	K14293
CaT2T01g00411	2.031	#db7765	K09419
CaT2T08g01635	1.934	#e29182	K03539, K21456
CaT2T03g05071	1.557	#e29182	K03020
CaT2T08g02306	1.744	#e29182	K13414
CaT2T12g02380	3.902	#d45d48	K00512, K07418, K15472
CaT2T11g02433	1.493	#e29182	K03347
CaT2T11g02430	1.520	#e29182	K09287
CaT2T11g02437	1.156	#e29182	K15168
CaT2T03g02397	1.454	#e29182	K05765, K17578
CaT2T03g02394	3.346	#d45d48	K22133
CaT2T03g02392	1.121	#e29182	K13800
CaT2T02g03092	2.172	#db7765	K08900
CaT2T03g02970	1.116	#e29182	K12857
CaT2T03g02977	1.079	#e29182	K17508
CaT2T10g01147	1.154	#e29182	K08956
CaT2T02g02879	3.120	#d45d48	K14209
CaT2T02g02878	2.085	#db7765	K14209
CaT2T02g02877	2.295	#db7765	K14209
CaT2T02g02870	1.992	#e29182	K08472
CaT2T12g02393	4.079	#ca462e	K00512, K07418, K15472
CaT2T12g02399	10.128	None	K14184, K15795, K15799, K15803
CaT2T09g01449	2.218	#db7765	K08867
CaT2T06g00629	1.292	#e29182	K11824
CaT2T11g03324	2.315	#db7765	K09422
CaT2T08g02794	1.605	#e29182	K00753
CaT2T10g02032	1.145	#e29182	K00232
CaT2T01g05620	1.420	#e29182	K20353
CaT2T08g02800	1.511	#e29182	K17906
CaT2T02g02243	1.034	#e29182	K18998
CaT2T09g02450	1.186	#e29182	K00939
CaT2T06g00424	1.784	#e29182	K14638
CaT2T06g00429	2.253	#db7765	K12897
CaT2T05g02779	2.784	#db7765	K14803
CaT2T04g00142	2.044	#db7765	K05309
CaT2T05g00325	2.339	#db7765	K04730, K04733, K13420
CaT2T09g01186	1.407	#e29182	K11266
CaT2T01g04851	1.047	#e29182	K02958
CaT2T03g04992	1.347	#e29182	K14772
CaT2T03g04371	1.596	#e29182	K01537
CaT2T03g04370	1.817	#e29182	K01537
CaT2T01g02866	1.418	#e29182	K07953
CaT2T10g02436	4.369	#ca462e	K01674
CaT2T03g02263	2.866	#db7765	K04733
CaT2T01g00831	1.989	#e29182	K00924
CaT2T09g00330	1.632	#e29182	K00640
CaT2T03g02648	2.053	#db7765	K13095
CaT2T07g00390	5.445	#ad3c28	K01183
CaT2T07g00392	5.066	#ad3c28	K01183
CaT2T02g04109	2.627	#db7765	K00737
CaT2T05g00541	2.703	#db7765	K04730, K04733, K13420
CaT2T11g02371	1.675	#e29182	K14549
CaT2T03g04178	1.466	#e29182	K13258
CaT2T11g02125	1.189	#e29182	K17868
CaT2T11g02129	2.809	#db7765	K22390
CaT2T11g02128	3.277	#d45d48	K01940
CaT2T09g01022	1.177	#e29182	K11721
CaT2T09g01023	1.776	#e29182	K17470
CaT2T04g01083	2.941	#db7765	K21374
CaT2T02g00121	1.248	#e29182	K13412
CaT2T09g00641	1.850	#e29182	K18834
CaT2T08g02400	3.262	#d45d48	K00430
CaT2T08g02403	1.584	#e29182	K20367
CaT2T01g00671	2.815	#db7765	K07999
CaT2T12g00823	2.186	#db7765	K12815
CaT2T12g01445	1.048	#e29182	K09489
CaT2T01g03321	1.216	#e29182	K13113
CaT2T08g00719	5.892	#ad3c28	K15095
CaT2T06g00855	1.440	#e29182	K14795
CaT2T02g00953	3.043	#d45d48	K00083
CaT2T07g00625	2.816	#db7765	K21894
CaT2T06g01810	1.016	#e29182	K14412
CaT2T12g01839	4.743	#ca462e	K09527
CaT2T01g00194	1.444	#e29182	K01897
CaT2T04g00846	1.249	#e29182	K03327
CaT2T02g03941	2.390	#db7765	K01785
CaT2T04g00069	1.859	#e29182	K04733
CaT2T05g03091	3.187	#d45d48	K08472
CaT2T04g01339	3.942	#d45d48	K08081
CaT2T04g01331	2.672	#db7765	K00430
CaT2T04g01330	2.516	#db7765	K00430
CaT2T04g01335	1.924	#e29182	K04733
CaT2T08g02263	1.224	#e29182	K20221
CaT2T08g02268	1.029	#e29182	K00889
CaT2T01g00733	2.107	#db7765	K07874
CaT2T03g03107	3.151	#d45d48	K17470, K17471
CaT2T03g03106	1.124	#e29182	K20478
CaT2T05g00591	1.319	#e29182	K01880
CaT2T01g00167	3.287	#d45d48	K01784
CaT2T03g01021	1.345	#e29182	K04733
CaT2T07g03185	1.357	#e29182	K00658
CaT2T07g03188	1.453	#e29182	K20716
CaT2T02g01024	1.051	#e29182	K14793
CaT2T01g02774	1.876	#e29182	K11799
CaT2T05g00625	1.472	#e29182	K18932, K20031
CaT2T07g02328	3.327	#d45d48	K01183, K20547
CaT2T08g00699	2.505	#db7765	K16860
CaT2T08g00696	9.474	#39140d	K01590, K01649, K22427
CaT2T08g00695	4.670	#ca462e	K22246
CaT2T01g01452	1.626	#e29182	K08869
CaT2T04g01236	1.645	#e29182	K15032
CaT2T08g03120	2.221	#db7765	K12818
CaT2T10g00170	1.011	#e29182	K03327
CaT2T01g03624	1.514	#e29182	K14803
CaT2T11g01949	3.335	#d45d48	K08900
CaT2T06g02330	2.993	#db7765	K04733
CaT2T06g02338	1.974	#e29182	K11699
CaT2T10g01960	1.110	#e29182	K12183
CaT2T02g03256	1.754	#e29182	K12261
CaT2T02g03257	1.329	#e29182	K10753
CaT2T09g02559	1.733	#e29182	K02886
CaT2T09g02556	1.605	#e29182	K05572, K05579
CaT2T06g00740	3.341	#d45d48	K12581
CaT2T12g00407	1.061	#e29182	K07198
CaT2T04g02593	1.068	#e29182	K06630
CaT2T04g02596	1.564	#e29182	K03809
CaT2T06g02070	3.363	#d45d48	K11290, K11778
CaT2T12g02737	1.408	#e29182	K07766
CaT2T11g00561	1.618	#e29182	K14536
CaT2T04g01006	1.370	#e29182	K08505
CaT2T08g02158	1.053	#e29182	K14638
CaT2T08g02484	1.359	#e29182	K07385, K12467, K12742, K18108, K19968, K21925
CaT2T08g02482	1.550	#e29182	K07385, K12467, K12742, K18108, K19968, K21925
CaT2T08g02483	1.728	#e29182	K07385, K12467, K12742, K18108, K19968, K21925
CaT2T02g04222	1.994	#e29182	K18696
CaT2T11g00972	3.365	#d45d48	K07195
CaT2T01g05712	1.900	#e29182	K21915, K21953
CaT2T01g05715	2.312	#db7765	K04706
CaT2T01g04042	1.417	#e29182	K21773
CaT2T03g00421	4.346	#ca462e	K04733
CaT2T01g02051	1.103	#e29182	K14823
CaT2T08g01446	4.328	#ca462e	K14802
CaT2T02g03182	2.481	#db7765	K10525
CaT2T02g00798	2.141	#db7765	K05016
CaT2T01g00979	4.797	#ca462e	K11446
CaT2T02g02333	4.764	#ca462e	K17871
CaT2T01g00029	1.377	#e29182	K15210
CaT2T06g03632	1.539	#e29182	K21843
CaT2T06g03633	1.052	#e29182	K20168
CaT2T06g03637	2.849	#db7765	K12192
CaT2T07g02437	1.152	#e29182	K09286
CaT2T10g02995	3.485	#d45d48	K00942
CaT2T04g02627	1.249	#e29182	K20178
CaT2T02g02881	1.929	#e29182	K08832
CaT2T02g04027	3.978	#d45d48	K10529
CaT2T07g01858	3.357	#d45d48	K13429
CaT2T07g01857	2.611	#db7765	K13429
CaT2T07g01856	2.280	#db7765	K13429
CaT2T05g01523	1.330	#e29182	K09510
CaT2T10g00268	3.989	#d45d48	K07428, K10717, K20660
CaT2T11g03390	2.750	#db7765	K04733
CaT2T11g03392	1.339	#e29182	K04733
CaT2T02g01899	3.055	#d45d48	K14503
CaT2T09g00762	1.273	#e29182	K17081
CaT2T09g00765	1.712	#e29182	K09286
CaT2T08g02722	1.072	#e29182	K10661
CaT2T03g02632	1.101	#e29182	K09873
CaT2T03g00092	3.411	#d45d48	K13464
CaT2T03g00090	1.676	#e29182	K07195
CaT2T05g00337	2.290	#db7765	K04733, K13420
CaT2T02g00851	3.189	#d45d48	K17686
CaT2T10g02728	1.098	#e29182	K09422
CaT2T09g00244	1.271	#e29182	K12191
CaT2T11g01733	2.304	#db7765	K14664
CaT2T06g01584	6.506	#903221	K00454, K15718
CaT2T12g00933	1.701	#e29182	K08332
CaT2T05g03411	3.267	#d45d48	K10775, K13064
CaT2T05g03412	2.184	#db7765	K04733
CaT2T04g01989	1.175	#e29182	K12876
CaT2T01g04636	6.683	#903221	K08486
CaT2T03g04089	2.269	#db7765	K00949
CaT2T03g04556	1.313	#e29182	K16904
CaT2T03g03023	1.958	#e29182	K10268, K11594
CaT2T02g03564	1.158	#e29182	K19041
CaT2T02g03562	5.847	#ad3c28	K00588
CaT2T02g03563	4.387	#ca462e	K00588
CaT2T02g03561	7.899	#73281a	K00588
CaT2T09g00480	3.369	#d45d48	K21867
CaT2T08g01380	2.175	#db7765	K19784
CaT2T10g02875	1.068	#e29182	K03124
CaT2T10g03392	7.418	#73281a	K09754
CaT2T01g03197	1.214	#e29182	K10666
CaT2T07g01665	1.115	#e29182	K00850
CaT2T06g01778	2.228	#db7765	K17087
CaT2T05g01113	1.250	#e29182	K03868
CaT2T05g01116	8.085	#561e14	K22378
CaT2T05g01115	1.380	#e29182	K04733
CaT2T10g00724	2.730	#db7765	K14638
CaT2T05g00645	7.855	#73281a	K00430
CaT2T05g00647	9.803	#39140d	K00430
CaT2T05g00643	5.806	#ad3c28	K00430
CaT2T03g00972	2.543	#db7765	K13448
CaT2T03g00976	1.082	#e29182	K10401
CaT2T08g01992	2.373	#db7765	K08770
CaT2T02g00715	1.314	#e29182	K00472, K09422
CaT2T05g00056	2.829	#db7765	K13448
CaT2T10g01110	1.591	#e29182	K02728
CaT2T09g00697	1.016	#e29182	K06883
CaT2T09g00692	3.065	#d45d48	K05933
CaT2T12g00562	3.246	#d45d48	K11820, K13691
CaT2T06g01205	2.479	#db7765	K20843
CaT2T01g05397	3.350	#d45d48	K19861
CaT2T11g00190	2.373	#db7765	K20889
CaT2T12g02077	1.236	#e29182	K10258
CaT2T04g00252	1.393	#e29182	K01365
CaT2T11g01313	1.363	#e29182	K17686
CaT2T04g00259	4.023	#ca462e	K00279
CaT2T11g03315	1.739	#e29182	K01054
CaT2T05g00211	1.018	#e29182	K01408
CaT2T01g00373	1.201	#e29182	K00799
CaT2T01g00226	1.068	#e29182	K16240
CaT2T03g01940	1.300	#e29182	K17681
CaT2T08g01563	2.322	#db7765	K06199
CaT2T12g02679	1.554	#e29182	K00083
CaT2T08g00830	2.881	#db7765	K13425
CaT2T03g02258	4.776	#ca462e	K01183
CaT2T08g00413	1.034	#e29182	K09533
CaT2T08g00412	1.150	#e29182	K09533
CaT2T07g00225	1.001	#e29182	K08330
CaT2T07g00221	3.213	#d45d48	K07428, K10717, K20660
CaT2T07g00220	2.430	#db7765	K03265
CaT2T04g02131	1.625	#e29182	K09338
CaT2T04g00277	1.544	#e29182	K08241
CaT2T05g03112	1.120	#e29182	K14317
CaT2T09g00407	1.719	#e29182	K21776
CaT2T09g00408	1.532	#e29182	K10527
CaT2T03g00193	1.087	#e29182	K12197
CaT2T08g03227	2.582	#db7765	K19791
CaT2T12g01605	1.002	#e29182	K03935
CaT2T01g02836	3.461	#d45d48	K02982
CaT2T04g01202	7.121	#73281a	K16282
CaT2T08g01685	2.690	#db7765	K00869
CaT2T12g00265	3.880	#d45d48	K01648
CaT2T12g00260	1.291	#e29182	K10578
CaT2T04g00034	1.475	#e29182	K11548
CaT2T10g02190	1.712	#e29182	K00799
CaT2T11g01163	1.238	#e29182	K13412
CaT2T07g02984	1.497	#e29182	K10666
CaT2T07g02980	3.084	#d45d48	K02260
CaT2T03g01338	5.846	#ad3c28	K20665
CaT2T03g01339	5.352	#ad3c28	K20665
CaT2T03g01337	5.762	#ad3c28	K20665
CaT2T04g02713	1.917	#e29182	K00924, K04733
CaT2T05g01199	1.752	#e29182	K04733
CaT2T11g03477	2.557	#db7765	K09514
CaT2T02g04157	2.139	#db7765	K00036
CaT2T02g02426	1.502	#e29182	K19371
CaT2T03g02927	1.337	#e29182	K15711
CaT2T03g01699	1.329	#e29182	K00654
CaT2T01g01990	1.360	#e29182	K10256, K21704, K21736
CaT2T01g00643	4.734	#ca462e	K00750
CaT2T09g02613	1.216	#e29182	K04733
CaT2T11g01646	1.274	#e29182	K14289
CaT2T11g01396	1.232	#e29182	K14432
CaT2T05g00556	1.890	#e29182	K12501
CaT2T06g00696	2.923	#db7765	K20624
CaT2T06g00693	1.704	#e29182	K13335
CaT2T06g01125	1.625	#e29182	K10523
CaT2T06g01128	1.328	#e29182	K08867
CaT2T04g01877	1.008	#e29182	K17492
CaT2T02g03979	3.005	#d45d48	K08900
CaT2T04g00055	1.333	#e29182	K08852
CaT2T04g00056	1.324	#e29182	K05387
CaT2T03g04428	1.784	#e29182	K14484
CaT2T02g02763	1.531	#e29182	K03859
CaT2T10g02092	3.846	#d45d48	K00799
CaT2T02g00615	1.177	#e29182	K22378
CaT2T03g01080	3.261	#d45d48	K20843
CaT2T03g00335	3.634	#d45d48	K18368
CaT2T09g02421	1.018	#e29182	K15728
CaT2T08g01726	2.014	#db7765	K01897
CaT2T06g00455	1.074	#e29182	K17943
CaT2T06g00459	3.223	#d45d48	K07025
CaT2T11g00098	1.825	#e29182	K03231
CaT2T06g03239	4.106	#ca462e	K20536
CaT2T04g01240	1.003	#e29182	K19476
CaT2T08g02644	2.130	#db7765	K13348
CaT2T10g02761	1.709	#e29182	K08503
CaT2T09g02224	1.618	#e29182	K00966
CaT2T03g04329	1.168	#e29182	K12606
CaT2T02g03729	1.169	#e29182	K04733
CaT2T03g00806	2.204	#db7765	K00026
CaT2T10g02442	1.367	#e29182	K13699
CaT2T01g00845	2.576	#db7765	K00948
CaT2T03g01767	4.165	#ca462e	K16675
CaT2T12g02441	1.187	#e29182	K08332
CaT2T01g00541	2.379	#db7765	K15292
CaT2T05g00535	1.031	#e29182	K09503
CaT2T05g00534	3.218	#d45d48	K06628
CaT2T05g00533	3.313	#d45d48	K06628
CaT2T07g01963	5.620	#ad3c28	K14181, K15803, K22064, K22065
CaT2T04g02071	1.307	#e29182	K20855
CaT2T04g02079	1.004	#e29182	K11648
CaT2T03g04121	2.526	#db7765	K01054, K11649
CaT2T05g00093	1.021	#e29182	K01001
CaT2T12g01208	1.316	#e29182	K05391
CaT2T09g01589	1.448	#e29182	K18998
CaT2T09g01055	1.042	#e29182	K10635, K19041
CaT2T06g02887	2.613	#db7765	K13347, K13348
CaT2T11g00940	3.559	#d45d48	K21373
CaT2T01g03378	2.568	#db7765	K00006
CaT2T01g03379	3.201	#d45d48	K00279
CaT2T10g00793	1.491	#e29182	K01583
CaT2T06g00804	3.491	#d45d48	K09874
CaT2T08g02943	3.405	#d45d48	K03327
CaT2T08g01410	1.737	#e29182	K22312
CaT2T03g02375	1.000	#e29182	K11778
CaT2T03g02371	2.718	#db7765	K21374
CaT2T02g00233	1.344	#e29182	K08832
CaT2T06g00342	5.775	#ad3c28	K00487
CaT2T06g00341	5.206	#ad3c28	K00487
CaT2T06g00348	1.133	#e29182	K03843
CaT2T04g02619	3.511	#d45d48	K08900
CaT2T05g03251	1.318	#e29182	K15502
CaT2T07g03060	2.226	#db7765	K08202
CaT2T07g02273	1.868	#e29182	K09422
CaT2T04g00284	1.083	#e29182	K14066
CaT2T01g03311	2.360	#db7765	K00326
CaT2T02g03419	1.428	#e29182	K02893
CaT2T03g02345	4.711	#ca462e	K00430
CaT2T08g00709	1.798	#e29182	K09480
CaT2T03g02608	1.872	#e29182	K01087
CaT2T01g05398	1.902	#e29182	K19861
CaT2T01g05399	1.207	#e29182	K19861
CaT2T08g02773	1.836	#e29182	K00588
CaT2T07g03157	2.275	#db7765	K06682, K07976
CaT2T03g00600	3.170	#d45d48	K03696
CaT2T10g01091	1.276	#e29182	K03004
CaT2T01g04449	1.603	#e29182	K20359
CaT2T07g02680	1.497	#e29182	K10717, K20660
CaT2T07g02688	1.812	#e29182	K10717, K20660
CaT2T02g00803	1.335	#e29182	K11650
CaT2T06g02720	4.890	#ca462e	K08900
CaT2T05g02793	1.186	#e29182	K07198
CaT2T01g04771	1.305	#e29182	K04733
CaT2T11g00936	3.060	#d45d48	K18873
CaT2T05g00483	2.544	#db7765	K04515, K08794
