GeneID	log2FoldChange	color	KO_number
CaT2T05g00484	2.088	#db7765	K04515, K08794
CaT2T10g00691	1.017	#e29182	K14431
CaT2T10g00692	2.354	#db7765	K06689
CaT2T01g02528	6.109	#903221	K18635
CaT2T08g01867	1.447	#e29182	K09584
CaT2T08g01864	1.219	#e29182	K10901
CaT2T03g02102	2.178	#db7765	K20241
CaT2T10g02228	1.541	#e29182	K17964
CaT2T02g00485	2.321	#db7765	K01537
CaT2T03g02816	1.180	#e29182	K03145
CaT2T03g00413	1.276	#e29182	K16276
CaT2T09g00903	3.520	#d45d48	K10666
CaT2T10g03282	1.385	#e29182	K09875
CaT2T01g02887	2.399	#db7765	K22376
CaT2T06g00718	3.725	#d45d48	K14593, K14594
CaT2T12g00458	2.538	#db7765	K09419
CaT2T08g00871	1.600	#e29182	K15119
CaT2T05g01169	1.161	#e29182	K15305
CaT2T03g00254	1.087	#e29182	K17925
CaT2T01g04013	3.344	#d45d48	K13832
CaT2T01g04015	1.282	#e29182	K04565
CaT2T03g00923	1.355	#e29182	K13648
CaT2T02g00728	1.637	#e29182	K08900, K14692
CaT2T02g02384	4.364	#ca462e	K04733
CaT2T02g02380	4.877	#ca462e	K04733
CaT2T03g00490	1.221	#e29182	K07766
CaT2T03g01648	1.179	#e29182	K13347, K13348
CaT2T02g01894	2.718	#db7765	K09874
CaT2T02g01892	1.214	#e29182	K19365
CaT2T02g03032	1.160	#e29182	K11341
CaT2T01g00073	2.658	#db7765	K01194
CaT2T01g00078	1.903	#e29182	K09490
CaT2T09g03067	6.182	#903221	K10256, K21704, K21710, K21736
CaT2T10g00831	3.780	#d45d48	K13832
CaT2T10g00832	3.775	#d45d48	K13832
CaT2T04g02695	2.352	#db7765	K09250
CaT2T12g00554	2.536	#db7765	K08236
CaT2T06g02961	3.587	#d45d48	K04733
CaT2T06g02966	1.502	#e29182	K15683
CaT2T12g02049	2.044	#db7765	K15340
CaT2T10g02480	1.230	#e29182	K20618
CaT2T01g00272	4.176	#ca462e	K01762, K20772
CaT2T01g04191	1.773	#e29182	K00799
CaT2T03g04211	2.849	#db7765	K07025
CaT2T08g00647	2.003	#db7765	K09510
CaT2T09g02139	1.556	#e29182	K14500
CaT2T02g00889	1.851	#e29182	K04730, K04733, K13420
CaT2T08g01511	1.016	#e29182	K14569
CaT2T02g03618	1.601	#e29182	K05864
CaT2T06g01948	3.103	#d45d48	K13423, K13424
CaT2T06g01944	1.334	#e29182	K17498
CaT2T12g02685	1.477	#e29182	K00083
CaT2T12g02683	2.192	#db7765	K00083
CaT2T07g03216	4.723	#ca462e	K06911
CaT2T06g01573	1.317	#e29182	K10418
CaT2T02g03512	1.664	#e29182	K01110
CaT2T02g03511	3.933	#d45d48	K10268, K10273
CaT2T08g00024	1.831	#e29182	K20222
CaT2T08g00028	1.259	#e29182	K20222
CaT2T02g00371	4.557	#ca462e	K00021
CaT2T09g01126	1.378	#e29182	K11982
CaT2T09g00459	1.696	#e29182	K10781
CaT2T07g03052	4.336	#ca462e	K14487
CaT2T02g01131	5.357	#ad3c28	K09832
CaT2T03g00495	2.191	#db7765	K12236
CaT2T09g02580	1.289	#e29182	K02108, K03046
CaT2T09g02586	1.649	#e29182	K02112
CaT2T09g02587	1.067	#e29182	K02634
CaT2T09g02589	1.538	#e29182	K01358
CaT2T07g02010	1.554	#e29182	K08486
CaT2T02g02447	1.306	#e29182	K13989
CaT2T02g02443	2.472	#db7765	K16815
CaT2T12g00238	1.498	#e29182	K09518
CaT2T03g01957	1.577	#e29182	K10601
CaT2T05g01255	2.784	#db7765	K01537
CaT2T01g04091	1.955	#e29182	K01102, K17500
CaT2T07g02974	1.150	#e29182	K20891
CaT2T01g01300	1.118	#e29182	K15026
CaT2T11g02458	3.076	#d45d48	K19476
CaT2T03g02918	2.158	#db7765	K15015
CaT2T02g01813	1.087	#e29182	K14492
CaT2T10g00211	1.133	#e29182	K04125
CaT2T04g02443	2.212	#db7765	K11492
CaT2T10g02096	1.242	#e29182	K08269
CaT2T01g01571	1.168	#e29182	K01115
CaT2T01g01578	5.421	#ad3c28	K15277
CaT2T11g01349	1.041	#e29182	K05863
CaT2T06g00391	3.023	#d45d48	K17506
CaT2T04g01152	1.590	#e29182	K09527
CaT2T04g01846	4.810	#ca462e	K13448
CaT2T10g00055	1.019	#e29182	K13103
CaT2T10g00051	1.127	#e29182	K15032
CaT2T03g01912	1.203	#e29182	K19761
CaT2T01g04115	1.890	#e29182	K01647
CaT2T01g02456	3.847	#d45d48	K14432
CaT2T02g03692	1.809	#e29182	K00318
CaT2T01g02185	1.220	#e29182	K13459
CaT2T11g00511	3.815	#d45d48	K12581
CaT2T02g00642	1.833	#e29182	K14011
CaT2T03g02032	1.053	#e29182	K08900
CaT2T03g02030	1.998	#e29182	K11805
CaT2T02g03170	1.287	#e29182	K09338
CaT2T12g02602	1.048	#e29182	K03327
CaT2T12g02601	1.394	#e29182	K03327
CaT2T09g00290	1.966	#e29182	K08790
CaT2T10g01045	1.261	#e29182	K14496
CaT2T07g02524	1.259	#e29182	K01595
CaT2T10g00938	1.570	#e29182	K13412
CaT2T04g02956	2.336	#db7765	K09419
CaT2T08g01719	1.004	#e29182	K21026
CaT2T08g01715	3.477	#d45d48	K08900
CaT2T07g00475	1.921	#e29182	K20032
CaT2T05g00616	1.790	#e29182	K14001
CaT2T06g00408	3.529	#d45d48	K04730, K13428
CaT2T06g00403	2.946	#db7765	K19517
CaT2T05g00309	2.201	#db7765	K19613
CaT2T03g01276	1.022	#e29182	K16280, K20929
CaT2T10g00621	1.164	#e29182	K21734, K21737
CaT2T10g00622	1.462	#e29182	K13425
CaT2T08g01653	1.323	#e29182	K12948
CaT2T03g02204	1.157	#e29182	K00264
CaT2T12g03764	1.283	#e29182	K00857
CaT2T12g03763	1.162	#e29182	K14411
CaT2T08g02185	1.215	#e29182	K07904
CaT2T12g01330	1.261	#e29182	K01641
CaT2T02g04121	3.343	#d45d48	K16280
CaT2T07g01935	1.307	#e29182	K06676
CaT2T03g04152	2.068	#db7765	K01679
CaT2T05g01777	2.141	#db7765	K15104
CaT2T03g02441	2.970	#db7765	K15442
CaT2T03g02449	1.404	#e29182	K09419
CaT2T05g00444	2.617	#db7765	K05658
CaT2T03g00596	5.095	#ad3c28	K00915, K11251
CaT2T03g00595	1.137	#e29182	K15979
CaT2T03g00592	1.248	#e29182	K08054
CaT2T03g00598	5.857	#ad3c28	K13447
CaT2T10g00298	1.122	#e29182	K00232
CaT2T01g03347	1.271	#e29182	K19613
CaT2T01g03346	3.535	#d45d48	K00820
CaT2T01g00992	2.752	#db7765	K20924
CaT2T12g02594	2.702	#db7765	K10664
CaT2T07g03329	1.560	#e29182	K18835
CaT2T07g03322	1.055	#e29182	K10374
CaT2T06g00314	1.761	#e29182	K20858
CaT2T04g03069	1.769	#e29182	K12386
CaT2T07g00161	3.213	#d45d48	K16055
CaT2T03g03293	1.079	#e29182	K10523
CaT2T03g03126	1.606	#e29182	K06890
CaT2T02g03465	1.766	#e29182	K00430
CaT2T10g02023	1.580	#e29182	K15100
CaT2T08g00114	7.338	#73281a	K01580
CaT2T02g01913	1.028	#e29182	K10956
CaT2T02g01915	2.251	#db7765	K16055
CaT2T01g04411	1.126	#e29182	K16271
CaT2T12g01746	1.787	#e29182	K12169
CaT2T02g00830	6.318	#903221	K00512, K07418, K15472
CaT2T02g00832	8.048	#561e14	K00512, K07418, K15472
CaT2T03g04734	1.917	#e29182	K03025
CaT2T06g01355	1.571	#e29182	K21843
CaT2T06g01350	4.871	#ca462e	K10406
CaT2T06g01359	4.566	#ca462e	K00799
CaT2T07g00417	1.118	#e29182	K17086
CaT2T11g01790	1.494	#e29182	K14802
CaT2T10g02638	2.598	#db7765	K08486
CaT2T01g00989	1.544	#e29182	K09580
CaT2T07g01403	2.528	#db7765	K19476
CaT2T02g02918	4.045	#ca462e	K20547
CaT2T03g00141	1.331	#e29182	K17794
CaT2T03g00144	1.311	#e29182	K00671, K02218
CaT2T01g02555	1.800	#e29182	K02112
CaT2T01g02554	1.008	#e29182	K02704
CaT2T03g04399	1.127	#e29182	K15397
CaT2T02g03793	1.124	#e29182	K07195
CaT2T03g04530	1.391	#e29182	K08959, K08960
CaT2T03g00852	1.505	#e29182	K14440
CaT2T03g00856	2.929	#db7765	K08509, K18211
CaT2T09g00395	5.419	#ad3c28	K10664
CaT2T03g02826	1.140	#e29182	K17479
CaT2T03g02821	1.040	#e29182	K09458
CaT2T03g00460	1.861	#e29182	K13448
CaT2T03g01236	2.559	#db7765	K13993
CaT2T03g01230	1.841	#e29182	K08867
CaT2T12g01800	1.075	#e29182	K20478
CaT2T06g00720	1.974	#e29182	K12655
CaT2T12g01803	1.912	#e29182	K21596
CaT2T12g01804	1.882	#e29182	K21596
CaT2T12g02289	3.477	#d45d48	K21354
CaT2T12g02284	1.642	#e29182	K21354
CaT2T03g05004	1.874	#e29182	K14181, K15803, K22064, K22065
CaT2T11g01186	1.363	#e29182	K14431
CaT2T04g00378	1.146	#e29182	K20893
CaT2T04g00955	1.884	#e29182	K10395
CaT2T08g02177	2.305	#db7765	K08738
CaT2T10g02960	1.464	#e29182	K13448
CaT2T07g02764	3.640	#d45d48	K13508
CaT2T06g00364	1.121	#e29182	K15113
CaT2T11g03492	1.160	#e29182	K20538
CaT2T03g01134	1.551	#e29182	K20474
CaT2T03g00261	1.148	#e29182	K10418
CaT2T11g00914	1.903	#e29182	K15777
CaT2T03g02327	1.084	#e29182	K03327
CaT2T02g03005	1.391	#e29182	K08472
CaT2T06g03615	1.808	#e29182	K11816
CaT2T06g03617	1.184	#e29182	K10357
CaT2T12g01278	1.701	#e29182	K01507
CaT2T07g02414	2.276	#db7765	K08819
CaT2T07g02416	2.341	#db7765	K16900
CaT2T05g03203	2.568	#db7765	K01823
CaT2T06g01442	4.155	#ca462e	K01904
CaT2T10g02879	2.371	#db7765	K13494, K13495
CaT2T10g02874	4.950	#ca462e	K18134
CaT2T06g00939	1.039	#e29182	K09338
CaT2T07g01878	1.922	#e29182	K00799
CaT2T11g00421	2.366	#db7765	K19613
CaT2T11g02061	1.020	#e29182	K13424
CaT2T11g02395	4.892	#ca462e	K01530, K14802
CaT2T08g02704	3.037	#d45d48	K05402
CaT2T03g00652	2.673	#db7765	K13065
CaT2T02g01081	6.113	#903221	K22395
CaT2T08g03073	2.396	#db7765	K01583
CaT2T08g00671	4.678	#ca462e	K07761, K07999
CaT2T12g00033	7.819	#73281a	K10256, K21704, K21710, K21736
CaT2T12g00030	2.030	#db7765	K15404
CaT2T12g00031	2.455	#db7765	K10256, K21704, K21736
CaT2T12g00034	7.709	#73281a	K10256, K21704, K21710, K21736
CaT2T12g00035	8.104	#561e14	K10256, K21704, K21710, K21736
CaT2T12g00038	7.855	#73281a	K10256, K21704, K21710, K21736
CaT2T12g00039	7.881	#73281a	K10256, K21704, K21710, K21736
CaT2T02g03625	1.148	#e29182	K19613
CaT2T04g01844	3.183	#d45d48	K13448
CaT2T06g01936	2.050	#db7765	K20556
CaT2T02g00546	4.686	#ca462e	K04421
CaT2T02g00543	1.230	#e29182	K19791
CaT2T03g01027	2.864	#db7765	K09377
CaT2T06g03791	3.206	#d45d48	K05658
CaT2T06g03790	2.543	#db7765	K05389
CaT2T06g03792	1.983	#e29182	K00901
CaT2T03g02243	1.876	#e29182	K15119
CaT2T12g00951	1.430	#e29182	K09518
CaT2T05g01360	1.353	#e29182	K19476
CaT2T03g03002	2.434	#db7765	K04716
CaT2T08g01836	2.051	#db7765	K01115
CaT2T02g03163	1.120	#e29182	K14721
CaT2T08g02519	4.278	#ca462e	K02492
CaT2T01g03723	1.959	#e29182	K19043
CaT2T01g00456	2.845	#db7765	K01641
CaT2T01g04513	2.604	#db7765	K01074
CaT2T03g03133	1.013	#e29182	K20899
CaT2T08g00828	6.932	#903221	K01762, K20772
CaT2T07g01648	1.079	#e29182	K20283
CaT2T06g01019	4.520	#ca462e	K13065
CaT2T04g02530	1.384	#e29182	K11430
CaT2T07g00511	3.955	#d45d48	K15227
CaT2T10g02131	1.794	#e29182	K04354, K07393, K20174
CaT2T12g02203	2.472	#db7765	K01597
CaT2T11g00336	4.339	#ca462e	K05359
CaT2T03g04677	1.352	#e29182	K10730
CaT2T01g03242	1.402	#e29182	K07904
CaT2T08g01976	1.034	#e29182	K14191
CaT2T08g01971	4.245	#ca462e	K01507
CaT2T11g02407	2.430	#db7765	K03574, K20986
CaT2T09g00055	1.237	#e29182	K13648
CaT2T02g00199	1.074	#e29182	K19619
CaT2T02g00190	1.143	#e29182	K01578
CaT2T03g00549	1.810	#e29182	K03696
CaT2T02g02845	1.596	#e29182	K01937
CaT2T07g02494	1.151	#e29182	K07904
CaT2T06g00577	1.253	#e29182	K06185
CaT2T08g00781	1.426	#e29182	K02607
CaT2T01g06015	1.102	#e29182	K22138
CaT2T01g06018	1.036	#e29182	K20241
CaT2T05g01894	1.687	#e29182	K09286
CaT2T05g01893	2.478	#db7765	K09286, K13432, K14517
CaT2T03g02894	1.502	#e29182	K02518, K02948, K03040
CaT2T09g02160	2.075	#db7765	K00799
CaT2T09g02167	3.129	#d45d48	K00799
CaT2T03g01922	1.923	#e29182	K21121
CaT2T03g01927	2.036	#db7765	K13448
CaT2T08g02810	1.366	#e29182	K04710
CaT2T03g00078	1.501	#e29182	K14288
CaT2T02g01782	1.413	#e29182	K13420
CaT2T10g02780	1.018	#e29182	K13947
CaT2T10g02789	2.205	#db7765	K14431
CaT2T02g03127	1.036	#e29182	K02907
CaT2T08g00439	1.249	#e29182	K15084
CaT2T03g00304	5.129	#ad3c28	K17302
CaT2T07g02514	2.695	#db7765	K04427
CaT2T04g02920	4.887	#ca462e	K21026
CaT2T09g02441	1.667	#e29182	K09284
CaT2T06g00430	1.197	#e29182	K04802
CaT2T06g01387	1.312	#e29182	K17805
CaT2T05g00450	3.721	#d45d48	K01054
CaT2T03g02755	1.698	#e29182	K00942
CaT2T01g00367	1.802	#e29182	K00432
CaT2T01g04596	2.230	#db7765	K14488
CaT2T07g02757	1.113	#e29182	K10374
CaT2T07g02755	2.445	#db7765	K08235
CaT2T03g04863	1.218	#e29182	K17108
CaT2T03g04864	2.321	#db7765	K00383
CaT2T10g02424	3.712	#d45d48	K00789
CaT2T10g01997	1.496	#e29182	K14496
CaT2T10g01990	2.029	#db7765	K07253
CaT2T03g02254	1.203	#e29182	K05666
CaT2T02g00465	7.218	#73281a	K09338
CaT2T09g00343	3.891	#d45d48	K00924
CaT2T06g03500	1.177	#e29182	K07198, K12761
CaT2T10g00368	1.690	#e29182	K01873
CaT2T02g03644	1.216	#e29182	K15631
CaT2T02g04178	1.825	#e29182	K05016
CaT2T02g04172	4.076	#ca462e	K00939
CaT2T02g04173	3.526	#d45d48	K13448
CaT2T03g03321	3.760	#d45d48	K04733
CaT2T03g03328	1.939	#e29182	K14493
CaT2T08g00283	1.618	#e29182	K03676
CaT2T08g02413	1.041	#e29182	K11842
CaT2T08g02412	1.630	#e29182	K21596
CaT2T08g02415	2.420	#db7765	K17506
CaT2T01g00665	1.195	#e29182	K13627, K14427
CaT2T01g03317	2.541	#db7765	K13366
CaT2T08g00704	3.093	#d45d48	K22246
CaT2T06g00860	1.839	#e29182	K07213
CaT2T11g01664	1.052	#e29182	K03549
CaT2T11g01668	2.420	#db7765	K16055
CaT2T08g01434	1.296	#e29182	K08794, K13412
CaT2T05g01810	1.589	#e29182	K07893
CaT2T05g00602	2.147	#db7765	K00616
CaT2T04g00851	1.165	#e29182	K01610
CaT2T06g00326	2.948	#db7765	K13434
CaT2T06g01148	1.227	#e29182	K14638
CaT2T10g00026	2.283	#db7765	K04733
CaT2T10g00025	1.004	#e29182	K06955
CaT2T01g04147	1.325	#e29182	K10357
CaT2T04g01309	1.327	#e29182	K12947
CaT2T02g02703	2.328	#db7765	K13429
CaT2T10g02077	1.851	#e29182	K14500
CaT2T10g02074	1.179	#e29182	K07375
CaT2T02g01947	1.685	#e29182	K04730, K04733, K13420
CaT2T02g01941	1.931	#e29182	K04733, K13420
CaT2T10g01037	1.178	#e29182	K20359
CaT2T02g03262	1.621	#e29182	K03262
CaT2T11g00077	1.744	#e29182	K19613
CaT2T11g00078	1.302	#e29182	K19613
CaT2T01g01469	1.070	#e29182	K21777
CaT2T12g02111	1.602	#e29182	K14317
CaT2T04g01229	1.110	#e29182	K15032
CaT2T06g00175	5.666	#ad3c28	K08081
CaT2T07g02435	1.133	#e29182	K17506
CaT2T08g02666	6.362	#903221	K14487
CaT2T05g01627	2.620	#db7765	K20368
CaT2T05g01623	2.629	#db7765	K00924, K03083
CaT2T10g00185	3.064	#d45d48	K08900
CaT2T11g01950	5.510	#ad3c28	K04713
CaT2T03g00825	1.435	#e29182	K12127
CaT2T10g01914	6.880	#903221	K13496
CaT2T03g01700	1.399	#e29182	K05391
CaT2T09g02564	1.426	#e29182	K01358
CaT2T09g02562	1.725	#e29182	K02518, K02948, K03040
CaT2T09g02560	2.487	#db7765	K02982
CaT2T09g02561	2.293	#db7765	K02874
CaT2T12g00434	1.214	#e29182	K12471
CaT2T05g02026	2.650	#db7765	K21373
CaT2T05g02025	3.687	#d45d48	K09422
CaT2T07g01945	3.262	#d45d48	K20716
CaT2T04g02587	3.986	#d45d48	K08900
CaT2T04g02588	1.064	#e29182	K08900
CaT2T11g00555	2.110	#db7765	K09503
CaT2T04g00348	1.471	#e29182	K20783
CaT2T04g00346	1.300	#e29182	K17508
CaT2T04g00968	1.514	#e29182	K11855
CaT2T03g01141	2.063	#db7765	K03844
CaT2T08g02495	1.043	#e29182	K22314
CaT2T01g00555	3.346	#d45d48	K08679
CaT2T01g04075	1.569	#e29182	K03006
CaT2T08g02535	1.598	#e29182	K04043
CaT2T08g02532	1.247	#e29182	K04043
CaT2T08g02967	1.155	#e29182	K04536
CaT2T01g02049	1.042	#e29182	K08342
CaT2T08g01431	1.125	#e29182	K19347
CaT2T08g01433	1.117	#e29182	K14514
CaT2T10g03236	5.068	#ad3c28	K08332
CaT2T02g00783	3.523	#d45d48	K00799
CaT2T02g00784	1.696	#e29182	K15208
CaT2T03g00484	2.306	#db7765	K13464
CaT2T02g00256	4.639	#ca462e	K00021
CaT2T10g00853	1.168	#e29182	K03935
CaT2T09g03007	1.597	#e29182	K08235
CaT2T01g00603	1.626	#e29182	K20456
CaT2T07g02420	1.046	#e29182	K20098
CaT2T07g00117	2.754	#db7765	K14504
CaT2T04g00560	2.492	#db7765	K00512, K13260, K20623
CaT2T04g00563	2.317	#db7765	K00512, K20623
CaT2T04g00564	1.179	#e29182	K21398
CaT2T05g00252	-1.769	#76d3ee	K12462
CaT2T11g01315	-2.166	#56c9ea	K09519
CaT2T02g02455	-1.626	#76d3ee	K03327
CaT2T03g03173	-1.965	#76d3ee	K11275
CaT2T05g00137	-4.523	#1ab2df	K13495
CaT2T11g02059	-3.191	#36bee6	K07964, K20027
CaT2T02g00016	-1.729	#76d3ee	K11290
CaT2T08g00621	-3.929	#36bee6	K17710
CaT2T02g00863	-1.265	#76d3ee	K05750
CaT2T09g02521	-1.135	#76d3ee	K02931
CaT2T05g01445	-1.170	#76d3ee	K15032
CaT2T12g03824	-1.186	#76d3ee	K03026
CaT2T12g02193	-2.800	#56c9ea	K02639
CaT2T10g02485	-1.932	#76d3ee	K13680
CaT2T05g01334	-1.590	#76d3ee	K17470
CaT2T04g00489	-2.201	#56c9ea	K03671
CaT2T05g00179	-1.166	#76d3ee	K19269
CaT2T02g02196	-1.933	#76d3ee	K11000
CaT2T11g02240	-1.759	#76d3ee	K14810
CaT2T08g01391	-3.057	#36bee6	K01381
CaT2T03g00439	-2.898	#56c9ea	K10529
CaT2T03g00437	-1.766	#76d3ee	K10529
CaT2T08g00811	-2.334	#56c9ea	K04733
CaT2T07g01674	-1.161	#76d3ee	K08332
CaT2T01g01259	-2.165	#56c9ea	K00666
CaT2T07g02919	-3.054	#36bee6	K07428, K10717, K20660
CaT2T09g01524	-2.396	#56c9ea	K07390
CaT2T03g01943	-1.421	#76d3ee	K00512, K07408, K07409, K07418
CaT2T06g00035	-1.599	#76d3ee	K03676
CaT2T06g00036	-1.165	#76d3ee	K10144
CaT2T06g00038	-2.361	#56c9ea	K14485
CaT2T01g05032	-1.258	#76d3ee	K04733
CaT2T05g01106	-3.048	#36bee6	K13415
CaT2T02g03827	-1.448	#76d3ee	K05391
CaT2T02g03826	-1.026	#76d3ee	K17710
CaT2T01g03283	-1.207	#76d3ee	K10999
CaT2T03g00908	-2.070	#56c9ea	K20285
CaT2T10g03411	-4.473	#1ab2df	K04035
CaT2T02g00706	-1.234	#76d3ee	K07393
CaT2T05g00561	-1.444	#76d3ee	K02864
CaT2T02g03050	-2.603	#56c9ea	K01623
CaT2T09g00061	-1.880	#76d3ee	K20720, K20721
CaT2T02g03058	-2.514	#56c9ea	K21630
CaT2T08g00234	-1.109	#76d3ee	K15264
CaT2T08g00238	-1.218	#76d3ee	K16911
CaT2T12g02548	-1.919	#76d3ee	K02324
CaT2T02g02835	-2.370	#56c9ea	K01246
CaT2T01g06062	-2.193	#56c9ea	K14826
CaT2T07g02872	-1.735	#76d3ee	K16055
CaT2T11g01582	-2.536	#56c9ea	K01179
CaT2T04g00268	-1.789	#76d3ee	K20535
CaT2T04g00264	-2.533	#56c9ea	K03665
CaT2T09g01485	-1.139	#76d3ee	K13412
CaT2T01g03409	-1.769	#76d3ee	K11433
CaT2T08g03000	-2.482	#56c9ea	K00975
CaT2T06g02425	-1.572	#76d3ee	K00858
CaT2T03g00004	-1.089	#76d3ee	K15032
CaT2T03g01971	-2.060	#56c9ea	K17964
CaT2T08g02846	-1.352	#76d3ee	K05864
CaT2T06g01962	-1.783	#76d3ee	K13494, K13495
CaT2T06g01965	-1.051	#76d3ee	K19041
CaT2T07g03222	-2.117	#56c9ea	K10400
CaT2T06g01510	-1.193	#76d3ee	K11864
CaT2T04g00622	-1.102	#76d3ee	K09756, K16296
CaT2T07g00780	-1.591	#76d3ee	K08234
CaT2T07g01787	-1.164	#76d3ee	K11314
CaT2T04g00189	-2.118	#56c9ea	K14488
CaT2T04g00188	-2.434	#56c9ea	K02693
CaT2T04g00182	-1.552	#76d3ee	K01179
CaT2T03g01107	-3.730	#36bee6	K14638
CaT2T09g01144	-1.827	#76d3ee	K07904, K07976
CaT2T09g03161	-1.031	#76d3ee	K15200
CaT2T07g02785	-2.367	#56c9ea	K00975
CaT2T11g00923	-1.187	#76d3ee	K10869
CaT2T12g01619	-1.022	#76d3ee	K14406
CaT2T08g00542	-1.469	#76d3ee	K08498, K08500
CaT2T02g02467	-1.656	#76d3ee	K21437
CaT2T02g02460	-3.414	#36bee6	K00430
CaT2T02g02461	-2.054	#56c9ea	K02115, K08341
CaT2T02g02463	-1.799	#76d3ee	K00703
CaT2T08g00892	-3.020	#36bee6	K14496
CaT2T07g00540	-2.636	#56c9ea	K21407
CaT2T12g03709	-2.476	#56c9ea	K10143
CaT2T09g00379	-2.651	#56c9ea	K13459, K13460, K20599
CaT2T09g00378	-2.334	#56c9ea	K13459, K13460, K20599
CaT2T06g02669	-2.238	#56c9ea	K14567
CaT2T10g01098	-1.619	#76d3ee	K13993
CaT2T11g01179	-1.119	#76d3ee	K10357
CaT2T04g02701	-1.326	#76d3ee	K00588
CaT2T02g04141	-1.697	#76d3ee	K09422
CaT2T07g00067	-1.189	#76d3ee	K15285
CaT2T05g00635	-1.368	#76d3ee	K14309
CaT2T08g02347	-1.503	#76d3ee	K14292
CaT2T08g02344	-4.037	#1ab2df	K15920
CaT2T02g03320	-1.712	#76d3ee	K10401
CaT2T10g02984	-1.799	#76d3ee	K13494, K13495
CaT2T10g02985	-1.078	#76d3ee	K03124
CaT2T10g02981	-4.438	#1ab2df	K13494, K13495
CaT2T12g01409	-1.161	#76d3ee	K10999
CaT2T06g00899	-1.826	#76d3ee	K18633
CaT2T06g00897	-4.258	#1ab2df	K03086
CaT2T04g02427	-5.716	#1698bf	K03320
CaT2T08g01482	-2.264	#56c9ea	K14484
CaT2T01g02922	-2.640	#56c9ea	K15201
CaT2T10g00299	-3.392	#36bee6	K16040
CaT2T06g01136	-1.836	#76d3ee	K00276
CaT2T02g03900	-3.190	#36bee6	K09422
CaT2T04g00025	-1.481	#76d3ee	K14172
CaT2T03g04414	-2.834	#56c9ea	K21734, K21737
CaT2T01g00604	-2.908	#56c9ea	K14638
CaT2T03g02010	-1.192	#76d3ee	K13066
CaT2T02g03159	-1.211	#76d3ee	K01939
CaT2T02g03154	-1.139	#76d3ee	K03124
CaT2T09g00109	-1.965	#76d3ee	K13494, K13495
CaT2T06g03748	-1.320	#76d3ee	K18995, K20101
CaT2T10g01060	-1.292	#76d3ee	K01568
CaT2T03g01092	-1.484	#76d3ee	K01535
CaT2T06g01337	-1.624	#76d3ee	K18749
CaT2T07g00259	-1.158	#76d3ee	K07555
CaT2T01g04843	-3.238	#36bee6	K02184
CaT2T06g03224	-1.897	#76d3ee	K01051
CaT2T06g00143	-2.821	#56c9ea	K07393
CaT2T05g03182	-2.244	#56c9ea	K01728
CaT2T08g02651	-2.309	#56c9ea	K17710
CaT2T01g00312	-1.700	#76d3ee	K15398, K20544
CaT2T01g04362	-1.588	#76d3ee	K04123
CaT2T01g04366	-1.487	#76d3ee	K14638
CaT2T01g04365	-1.538	#76d3ee	K14500
CaT2T03g05088	-1.536	#76d3ee	K10400
CaT2T05g01633	-1.329	#76d3ee	K17525
CaT2T01g02205	-1.274	#76d3ee	K18151
CaT2T02g00418	-1.299	#76d3ee	K04392
CaT2T01g00556	-4.422	#1ab2df	K00276
CaT2T08g00344	-2.728	#56c9ea	K20718
CaT2T01g00384	-2.751	#56c9ea	K10352
CaT2T07g03027	-1.912	#76d3ee	K10357
CaT2T05g02070	-2.862	#56c9ea	K12121
CaT2T05g02073	-2.858	#56c9ea	K12121
CaT2T04g02006	-2.115	#56c9ea	K13946
CaT2T03g04685	-2.700	#56c9ea	K11294
CaT2T04g00312	-1.130	#76d3ee	K15449, K16302
CaT2T09g01066	-1.793	#76d3ee	K03671
CaT2T08g03191	-1.531	#76d3ee	K09872
CaT2T02g00165	-1.021	#76d3ee	K09285
CaT2T03g01195	-1.942	#76d3ee	K06617
CaT2T10g02901	-1.860	#76d3ee	K14508
CaT2T01g00500	-2.947	#56c9ea	K14270
CaT2T01g02900	-1.427	#76d3ee	K09286
CaT2T01g03368	-1.220	#76d3ee	K04730, K04733
CaT2T08g00752	-1.187	#76d3ee	K11752
CaT2T06g00816	-1.803	#76d3ee	K02604
CaT2T06g00814	-1.109	#76d3ee	K11593
CaT2T06g00813	-1.658	#76d3ee	K18757
CaT2T12g00681	-1.015	#76d3ee	K14638
CaT2T12g00682	-1.233	#76d3ee	K14638
CaT2T12g00684	-1.244	#76d3ee	K14638
CaT2T01g02017	-1.233	#76d3ee	K19466
CaT2T01g01661	-1.204	#76d3ee	K15622
CaT2T01g01590	-1.490	#76d3ee	K08332
CaT2T01g01596	-2.611	#56c9ea	K11821, K22321
CaT2T01g01597	-4.917	#1ab2df	K11821, K22321
CaT2T04g02667	-3.110	#36bee6	K17964
CaT2T05g03262	-3.600	#36bee6	K08907
CaT2T05g03261	-3.597	#36bee6	K08907
CaT2T04g03046	-1.020	#76d3ee	K01303
CaT2T02g04067	-1.338	#76d3ee	K15283
CaT2T02g04060	-1.351	#76d3ee	K02935
CaT2T06g00384	-2.160	#56c9ea	K01103
CaT2T07g00148	-3.259	#36bee6	K01166
CaT2T07g00149	-2.285	#56c9ea	K01166
CaT2T08g02227	-1.326	#76d3ee	K00765
CaT2T11g02088	-1.929	#76d3ee	K00688
CaT2T03g00435	-4.163	#1ab2df	K05350
CaT2T03g01543	-1.700	#76d3ee	K03010, K16252
