GeneID	log2FoldChange	color	KO_number
CaT2T03g04122	1.244	#e29182	K02891
CaT2T10g02933	1.304	#e29182	K21407
CaT2T10g02934	1.631	#e29182	K14492
CaT2T02g04218	3.250	#d45d48	K13430
CaT2T10g03218	1.009	#e29182	K00208
CaT2T08g01443	1.011	#e29182	K01875
CaT2T06g03642	1.379	#e29182	K08880
CaT2T07g00958	1.144	#e29182	K09419
CaT2T07g00137	3.220	#d45d48	K20412
CaT2T05g00374	1.957	#e29182	K03676
CaT2T04g00503	1.519	#e29182	K14829
CaT2T04g01367	1.119	#e29182	K11426
CaT2T02g03419	1.616	#e29182	K02893
CaT2T10g01881	1.177	#e29182	K09539
CaT2T08g00144	1.674	#e29182	K00133
CaT2T07g02688	1.219	#e29182	K10717, K20660
CaT2T01g02729	1.772	#e29182	K02997
CaT2T06g02729	1.274	#e29182	K02927
CaT2T06g02725	1.174	#e29182	K20168
CaT2T01g00025	1.663	#e29182	K17781
CaT2T10g00124	1.150	#e29182	K11251
CaT2T03g00889	1.143	#e29182	K11407
CaT2T08g01868	1.053	#e29182	K12848
CaT2T02g00484	1.558	#e29182	K02898
CaT2T05g00656	1.315	#e29182	K02929
CaT2T03g02815	1.171	#e29182	K15710
CaT2T03g02813	1.467	#e29182	K15710
CaT2T01g00328	1.246	#e29182	K15414
CaT2T09g02504	1.251	#e29182	K14779
CaT2T03g02720	1.042	#e29182	K04564
CaT2T06g00711	1.337	#e29182	K02865
CaT2T06g03371	1.570	#e29182	K01803
CaT2T09g01509	1.388	#e29182	K02992
CaT2T06g00051	1.870	#e29182	K11251
CaT2T06g00055	1.918	#e29182	K02901
CaT2T04g01051	1.254	#e29182	K13121
CaT2T04g00900	1.068	#e29182	K13495
CaT2T05g01165	1.211	#e29182	K13148
CaT2T01g04015	1.302	#e29182	K04565
CaT2T02g03800	1.045	#e29182	K02935
CaT2T01g00924	1.857	#e29182	K19041
CaT2T03g01648	1.369	#e29182	K13347, K13348
CaT2T02g03034	1.938	#e29182	K11088
CaT2T02g03031	1.562	#e29182	K01179
CaT2T09g02337	1.001	#e29182	K18730
CaT2T04g00206	1.504	#e29182	K14486
CaT2T11g02034	2.301	#db7765	K08237
CaT2T09g01315	2.108	#db7765	K14011
CaT2T01g04220	3.339	#d45d48	K19041
CaT2T09g02139	1.002	#e29182	K14500
CaT2T06g01943	1.103	#e29182	K07561
CaT2T12g03885	1.071	#e29182	K10614
CaT2T07g03217	1.535	#e29182	K02995
CaT2T06g03459	1.764	#e29182	K17265
CaT2T06g00484	1.779	#e29182	K11254
CaT2T06g00486	1.860	#e29182	K11254
CaT2T06g01680	1.412	#e29182	K01733
CaT2T06g03541	1.465	#e29182	K02987
CaT2T05g00380	4.686	#ca462e	K03676
CaT2T05g00382	3.894	#d45d48	K03676
CaT2T05g03128	1.204	#e29182	K11099
CaT2T05g03125	1.365	#e29182	K02962
CaT2T07g03056	1.438	#e29182	K02938
CaT2T01g00408	1.275	#e29182	K01784
CaT2T02g01130	1.676	#e29182	K01000, K02955
CaT2T01g04523	1.371	#e29182	K14782
CaT2T02g02447	1.133	#e29182	K13989
CaT2T06g00979	1.413	#e29182	K07342
CaT2T12g00230	1.030	#e29182	K01102, K17500
CaT2T12g00232	1.332	#e29182	K19765
CaT2T10g02493	1.382	#e29182	K14847
CaT2T01g01725	1.122	#e29182	K07018
CaT2T04g02721	1.081	#e29182	K11338
CaT2T11g00362	1.435	#e29182	K02943
CaT2T01g04094	1.469	#e29182	K02971
CaT2T03g00676	3.361	#d45d48	K01881
CaT2T03g00677	1.010	#e29182	K02906
CaT2T02g01819	1.203	#e29182	K00972
CaT2T07g00687	3.192	#d45d48	K14638
CaT2T07g00685	1.444	#e29182	K01866
CaT2T01g01573	1.638	#e29182	K12161
CaT2T04g01841	1.278	#e29182	K02877
CaT2T06g01114	1.507	#e29182	K22138
CaT2T02g03696	1.356	#e29182	K14545
CaT2T02g00645	3.222	#d45d48	K07735
CaT2T02g03136	1.469	#e29182	K14544
CaT2T01g05326	1.133	#e29182	K02991
CaT2T09g02474	1.742	#e29182	K13449
CaT2T07g00498	1.263	#e29182	K07964
CaT2T11g01069	1.526	#e29182	K11251
CaT2T01g04832	1.566	#e29182	K02940
CaT2T12g03764	2.287	#db7765	K00857
CaT2T11g00455	1.702	#e29182	K12655
CaT2T05g02057	1.310	#e29182	K02905
CaT2T02g04126	1.462	#e29182	K01728
CaT2T07g01931	1.560	#e29182	K19861
CaT2T03g04156	1.469	#e29182	K15115
CaT2T05g01778	1.512	#e29182	K18810
CaT2T11g01458	1.092	#e29182	K09497
CaT2T02g00141	1.813	#e29182	K05907
CaT2T06g00830	1.931	#e29182	K02964
CaT2T10g03248	1.134	#e29182	K03671
CaT2T12g02339	1.502	#e29182	K00565
CaT2T12g02591	2.120	#db7765	K14652
CaT2T06g00312	2.672	#db7765	K11518
CaT2T04g03063	1.705	#e29182	K02639
CaT2T09g02620	1.178	#e29182	K08770
CaT2T03g03296	1.097	#e29182	K02358
CaT2T03g03290	1.682	#e29182	K08332
CaT2T07g02839	1.615	#e29182	K12837
CaT2T02g01009	1.016	#e29182	K12191, K12192
CaT2T01g04419	2.080	#db7765	K02921
CaT2T03g04734	1.237	#e29182	K03025
CaT2T06g01354	1.387	#e29182	K02993
CaT2T06g00292	2.068	#db7765	K01148, K13448
CaT2T06g00294	1.559	#e29182	K01824, K03542
CaT2T01g02555	1.447	#e29182	K02112
CaT2T02g03797	1.343	#e29182	K12741
CaT2T02g03796	1.219	#e29182	K01883
CaT2T02g02679	1.239	#e29182	K13347
CaT2T02g03231	1.695	#e29182	K02868
CaT2T08g00097	1.478	#e29182	K02978
CaT2T07g00335	1.080	#e29182	K03263
CaT2T11g00694	1.736	#e29182	K06892
CaT2T05g01991	3.770	#d45d48	K14993, K14997
CaT2T11g03493	1.261	#e29182	K02910
CaT2T11g03491	2.984	#db7765	K17637
CaT2T03g01130	1.917	#e29182	K01785
CaT2T12g00660	1.185	#e29182	K14497
CaT2T10g02514	2.076	#db7765	K12930
CaT2T03g02328	2.124	#db7765	K03327
CaT2T01g00001	1.156	#e29182	K02880
CaT2T09g03055	1.611	#e29182	K04733
CaT2T05g03203	2.080	#db7765	K01823
CaT2T05g03205	1.632	#e29182	K03553
CaT2T06g01446	2.037	#db7765	K08835
CaT2T08g01389	1.923	#e29182	K15172
CaT2T04g00550	1.693	#e29182	K13260
CaT2T04g00555	2.004	#db7765	K00512, K13260
CaT2T03g04743	1.074	#e29182	K00026
CaT2T08g02289	1.737	#e29182	K02942
CaT2T01g03237	1.985	#e29182	K11253
CaT2T09g01321	1.507	#e29182	K02974
CaT2T11g02391	1.135	#e29182	K07023
CaT2T07g02387	2.624	#db7765	K20628
CaT2T05g00216	2.972	#db7765	K21286
CaT2T02g03624	1.433	#e29182	K14498
CaT2T02g03621	1.566	#e29182	K02897
CaT2T04g01844	3.356	#d45d48	K13448
CaT2T06g01115	1.323	#e29182	K02880
CaT2T10g02701	1.991	#e29182	K00512
CaT2T07g00285	1.054	#e29182	K03260
CaT2T05g00370	2.715	#db7765	K03676
CaT2T08g02234	1.920	#e29182	K02951
CaT2T08g00015	1.096	#e29182	K04567
CaT2T02g00381	1.511	#e29182	K11088
CaT2T08g02512	1.549	#e29182	K17744
CaT2T08g00822	2.054	#db7765	K12412
CaT2T07g01641	2.023	#db7765	K02901
CaT2T04g02532	1.652	#e29182	K12879
CaT2T01g01263	1.278	#e29182	K12162
CaT2T05g01918	1.858	#e29182	K02917
CaT2T05g01919	1.685	#e29182	K02917
CaT2T06g01751	1.333	#e29182	K02145
CaT2T10g00746	1.118	#e29182	K14165
CaT2T04g00646	1.387	#e29182	K15032
CaT2T08g01972	1.353	#e29182	K08675
CaT2T10g01826	1.454	#e29182	K05894
CaT2T09g00050	1.097	#e29182	K12834
CaT2T06g03696	2.063	#db7765	K17710, K17964
CaT2T02g00199	1.192	#e29182	K19619
CaT2T07g02491	1.361	#e29182	K07904
CaT2T07g02492	1.195	#e29182	K07904
CaT2T08g00783	1.091	#e29182	K13034
CaT2T07g02805	1.536	#e29182	K00799
CaT2T01g03966	1.021	#e29182	K12900
CaT2T07g02801	1.730	#e29182	K00799
CaT2T11g01802	1.079	#e29182	K20843
CaT2T12g02016	1.112	#e29182	K10751
CaT2T05g00279	2.337	#db7765	K07766
CaT2T02g03175	1.153	#e29182	K10579
CaT2T08g01549	3.143	#d45d48	K01738
CaT2T02g02789	1.675	#e29182	K07748
CaT2T06g02447	1.321	#e29182	K02957
CaT2T06g03711	2.776	#db7765	K17710, K17964
CaT2T01g05321	1.278	#e29182	K12734
CaT2T03g00306	1.265	#e29182	K20318
CaT2T09g02443	1.141	#e29182	K02930
CaT2T06g00430	1.054	#e29182	K04802
CaT2T06g00439	1.877	#e29182	K13993
CaT2T07g00208	1.320	#e29182	K14305
CaT2T06g01387	1.441	#e29182	K17805
CaT2T05g00451	1.168	#e29182	K02918
CaT2T05g01465	1.185	#e29182	K13448, K16465
CaT2T11g02292	1.093	#e29182	K03135
CaT2T03g04863	1.736	#e29182	K17108
CaT2T01g01425	1.424	#e29182	K00422
CaT2T01g00828	2.244	#db7765	K01177
CaT2T12g03733	1.862	#e29182	K03955
CaT2T04g01513	2.125	#db7765	K15382
CaT2T05g01788	1.054	#e29182	K17080
CaT2T06g01809	1.619	#e29182	K17972
CaT2T11g00136	1.729	#e29182	K09872
CaT2T05g00434	2.157	#db7765	K11254
CaT2T04g00858	1.375	#e29182	K07198
CaT2T06g00321	1.153	#e29182	K02866
CaT2T06g00328	1.134	#e29182	K03238
CaT2T10g00021	1.698	#e29182	K02949
CaT2T05g00743	1.601	#e29182	K02976
CaT2T04g00078	1.151	#e29182	K00721
CaT2T03g04440	1.780	#e29182	K16253
CaT2T03g04447	1.469	#e29182	K02958
CaT2T10g00343	1.440	#e29182	K19355
CaT2T08g01747	1.160	#e29182	K06634
CaT2T07g03377	1.092	#e29182	K17710
CaT2T03g00825	1.973	#e29182	K12127
CaT2T03g01705	1.157	#e29182	K17262
CaT2T06g00773	1.267	#e29182	K01188, K05349
CaT2T07g02724	1.648	#e29182	K21407
CaT2T12g01345	1.096	#e29182	K17679
CaT2T05g02025	3.037	#d45d48	K09422
CaT2T06g02567	1.838	#e29182	K03676
CaT2T07g00369	2.177	#db7765	K03098
CaT2T01g02046	1.186	#e29182	K04506
CaT2T11g02155	1.091	#e29182	K01057
CaT2T03g02418	1.611	#e29182	K15338
CaT2T10g03236	1.170	#e29182	K08332
CaT2T06g01888	2.137	#db7765	K15414
CaT2T02g02097	1.644	#e29182	K11253
CaT2T01g00942	1.193	#e29182	K16055
CaT2T02g00256	1.143	#e29182	K00021
CaT2T06g03623	2.125	#db7765	K02894
CaT2T06g03624	1.269	#e29182	K17710
CaT2T09g03007	1.249	#e29182	K08235
CaT2T09g03004	1.866	#e29182	K03671
CaT2T04g02637	1.277	#e29182	K03671
CaT2T02g04033	1.586	#e29182	K19041
CaT2T02g04037	1.542	#e29182	K05391
CaT2T03g04739	-1.088	#76d3ee	K17985
CaT2T05g00131	-1.034	#76d3ee	K01537
CaT2T03g03177	-1.511	#76d3ee	K13407, K20768, K20769
CaT2T02g03436	-1.073	#76d3ee	K14682
CaT2T07g03178	-1.646	#76d3ee	K22184
CaT2T03g00081	-3.989	#36bee6	K00454
CaT2T12g01712	-1.434	#76d3ee	K00939
CaT2T09g00316	-3.008	#36bee6	K00681, K18592
CaT2T06g02741	-1.209	#76d3ee	K12831
CaT2T07g00821	-1.516	#76d3ee	K14486
CaT2T05g00172	-1.161	#76d3ee	K05643
CaT2T02g02194	-2.019	#56c9ea	K10581
CaT2T01g05617	-1.534	#76d3ee	K20353
CaT2T08g00810	-1.519	#76d3ee	K06013
CaT2T04g02505	-1.099	#76d3ee	K15193
CaT2T06g03317	-1.637	#76d3ee	K07904, K07905, K07976
CaT2T06g03316	-1.341	#76d3ee	K14686
CaT2T07g02919	-1.595	#76d3ee	K07428, K10717, K20660
CaT2T06g00035	-2.266	#56c9ea	K03676
CaT2T04g01079	-1.122	#76d3ee	K21374
CaT2T01g03283	-2.040	#56c9ea	K10999
CaT2T12g00634	-1.239	#76d3ee	K00815
CaT2T10g03411	-1.012	#76d3ee	K04035
CaT2T02g03050	-2.193	#56c9ea	K01623
CaT2T02g03056	-3.499	#36bee6	K09755
CaT2T08g00236	-1.195	#76d3ee	K14709
CaT2T12g02543	-1.075	#76d3ee	K00297, K10901
CaT2T07g00196	-1.516	#76d3ee	K17294
CaT2T08g02064	-1.729	#76d3ee	K17573
CaT2T08g03009	-1.319	#76d3ee	K02725
CaT2T08g03000	-2.327	#56c9ea	K00975
CaT2T02g03983	-4.409	#1ab2df	K08900
CaT2T08g01573	-1.701	#76d3ee	K03006
CaT2T02g03674	-1.534	#76d3ee	K20858
CaT2T06g01964	-1.852	#76d3ee	K09753
CaT2T02g02202	-1.001	#76d3ee	K10666
CaT2T10g00952	-1.046	#76d3ee	K13448
CaT2T02g02460	-1.487	#76d3ee	K00430
CaT2T02g02463	-1.190	#76d3ee	K00703
CaT2T12g03708	-1.509	#76d3ee	K18045
CaT2T10g01098	-2.914	#56c9ea	K13993
CaT2T07g02999	-1.435	#76d3ee	K20241
CaT2T06g01702	-1.344	#76d3ee	K07195
CaT2T06g01706	-2.048	#56c9ea	K07119, K19825
CaT2T04g00395	-3.639	#36bee6	K01723
CaT2T09g00605	-1.483	#76d3ee	K12617
CaT2T12g01409	-2.351	#56c9ea	K10999
CaT2T06g00897	-1.564	#76d3ee	K03086
CaT2T06g00893	-1.537	#76d3ee	K09419
CaT2T12g01875	-1.354	#76d3ee	K15285
CaT2T12g01874	-1.374	#76d3ee	K13415
CaT2T08g03081	-1.021	#76d3ee	K00764
CaT2T05g00772	-1.708	#76d3ee	K04730, K04733, K13420
CaT2T02g03900	-1.097	#76d3ee	K09422
CaT2T01g00604	-2.277	#56c9ea	K14638
CaT2T01g04624	-1.109	#76d3ee	K11422
CaT2T10g01060	-1.155	#76d3ee	K01568
CaT2T08g00462	-2.857	#56c9ea	K01054
CaT2T03g01090	-3.260	#36bee6	K14638
CaT2T01g05302	-1.519	#76d3ee	K21026
CaT2T08g01731	-1.367	#76d3ee	K15308, K18753
CaT2T12g02146	-1.125	#76d3ee	K07195
CaT2T06g03229	-1.852	#76d3ee	K02138
CaT2T06g03224	-1.036	#76d3ee	K01051
CaT2T04g00103	-2.103	#56c9ea	K01176
CaT2T04g00108	-2.317	#56c9ea	K01581
CaT2T08g02655	-1.198	#76d3ee	K13993
CaT2T01g00312	-2.808	#56c9ea	K15398, K20544
CaT2T03g00127	-1.300	#76d3ee	K03126
CaT2T01g04366	-1.660	#76d3ee	K14638
CaT2T01g04367	-1.216	#76d3ee	K02257
CaT2T10g00608	-1.155	#76d3ee	K11592
CaT2T10g00602	-1.517	#76d3ee	K13422
CaT2T05g01635	-1.714	#76d3ee	K05391
CaT2T08g00344	-1.341	#76d3ee	K20718
CaT2T12g01310	-1.362	#76d3ee	K12124
CaT2T07g00353	-3.772	#36bee6	K00131
CaT2T07g01914	-1.100	#76d3ee	K05933
CaT2T07g01915	-2.865	#56c9ea	K05933
CaT2T07g01916	-2.573	#56c9ea	K05933
CaT2T07g01913	-1.346	#76d3ee	K18045
CaT2T05g01752	-1.233	#76d3ee	K14516
CaT2T03g04133	-1.246	#76d3ee	K19985
CaT2T02g00163	-1.119	#76d3ee	K17600
CaT2T06g00814	-1.057	#76d3ee	K11593
CaT2T12g00681	-2.246	#56c9ea	K14638
CaT2T02g00994	-1.399	#76d3ee	K12448
CaT2T12g01482	-1.246	#76d3ee	K01922
CaT2T05g03262	-1.196	#76d3ee	K08907
CaT2T06g00593	-1.115	#76d3ee	K03426
CaT2T07g00149	-1.077	#76d3ee	K01166
CaT2T05g01554	-1.522	#76d3ee	K10590
CaT2T04g01371	-1.166	#76d3ee	K05841
CaT2T08g02221	-1.178	#76d3ee	K07019, K13696
CaT2T02g01063	-1.083	#76d3ee	K19706
CaT2T11g01774	-1.267	#76d3ee	K14318
CaT2T11g01773	-1.399	#76d3ee	K14318
CaT2T11g01772	-1.464	#76d3ee	K14318
CaT2T06g01673	-2.196	#56c9ea	K01530
CaT2T08g03169	-2.454	#56c9ea	K19366
CaT2T11g01984	-2.263	#56c9ea	K13453
CaT2T09g00363	-3.619	#36bee6	K09286
CaT2T03g04510	-1.621	#76d3ee	K08176
CaT2T02g02739	-1.142	#76d3ee	K17839
CaT2T01g05269	-1.464	#76d3ee	K20478
CaT2T03g00058	-1.550	#76d3ee	K09512
CaT2T03g00057	-1.759	#76d3ee	K00921
CaT2T12g01390	-1.838	#76d3ee	K10999
CaT2T07g01621	-1.599	#76d3ee	K16189
CaT2T06g03340	-1.012	#76d3ee	K11982
CaT2T04g01047	-1.331	#76d3ee	K09338
CaT2T01g05066	-1.051	#76d3ee	K20289
CaT2T01g04000	-1.739	#76d3ee	K01662
CaT2T08g02932	-1.855	#76d3ee	K19041
CaT2T01g00934	-2.131	#56c9ea	K05658
CaT2T02g02377	-1.385	#76d3ee	K00430
CaT2T02g03023	-1.462	#76d3ee	K08852, K08874
CaT2T06g02918	-1.694	#76d3ee	K00522
CaT2T08g00544	-2.448	#56c9ea	K01379, K01381
CaT2T03g04208	-1.311	#76d3ee	K00454, K15718
CaT2T01g02118	-2.753	#56c9ea	K00858
CaT2T09g00204	-1.838	#76d3ee	K13459, K13460, K20599
CaT2T06g03442	-1.013	#76d3ee	K07933, K07976
CaT2T03g04596	-1.176	#76d3ee	K12837
CaT2T02g00368	-1.152	#76d3ee	K01623
CaT2T03g02888	-1.387	#76d3ee	K12617
CaT2T08g02530	-1.543	#76d3ee	K11721
CaT2T09g02590	-1.436	#76d3ee	K02704
CaT2T07g02002	-1.877	#76d3ee	K05387
CaT2T07g02001	-2.078	#56c9ea	K05387
CaT2T12g01900	-2.565	#56c9ea	K04957, K12879
CaT2T10g00769	-1.143	#76d3ee	K00965
CaT2T04g00628	-1.564	#76d3ee	K09756, K16296
CaT2T02g03879	-1.426	#76d3ee	K01850
CaT2T11g02426	-1.144	#76d3ee	K13211
CaT2T04g02459	-1.054	#76d3ee	K19755
CaT2T01g06034	-1.525	#76d3ee	K09874
CaT2T06g01864	-2.562	#56c9ea	K15397
CaT2T01g01563	-1.458	#76d3ee	K13648
CaT2T12g02035	-1.548	#76d3ee	K19801
CaT2T04g01160	-1.493	#76d3ee	K09286
CaT2T01g05652	-2.037	#56c9ea	K20353
CaT2T09g02140	-2.376	#56c9ea	K04714
CaT2T03g00052	-1.364	#76d3ee	K01051
CaT2T01g02444	-1.533	#76d3ee	K12836
CaT2T01g02440	-2.841	#56c9ea	K12449
CaT2T01g02192	-1.205	#76d3ee	K12741
CaT2T01g02190	-1.132	#76d3ee	K11593
CaT2T02g03683	-1.005	#76d3ee	K01180
CaT2T02g03682	-1.214	#76d3ee	K01180
CaT2T12g00723	-2.354	#56c9ea	K10526
CaT2T08g00451	-1.662	#76d3ee	K00924
CaT2T04g02173	-1.494	#76d3ee	K20456
CaT2T09g01195	-1.118	#76d3ee	K03671
CaT2T09g01190	-1.074	#76d3ee	K13105
CaT2T08g02606	-2.532	#56c9ea	K00873
CaT2T03g04980	-1.639	#76d3ee	K08679
CaT2T07g02081	-1.504	#76d3ee	K13414, K20605
CaT2T07g02089	-1.433	#76d3ee	K04733
CaT2T09g02269	-2.764	#56c9ea	K07025, K18551
CaT2T01g02874	-1.078	#76d3ee	K11866
CaT2T08g01647	-1.669	#76d3ee	K10664
CaT2T01g01528	-2.808	#56c9ea	K22246
CaT2T04g02759	-1.430	#76d3ee	K10706
CaT2T05g02044	-1.560	#76d3ee	K14497
CaT2T02g04116	-1.037	#76d3ee	K15078
CaT2T02g04115	-3.003	#36bee6	K08237
CaT2T01g00224	-1.445	#76d3ee	K20283
CaT2T03g03309	-1.038	#76d3ee	K22128
CaT2T05g02865	-1.068	#76d3ee	K00600
CaT2T03g02470	-1.946	#76d3ee	K03327
CaT2T02g03761	-1.062	#76d3ee	K09590
CaT2T11g01606	-1.730	#76d3ee	K01673
CaT2T12g01820	-3.199	#36bee6	K01858
CaT2T04g02656	-1.224	#76d3ee	K13412
CaT2T02g04098	-1.160	#76d3ee	K20478
CaT2T11g00212	-1.001	#76d3ee	K13071
CaT2T11g00218	-2.106	#56c9ea	K08832
CaT2T08g00325	-1.734	#76d3ee	K01772
CaT2T03g01731	-1.600	#76d3ee	K20604
CaT2T02g03456	-1.237	#76d3ee	K01537
CaT2T01g05242	-1.496	#76d3ee	K15078, K19613
CaT2T07g02821	-2.364	#56c9ea	K09840
CaT2T02g01030	-2.312	#56c9ea	K21989
CaT2T06g01366	-1.044	#76d3ee	K13448
CaT2T06g01367	-1.183	#76d3ee	K05929
CaT2T07g01415	-1.673	#76d3ee	K14486
CaT2T01g02563	-1.245	#76d3ee	K14514
CaT2T10g01978	-1.515	#76d3ee	K12761
CaT2T03g01358	-1.207	#76d3ee	K11724
CaT2T03g01356	-1.540	#76d3ee	K01638
CaT2T06g00752	-1.387	#76d3ee	K09528
CaT2T12g02721	-2.651	#56c9ea	K13464
CaT2T12g02722	-1.036	#76d3ee	K04733
CaT2T04g00362	-1.569	#76d3ee	K13789
CaT2T04g00947	-1.026	#76d3ee	K00327
CaT2T10g02973	-3.315	#36bee6	K13494, K13495
CaT2T07g00594	-1.326	#76d3ee	K00737, K14484
CaT2T02g03981	-2.605	#56c9ea	K08900
CaT2T03g02061	-1.323	#76d3ee	K00924
CaT2T12g02524	-1.143	#76d3ee	K06670
CaT2T07g00913	-2.348	#56c9ea	K18469
CaT2T02g04018	-1.141	#76d3ee	K00430
CaT2T04g00545	-3.140	#36bee6	K09422
CaT2T07g01846	-1.220	#76d3ee	K00012
CaT2T01g03222	-1.382	#76d3ee	K01188
CaT2T03g02647	-1.100	#76d3ee	K13095
CaT2T01g04481	-1.278	#76d3ee	K16818
CaT2T08g03063	-1.237	#76d3ee	K01623
CaT2T07g02397	-1.424	#76d3ee	K11000
CaT2T02g00845	-1.249	#76d3ee	K00968
CaT2T12g02669	-3.376	#36bee6	K01662
CaT2T12g03596	-2.222	#56c9ea	K01915
CaT2T10g02710	-1.012	#76d3ee	K13863, K13864
CaT2T11g01097	-1.201	#76d3ee	K04733, K08332
CaT2T06g00263	-1.083	#76d3ee	K13648
CaT2T03g01014	-3.847	#36bee6	K11821, K22321
CaT2T07g01490	-1.910	#76d3ee	K00327
CaT2T03g04093	-2.134	#56c9ea	K05665, K05666
CaT2T03g00269	-2.408	#56c9ea	K09338
CaT2T10g02844	-1.974	#76d3ee	K14709
CaT2T04g00480	-2.522	#56c9ea	K17193
CaT2T12g01541	-1.935	#76d3ee	K12129
CaT2T12g01540	-1.466	#76d3ee	K12129
CaT2T07g01654	-1.310	#76d3ee	K14709
CaT2T12g02230	-1.043	#76d3ee	K02865, K14396
CaT2T07g02932	-1.634	#76d3ee	K09527
CaT2T10g00753	-1.200	#76d3ee	K01601
CaT2T08g02918	-1.695	#76d3ee	K04630
CaT2T04g00658	-1.385	#76d3ee	K00511
CaT2T08g01984	-1.255	#76d3ee	K05953
CaT2T09g00047	-1.357	#76d3ee	K17086
CaT2T02g01830	-1.139	#76d3ee	K05658
CaT2T07g02489	-1.130	#76d3ee	K16055
CaT2T09g02370	-1.870	#76d3ee	K01507
CaT2T02g03589	-1.522	#76d3ee	K09419
CaT2T07g02294	-1.036	#76d3ee	K00901
CaT2T04g01110	-3.021	#36bee6	K17550, K19750
CaT2T06g00608	-1.368	#76d3ee	K18734
CaT2T08g02043	-1.079	#76d3ee	K20093
CaT2T02g02266	-1.115	#76d3ee	K01893
CaT2T02g00535	-1.316	#76d3ee	K03350
CaT2T05g03169	-1.147	#76d3ee	K21866
CaT2T09g00417	-1.892	#76d3ee	K04733
CaT2T03g01240	-1.818	#76d3ee	K01517
CaT2T03g02763	-1.248	#76d3ee	K06207
CaT2T03g04355	-1.007	#76d3ee	K08245
CaT2T10g00666	-1.335	#76d3ee	K09597
CaT2T03g02248	-1.098	#76d3ee	K06689
CaT2T06g02391	-1.424	#76d3ee	K13600
CaT2T01g03421	-1.039	#76d3ee	K22381
CaT2T01g00026	-2.193	#56c9ea	K01507
CaT2T01g00021	-1.179	#76d3ee	K01507
CaT2T06g00096	-1.538	#76d3ee	K17470, K17471
CaT2T06g00098	-1.296	#76d3ee	K01489
CaT2T05g01212	-1.396	#76d3ee	K20538
CaT2T03g04196	-1.703	#76d3ee	K15188
CaT2T07g01510	-3.520	#36bee6	K13464
CaT2T02g00937	-1.014	#76d3ee	K01657
CaT2T05g01826	-1.699	#76d3ee	K20642
CaT2T11g01388	-1.898	#76d3ee	K20892
CaT2T06g00687	-1.976	#76d3ee	K05359
CaT2T10g00012	-1.227	#76d3ee	K00134
CaT2T04g00592	-1.550	#76d3ee	K18667
CaT2T04g01318	-1.065	#76d3ee	K12124
CaT2T04g01311	-2.458	#56c9ea	K14156
CaT2T11g02356	-2.320	#56c9ea	K01859
CaT2T02g01954	-2.275	#56c9ea	K07198, K12761
CaT2T03g02235	-1.834	#76d3ee	K03093
CaT2T06g01313	-1.192	#76d3ee	K18663
CaT2T01g01475	-1.244	#76d3ee	K07195
CaT2T05g00341	-1.376	#76d3ee	K08333
CaT2T09g02237	-1.399	#76d3ee	K08081
CaT2T03g00813	-1.360	#76d3ee	K08910
CaT2T03g00810	-1.143	#76d3ee	K16222
CaT2T09g02571	-1.681	#76d3ee	K02108, K03046
CaT2T05g02013	-1.061	#76d3ee	K08876
CaT2T05g01732	-1.398	#76d3ee	K09756, K16296
CaT2T03g04115	-4.354	#1ab2df	K15283
CaT2T03g04119	-1.718	#76d3ee	K08678
CaT2T04g00335	-2.200	#56c9ea	K17278
CaT2T09g01599	-3.235	#36bee6	K13508
CaT2T01g02033	-1.424	#76d3ee	K10727
CaT2T02g02317	-1.009	#76d3ee	K08237
CaT2T07g00120	-1.084	#76d3ee	K03125
CaT2T02g03628	-2.482	#56c9ea	K19791
CaT2T08g01769	-2.011	#56c9ea	K03006
CaT2T07g00069	-1.713	#76d3ee	K13407, K20768, K20769
CaT2T02g01040	-2.414	#56c9ea	K04506, K08742
CaT2T12g01704	-1.898	#76d3ee	K03320, K07573
CaT2T10g02741	-1.733	#76d3ee	K03327
CaT2T03g00981	-1.118	#76d3ee	K00099
CaT2T04g00627	-1.130	#76d3ee	K09756, K16296
CaT2T10g00115	-2.654	#56c9ea	K08770
CaT2T05g00144	-1.287	#76d3ee	K13495
CaT2T03g00896	-2.118	#56c9ea	K07195
CaT2T05g00272	-1.221	#76d3ee	K17085
CaT2T02g03584	-1.723	#76d3ee	K09838
CaT2T03g02794	-1.307	#76d3ee	K12349
CaT2T09g00930	-1.055	#76d3ee	K07119, K19825
CaT2T11g00639	-1.516	#76d3ee	K13065
CaT2T09g01515	-1.156	#76d3ee	K07204
CaT2T02g03816	-2.807	#56c9ea	K13648, K20867
CaT2T02g03813	-1.542	#76d3ee	K00012
CaT2T03g00919	-1.522	#76d3ee	K13379
CaT2T06g03163	-1.197	#76d3ee	K16911
CaT2T02g03046	-1.119	#76d3ee	K11498
CaT2T08g00241	-1.245	#76d3ee	K22048
CaT2T09g03097	-1.799	#76d3ee	K09419
CaT2T11g01841	-2.987	#56c9ea	K14206, K14638
CaT2T04g00890	-1.350	#76d3ee	K10592
CaT2T08g02076	-1.083	#76d3ee	K12126
CaT2T10g00571	-2.525	#56c9ea	K15397
CaT2T02g03991	-1.402	#76d3ee	K01099
CaT2T12g01785	-1.436	#76d3ee	K05677
CaT2T08g01501	-1.412	#76d3ee	K17098
CaT2T08g01502	-1.343	#76d3ee	K17098
CaT2T03g02084	-2.093	#56c9ea	K20473
